a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1784248927337812155,WaltRuff,2024-04-27 11:51 AM,2024-04-27 12:18 PM,8475883,Frederik Andersen,1783894001499754709,StapeAthletic,2024-04-26 12:20 PM,2024-04-26 12:38 PM,8473575,Semyon Varlamov
