a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1783162870345154647,renlavoietva,2024-04-24 11:55 AM,2024-04-24 11:58 AM,8480280,Jeremy Swayman,1783144659717423377,markhmasters,2024-04-24 10:43 AM,2024-04-24 10:58 AM,8478492,Ilya Samsonov
