tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1783898119639371798,440294532,AlexDaugherty1,2024-04-26 12:37 PM,2024-04-26 01:18 PM,8477424,Juuse Saros,Expected lineup for the Predators tonight plus insight from Andrew Brunette on what they need to improve from Games 1 &amp; 2 to get a win in Game 3. https://t.co/2i2yg17iyd
