a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1390338733803716609,CRoumeliotis,2021-05-06 12:12 PM,2021-05-06 12:13 PM,8480420,Collin Delia,1.3903784750731182e+18,NBCSEdgeHK,2021-05-06 02:50 PM,2021-05-06 02:59 PM,8475852.0,Petr Mrazek
1390338809385132032,BenPopeCST,2021-05-06 12:12 PM,2021-05-06 12:28 PM,8480420,Collin Delia,,,,,,
1390341277733031936,Tramyers_NHL,2021-05-06 12:22 PM,2021-05-06 12:28 PM,8480420,Collin Delia,,,,,,
1390338862409523200,CarterBaum,2021-05-06 12:13 PM,2021-05-06 12:28 PM,8480420,Collin Delia,,,,,,
1390339474752745478,BN_Blackhawks,2021-05-06 12:15 PM,2021-05-06 12:28 PM,8480420,Collin Delia,,,,,,
1390362732445134848,FantasyAlarmNHL,2021-05-06 01:48 PM,2021-05-06 01:50 PM,8480420,Collin Delia,,,,,,
1390363373259300867,NBCSEdgeHK,2021-05-06 01:50 PM,2021-05-06 01:59 PM,8480420,Collin Delia,,,,,,
1390435491456196608,NBCSBlackhawks,2021-05-06 06:37 PM,2021-05-06 06:38 PM,8480420,Collin Delia,,,,,,
1390435975655006212,NBCSBlackhawks,2021-05-06 06:39 PM,2021-05-06 06:43 PM,8480420,Collin Delia,,,,,,
1390440897117097986,CanesOnFSCR,2021-05-06 06:58 PM,2021-05-06 07:05 PM,8480420,Collin Delia,,,,,,
