a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.382823839835566e+18,NYIslanders,2021-04-15 06:31 PM,2021-04-15 06:38 PM,8473575.0,Semyon Varlamov,1382376466374127618,NESN,2021-04-14 12:53 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
1.382824172028584e+18,C_Arnold01,2021-04-15 06:32 PM,2021-04-15 06:38 PM,8473575.0,Semyon Varlamov,1382374352977547264,ActionLabs_HQ,2021-04-14 12:45 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
1.3828250614433219e+18,FantasyAlarmNHL,2021-04-15 06:36 PM,2021-04-15 06:38 PM,8473575.0,Semyon Varlamov,1382374036479545350,RochieWBZ,2021-04-14 12:43 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
1.3828273660664422e+18,FantasySP,2021-04-15 06:45 PM,2021-04-15 06:50 PM,8473575.0,Semyon Varlamov,1382373863070203905,FlutoShinzawa,2021-04-14 12:43 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382373851204567042,BruinsDaily,2021-04-14 12:43 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382374577205039105,NHL_Goaltenders,2021-04-14 12:45 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382374351920578566,FantasyLabsNHL,2021-04-14 12:45 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382374490441707524,conroyherald,2021-04-14 12:45 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382377516954959872,RotoWireNHL,2021-04-14 12:57 PM,2021-04-14 12:59 PM,8471695,Tuukka Rask
,,,,,,1382712838700040193,ConorRyan_93,2021-04-15 11:10 AM,2021-04-15 11:28 AM,8471695,Tuukka Rask
,,,,,,1382713092283510791,emarinofsky,2021-04-15 11:11 AM,2021-04-15 11:28 AM,8471695,Tuukka Rask
,,,,,,1382714835104894980,FantasyAlarmNHL,2021-04-15 11:18 AM,2021-04-15 11:28 AM,8471695,Tuukka Rask
