a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1378043203547492353,NHLFlyers,2021-04-02 01:54 PM,2021-04-02 01:59 PM,8479394,Carter Hart,1.378475418043482e+18,NYIslanders,2021-04-03 06:32 PM,2021-04-03 06:38 PM,8478009.0,Ilya Sorokin
1378044279382282241,JHallNBCS,2021-04-02 01:58 PM,2021-04-02 01:59 PM,8479394,Carter Hart,1.3784749229645742e+18,CordUpTime,2021-04-03 06:30 PM,2021-04-03 06:38 PM,8478009.0,Ilya Sorokin
1378043555013345288,FlyersPuckSauce,2021-04-02 01:56 PM,2021-04-02 01:59 PM,8479394,Carter Hart,,,,,,
1378044515890688004,JameyBaskow,2021-04-02 01:59 PM,2021-04-02 02:59 PM,8479394,Carter Hart,,,,,,
1378045364884930563,NHL_Goaltenders,2021-04-02 02:03 PM,2021-04-02 02:59 PM,8479394,Carter Hart,,,,,,
1378054000164081666,FlyersKnitty,2021-04-02 02:37 PM,2021-04-02 02:59 PM,8479394,Carter Hart,,,,,,
1378140655080329217,BroadStBull,2021-04-02 08:21 PM,2021-04-02 08:59 PM,8479394,Carter Hart,,,,,,
1378433609539928067,BroadStBull,2021-04-03 03:45 PM,2021-04-03 03:59 PM,8479394,Carter Hart,,,,,,
1378432016291610627,NovaTrackXC,2021-04-03 03:39 PM,2021-04-03 03:59 PM,8479394,Carter Hart,,,,,,
1378451882453168129,NHLFlyers,2021-04-03 04:58 PM,2021-04-03 04:59 PM,8479394,Carter Hart,,,,,,
