a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1382006340562771970,CofRedCentral,2021-04-13 12:22 PM,2021-04-13 12:28 PM,8474593,Jacob Markstrom,1.3819547690156442e+18,RyanNPike,2021-04-13 08:57 AM,2021-04-13 08:59 AM,8479496.0,David Rittich
1382080721142087680,koshtorontosun,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.382080648769323e+18,joshuakloke,2021-04-13 05:17 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382080648769323011,joshuakloke,2021-04-13 05:17 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.3820808808402248e+18,worldhockeyrpt,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382080688015474688,markzwol,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.3820807211420877e+18,koshtorontosun,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382080880840224772,worldhockeyrpt,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.3820806880154747e+18,markzwol,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382080953124859908,dee_emanuele,2021-04-13 05:19 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.38208095312486e+18,dee_emanuele,2021-04-13 05:19 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382080825836011521,AAVickers,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496,David Rittich,1.3820808258360115e+18,AAVickers,2021-04-13 05:18 PM,2021-04-13 05:28 PM,8479496.0,David Rittich
1382091000118710278,PuckinSassPot,2021-04-13 05:59 PM,2021-04-13 06:05 PM,8479496,David Rittich,1.3820910001187103e+18,PuckinSassPot,2021-04-13 05:59 PM,2021-04-13 06:05 PM,8479496.0,David Rittich
1382093000621191168,StarSports,2021-04-13 06:07 PM,2021-04-13 06:28 PM,8479496,David Rittich,1.3820930006211912e+18,StarSports,2021-04-13 06:07 PM,2021-04-13 06:28 PM,8479496.0,David Rittich
1382099281549656065,FantasyAlarmNHL,2021-04-13 06:32 PM,2021-04-13 06:38 PM,8474593,Jacob Markstrom,1.3821106027814707e+18,LeafsSociety,2021-04-13 07:17 PM,2021-04-13 07:38 PM,8479496.0,David Rittich
1382110602781470731,LeafsSociety,2021-04-13 07:17 PM,2021-04-13 07:38 PM,8479496,David Rittich,,,,,,
