a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1392184472938983429,TSN_Sports,2021-05-11 02:26 PM,2021-05-11 02:58 PM,8475883,Frederik Andersen,1.3921371667682836e+18,SunGarrioch,2021-05-11 11:18 AM,2021-05-11 11:58 AM,8479406.0,Filip Gustavsson
1392185061068443660,Sportsnet,2021-05-11 02:29 PM,2021-05-11 02:58 PM,8475883,Frederik Andersen,1.392477624300155e+18,TSN1200,2021-05-12 09:51 AM,2021-05-12 09:58 AM,8479406.0,Filip Gustavsson
1392188039821152256,theScore,2021-05-11 02:41 PM,2021-05-11 02:58 PM,8475883,Frederik Andersen,,,,,,
1392206857872322566,TSN1050Radio,2021-05-11 03:55 PM,2021-05-11 03:58 PM,8475883,Frederik Andersen,,,,,,
1392196082252320769,dave1agar,2021-05-11 03:13 PM,2021-05-11 03:58 PM,8475883,Frederik Andersen,,,,,,
1392201574928326665,x_jupiterhart,2021-05-11 03:34 PM,2021-05-11 03:58 PM,8475883,Frederik Andersen,,,,,,
1392234451703304200,OverDrive1050,2021-05-11 05:45 PM,2021-05-11 05:58 PM,8475883,Frederik Andersen,,,,,,
1392234451783008259,TSN1050Radio,2021-05-11 05:45 PM,2021-05-11 05:58 PM,8475883,Frederik Andersen,,,,,,
1392225003559661568,FantasyAlarmNHL,2021-05-11 05:08 PM,2021-05-11 05:58 PM,8475883,Frederik Andersen,,,,,,
1392498227119804418,Zeisberger,2021-05-12 11:13 AM,2021-05-12 11:28 AM,8475883,Frederik Andersen,,,,,,
1392502099079045120,lukefoxjukebox,2021-05-12 11:29 AM,2021-05-12 11:38 AM,8475789,Jack Campbell,,,,,,
1392523320185081857,TLNdc,2021-05-12 12:53 PM,2021-05-12 12:58 PM,8475883,Frederik Andersen,,,,,,
1392623996068376580,dalter,2021-05-12 07:33 PM,2021-05-12 07:38 PM,8475883,Frederik Andersen,,,,,,
