a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1371845474794213396,AmalieBenjamin,2021-03-16 11:27 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718324159042191e+18,penguins,2021-03-16 10:35 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845432184336395,FlutoShinzawa,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718315861534515e+18,SethRorabaugh,2021-03-16 10:31 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845420553535498,JoeyMacHockey,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718343965258752e+18,NBCSEdgeHK,2021-03-16 10:43 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845439096549382,ConorRyan_93,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718351354448527e+18,PensJG,2021-03-16 10:45 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845577097543681,OtherNHLCrosby,2021-03-16 11:27 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718316525031424e+18,WPXIFinalWord,2021-03-16 10:32 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845502313115662,iancmclaren,2021-03-16 11:27 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718316094780252e+18,TaylorHaasePGH,2021-03-16 10:31 AM,2021-03-16 10:59 AM,8479193.0,Casey DeSmith
1371845447736770561,smclaughlin9,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718455770975437e+18,OtherNHLCrosby,2021-03-16 11:27 AM,2021-03-16 11:28 AM,8479193.0,Casey DeSmith
1371845450123382791,BruinsDaily,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.3718613162609172e+18,TribSports,2021-03-16 12:30 PM,2021-03-16 12:58 PM,8479193.0,Casey DeSmith
1371845434956787719,emarinofsky,2021-03-16 11:26 AM,2021-03-16 11:28 AM,8478435,Dan Vladar,1.371872742392365e+18,BellyUpFantasy,2021-03-16 01:15 PM,2021-03-16 01:28 PM,8479193.0,Casey DeSmith
1371847992580399120,SiriusXMNHL,2021-03-16 11:37 AM,2021-03-16 11:59 AM,8478435,Dan Vladar,,,,,,
1371848138647031816,NHL_Goaltenders,2021-03-16 11:37 AM,2021-03-16 11:59 AM,8478435,Dan Vladar,,,,,,
1371851923687608320,HockeyHoundShow,2021-03-16 11:52 AM,2021-03-16 11:59 AM,8478435,Dan Vladar,,,,,,
1371849419193204738,RotoWireNHL,2021-03-16 11:42 AM,2021-03-16 11:59 AM,8478435,Dan Vladar,,,,,,
1371851537954316293,happykmz,2021-03-16 11:51 AM,2021-03-16 11:59 AM,8478435,Dan Vladar,,,,,,
1371880236145643528,BostonDotCom,2021-03-16 01:45 PM,2021-03-16 01:58 PM,8478435,Dan Vladar,,,,,,
1371876495988244484,BDCBruins,2021-03-16 01:30 PM,2021-03-16 01:58 PM,8478435,Dan Vladar,,,,,,
1371880237567516673,BDCSports,2021-03-16 01:45 PM,2021-03-16 01:58 PM,8478435,Dan Vladar,,,,,,
1371891550062583821,BostonGlobe,2021-03-16 02:30 PM,2021-03-16 02:59 PM,8478435,Dan Vladar,,,,,,
1371891516038377472,BGlobeSports,2021-03-16 02:30 PM,2021-03-16 02:59 PM,8478435,Dan Vladar,,,,,,
