a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1661394051717910530,WaltRuff,2023-05-24 11:29 AM,2023-05-24 11:38 AM,8475883,Frederik Andersen,1661515285789040640,corylav,2023-05-24 07:31 PM,2023-05-24 07:38 PM,8475683,Sergei Bobrovsky
