a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1665141194484219904,DBWilson2,2023-06-03 07:39 PM,2023-06-03 07:43 PM,8475683,Sergei Bobrovsky,1665141237622403077,Tramyers_NHL,2023-06-03 07:39 PM,2023-06-03 07:43 PM,8478499,Adin Hill
1665141237622403077,Tramyers_NHL,2023-06-03 07:39 PM,2023-06-03 07:43 PM,8475683,Sergei Bobrovsky,1665141058177564673,stevecarp56,2023-06-03 07:38 PM,2023-06-03 07:43 PM,8478499,Adin Hill
