a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1648350714366656512,StapeAthletic,2023-04-18 11:40 AM,2023-04-18 11:50 AM,8478048,Igor Shesterkin,1648341357046505479,mikemorrealeNHL,2023-04-18 11:02 AM,2023-04-18 11:05 AM,8477970,Vitek Vanecek
1648453632407506946,MollieeWalkerr,2023-04-18 06:29 PM,2023-04-18 06:38 PM,8478048,Igor Shesterkin,1648350039540920321,MattLoug,2023-04-18 11:37 AM,2023-04-18 11:38 AM,8477970,Vitek Vanecek
