id,homeAbbrev,awayAbbrev,est
2017020172,CBJ,BOS,2017 October 30 19:00:00
2017020173,OTT,MTL,2017 October 30 19:30:00
2017020174,FLA,TBL,2017 October 30 19:30:00
2017020175,STL,LAK,2017 October 30 20:00:00
2017020176,VAN,DAL,2017 October 30 22:00:00
2017020177,SJS,TOR,2017 October 30 22:30:00
2017020178,NYR,VGK,2017 October 31 19:00:00
2017020179,DET,ARI,2017 October 31 19:30:00
2017020180,MIN,WPG,2017 October 31 20:00:00
2017020181,CHI,PHI,2017 November 01 20:00:00
2017020182,EDM,PIT,2017 November 01 20:30:00
2017020183,VAN,NJD,2017 November 01 22:00:00
2017020184,ANA,TOR,2017 November 01 22:00:00
2017020185,SJS,NSH,2017 November 01 22:30:00
2017020186,BOS,VGK,2017 November 02 19:00:00
2017020187,WSH,NYI,2017 November 02 19:00:00
2017020188,OTT,DET,2017 November 02 19:30:00
2017020189,TBL,NYR,2017 November 02 19:30:00
2017020190,FLA,CBJ,2017 November 02 19:30:00
2017020191,STL,PHI,2017 November 02 20:00:00
2017020192,MIN,MTL,2017 November 02 20:00:00
2017020193,WPG,DAL,2017 November 02 20:00:00
2017020194,COL,CAR,2017 November 02 21:00:00
2017020195,CGY,PIT,2017 November 02 21:00:00
2017020196,ARI,BUF,2017 November 02 22:00:00
2017020197,LAK,TOR,2017 November 02 22:30:00
2017020198,EDM,NJD,2017 November 03 21:00:00
2017020199,ANA,NSH,2017 November 03 22:00:00
2017020200,OTT,VGK,2017 November 04 14:00:00
2017020201,BOS,WSH,2017 November 04 19:00:00
2017020202,TBL,CBJ,2017 November 04 19:00:00
2017020203,FLA,NYR,2017 November 04 19:00:00
2017020204,PHI,COL,2017 November 04 19:00:00
2017020205,STL,TOR,2017 November 04 19:00:00
2017020206,WPG,MTL,2017 November 04 19:00:00
2017020207,DAL,BUF,2017 November 04 20:00:00
2017020208,MIN,CHI,2017 November 04 20:00:00
2017020209,ARI,CAR,2017 November 04 21:00:00
2017020210,VAN,PIT,2017 November 04 22:00:00
2017020211,LAK,NSH,2017 November 04 22:30:00
2017020212,SJS,ANA,2017 November 04 22:30:00
2017020213,EDM,DET,2017 November 05 16:00:00
2017020214,NYI,COL,2017 November 05 18:00:00
2017020215,CHI,MTL,2017 November 05 19:00:00
2017020216,CGY,NJD,2017 November 05 21:00:00
2017020217,BOS,MIN,2017 November 06 19:00:00
2017020218,TOR,VGK,2017 November 06 19:00:00
2017020219,NYR,CBJ,2017 November 06 19:00:00
2017020220,WSH,ARI,2017 November 06 19:00:00
2017020221,DAL,WPG,2017 November 06 20:30:00
2017020222,VAN,DET,2017 November 06 22:00:00
2017020223,BUF,WSH,2017 November 07 19:00:00
2017020224,NJD,STL,2017 November 07 19:00:00
2017020225,NYI,EDM,2017 November 07 19:00:00
2017020226,PIT,ARI,2017 November 07 19:00:00
2017020227,CAR,FLA,2017 November 07 19:00:00
2017020228,CBJ,NSH,2017 November 07 19:00:00
2017020229,MTL,VGK,2017 November 07 19:30:00
2017020230,CGY,VAN,2017 November 07 21:00:00
2017020231,ANA,LAK,2017 November 07 22:00:00
2017020232,TOR,MIN,2017 November 08 19:30:00
2017020233,NYR,BOS,2017 November 08 20:00:00
2017020234,SJS,TBL,2017 November 08 22:30:00
2017020235,NJD,EDM,2017 November 09 19:00:00
2017020236,PHI,CHI,2017 November 09 19:00:00
2017020237,MTL,MIN,2017 November 09 19:30:00
2017020238,STL,ARI,2017 November 09 20:00:00
2017020239,CGY,DET,2017 November 09 21:00:00
2017020240,ANA,VAN,2017 November 09 22:00:00
2017020241,LAK,TBL,2017 November 09 22:30:00
2017020242,BUF,FLA,2017 November 10 19:00:00
2017020243,TOR,BOS,2017 November 10 19:00:00
2017020244,WSH,PIT,2017 November 10 19:00:00
2017020245,CBJ,CAR,2017 November 10 19:00:00
2017020246,DAL,NYI,2017 November 10 20:30:00
2017020247,COL,OTT,2017 November 10 14:00:00
2017020248,VGK,WPG,2017 November 10 22:30:00
2017020249,NYR,EDM,2017 November 11 13:00:00
2017020250,BOS,TOR,2017 November 11 19:00:00
2017020251,MTL,BUF,2017 November 11 19:00:00
2017020252,OTT,COL,2017 November 11 13:00:00
2017020253,DET,CBJ,2017 November 11 19:00:00
2017020254,NJD,FLA,2017 November 11 19:00:00
2017020255,PHI,MIN,2017 November 11 19:00:00
2017020256,CAR,CHI,2017 November 11 19:00:00
2017020257,STL,NYI,2017 November 11 20:00:00
2017020258,NSH,PIT,2017 November 11 20:00:00
2017020259,ARI,WPG,2017 November 11 22:00:00
2017020260,SJS,VAN,2017 November 11 22:00:00
2017020261,WSH,EDM,2017 November 12 19:00:00
2017020262,CHI,NJD,2017 November 12 19:00:00
2017020263,ANA,TBL,2017 November 12 20:00:00
2017020264,LAK,SJS,2017 November 12 22:30:00
2017020265,CAR,DAL,2017 November 13 19:00:00
2017020266,CGY,STL,2017 November 13 21:00:00
2017020267,PIT,BUF,2017 November 14 19:00:00
2017020268,MTL,CBJ,2017 November 14 19:30:00
2017020269,FLA,DAL,2017 November 14 19:30:00
2017020270,NSH,WSH,2017 November 14 20:00:00
2017020271,MIN,PHI,2017 November 14 20:00:00
2017020272,WPG,ARI,2017 November 14 20:00:00
2017020273,EDM,VGK,2017 November 14 21:00:00
2017020274,LAK,VAN,2017 November 14 22:30:00
2017020275,DET,CGY,2017 November 15 19:30:00
2017020276,CHI,NYR,2017 November 15 20:00:00
2017020277,ANA,BOS,2017 November 15 22:00:00
2017020278,TOR,NJD,2017 November 16 19:00:00
2017020279,NYI,CAR,2017 November 16 19:00:00
2017020280,MTL,ARI,2017 November 16 19:30:00
2017020281,OTT,PIT,2017 November 16 19:30:00
2017020282,TBL,DAL,2017 November 16 19:30:00
2017020283,MIN,NSH,2017 November 16 20:00:00
2017020284,WPG,PHI,2017 November 16 20:00:00
2017020285,COL,WSH,2017 November 16 21:00:00
2017020286,EDM,STL,2017 November 16 21:00:00
2017020287,VAN,VGK,2017 November 16 22:00:00
2017020288,LAK,BOS,2017 November 16 22:30:00
2017020289,SJS,FLA,2017 November 16 22:30:00
2017020290,CBJ,NYR,2017 November 17 19:00:00
2017020291,DET,BUF,2017 November 17 19:30:00
2017020292,PHI,CGY,2017 November 18 13:00:00
2017020293,OTT,ARI,2017 November 18 14:00:00
2017020294,DAL,EDM,2017 November 18 14:00:00
2017020295,WPG,NJD,2017 November 18 15:00:00
2017020296,LAK,FLA,2017 November 18 16:00:00
2017020297,BUF,CAR,2017 November 18 19:00:00
2017020298,MTL,TOR,2017 November 18 19:00:00
2017020299,TBL,NYI,2017 November 18 19:00:00
2017020300,PIT,CHI,2017 November 18 19:00:00
2017020301,WSH,MIN,2017 November 18 19:30:00
2017020302,NSH,COL,2017 November 18 20:00:00
2017020303,VAN,STL,2017 November 18 22:00:00
2017020304,SJS,BOS,2017 November 18 22:30:00
2017020305,CAR,NYI,2017 November 19 17:00:00
2017020306,DET,COL,2017 November 19 18:00:00
2017020307,NYR,OTT,2017 November 19 19:00:00
2017020308,VGK,LAK,2017 November 19 20:00:00
2017020309,ANA,FLA,2017 November 19 20:00:00
2017020310,BUF,CBJ,2017 November 20 19:00:00
2017020311,TOR,ARI,2017 November 20 19:00:00
2017020312,WSH,CGY,2017 November 20 19:00:00
2017020313,NSH,WPG,2017 November 20 20:00:00
2017020314,MIN,NJD,2017 November 20 20:00:00
2017020315,SJS,ANA,2017 November 20 22:30:00
2017020316,PHI,VAN,2017 November 21 19:00:00
2017020317,STL,EDM,2017 November 21 20:00:00
2017020318,DAL,MTL,2017 November 21 20:30:00
2017020319,BUF,MIN,2017 November 22 19:00:00
2017020320,DET,EDM,2017 November 22 19:00:00
2017020321,FLA,TOR,2017 November 22 19:00:00
2017020322,NJD,BOS,2017 November 22 19:00:00
2017020323,NYI,PHI,2017 November 22 19:00:00
2017020324,PIT,VAN,2017 November 22 19:00:00
2017020325,WSH,OTT,2017 November 22 19:00:00
2017020326,CAR,NYR,2017 November 22 19:00:00
2017020327,CBJ,CGY,2017 November 22 19:00:00
2017020328,TBL,CHI,2017 November 22 19:30:00
2017020329,NSH,MTL,2017 November 22 20:00:00
2017020330,COL,DAL,2017 November 22 21:00:00
2017020331,ARI,SJS,2017 November 22 21:00:00
2017020332,ANA,VGK,2017 November 22 22:30:00
2017020333,LAK,WPG,2017 November 22 22:30:00
2017020334,BOS,PIT,2017 November 24 13:00:00
2017020335,PHI,NYI,2017 November 24 16:00:00
2017020336,MIN,COL,2017 November 24 16:00:00
2017020337,ANA,WPG,2017 November 24 16:00:00
2017020338,WSH,TBL,2017 November 24 17:00:00
2017020339,BUF,EDM,2017 November 24 19:00:00
2017020340,NJD,VAN,2017 November 24 19:00:00
2017020341,NYR,DET,2017 November 24 19:00:00
2017020342,CBJ,OTT,2017 November 24 19:00:00
2017020343,CAR,TOR,2017 November 24 19:30:00
2017020344,STL,NSH,2017 November 24 20:00:00
2017020345,DAL,CGY,2017 November 24 21:00:00
2017020346,ARI,LAK,2017 November 24 21:00:00
2017020347,VGK,SJS,2017 November 24 18:00:00
2017020348,TOR,WSH,2017 November 25 19:00:00
2017020349,MTL,BUF,2017 November 25 19:00:00
2017020350,OTT,NYI,2017 November 25 19:00:00
2017020351,DET,NJD,2017 November 25 19:00:00
2017020352,FLA,CHI,2017 November 25 19:00:00
2017020353,PIT,TBL,2017 November 25 19:00:00
2017020354,STL,MIN,2017 November 25 20:00:00
2017020355,ARI,VGK,2017 November 25 20:00:00
2017020356,COL,CGY,2017 November 25 22:00:00
2017020357,SJS,WPG,2017 November 25 22:00:00
2017020358,LAK,ANA,2017 November 25 22:30:00
2017020359,CAR,NSH,2017 November 26 13:00:00
2017020360,NYR,VAN,2017 November 26 14:00:00
2017020361,BOS,EDM,2017 November 26 17:00:00
2017020362,NJD,FLA,2017 November 27 19:00:00
2017020363,PIT,PHI,2017 November 27 19:00:00
2017020364,MTL,CBJ,2017 November 27 19:30:00
2017020365,WPG,MIN,2017 November 27 20:00:00
2017020366,CHI,ANA,2017 November 27 20:30:00
2017020367,BUF,TBL,2017 November 28 19:00:00
2017020368,NYI,VAN,2017 November 28 19:00:00
2017020369,NYR,FLA,2017 November 28 19:00:00
2017020370,PHI,SJS,2017 November 28 19:00:00
2017020371,CBJ,CAR,2017 November 28 19:00:00
2017020372,DET,LAK,2017 November 28 19:30:00
2017020373,NSH,CHI,2017 November 28 20:00:00
2017020374,CGY,TOR,2017 November 28 21:00:00
2017020375,EDM,ARI,2017 November 28 21:00:00
2017020376,VGK,DAL,2017 November 28 22:00:00
2017020377,BOS,TBL,2017 November 29 19:30:00
2017020378,MTL,OTT,2017 November 29 19:30:00
2017020379,STL,ANA,2017 November 29 21:00:00
2017020380,COL,WPG,2017 November 29 21:30:00
2017020381,WSH,LAK,2017 November 30 19:00:00
2017020382,DET,MTL,2017 November 30 19:30:00
2017020383,NSH,VAN,2017 November 30 20:00:00
2017020384,MIN,VGK,2017 November 30 20:00:00
2017020385,CHI,DAL,2017 November 30 20:30:00
2017020386,CGY,ARI,2017 November 30 21:00:00
2017020387,EDM,TOR,2017 November 30 21:00:00
2017020388,BUF,PIT,2017 December 01 19:00:00
2017020389,NYI,OTT,2017 December 01 19:00:00
2017020390,NYR,CAR,2017 December 01 19:00:00
2017020391,CBJ,ANA,2017 December 01 19:00:00
2017020392,FLA,SJS,2017 December 01 19:30:00
2017020393,STL,LAK,2017 December 01 20:00:00
2017020394,WPG,VGK,2017 December 01 20:00:00
2017020395,COL,NJD,2017 December 01 21:00:00
2017020396,PHI,BOS,2017 December 02 13:00:00
2017020397,MIN,STL,2017 December 02 18:00:00
2017020398,MTL,DET,2017 December 02 19:00:00
2017020399,TBL,SJS,2017 December 02 19:00:00
2017020400,PIT,BUF,2017 December 02 19:00:00
2017020401,WSH,CBJ,2017 December 02 19:00:00
2017020402,VAN,TOR,2017 December 02 19:00:00
2017020403,CAR,FLA,2017 December 02 19:00:00
2017020404,NSH,ANA,2017 December 02 20:00:00
2017020405,ARI,NJD,2017 December 02 20:00:00
2017020406,DAL,CHI,2017 December 02 21:00:00
2017020407,CGY,EDM,2017 December 02 22:00:00
2017020408,CHI,LAK,2017 December 03 19:00:00
2017020409,WPG,OTT,2017 December 03 19:00:00
2017020410,COL,DAL,2017 December 03 20:00:00
2017020411,VGK,ARI,2017 December 03 20:00:00
2017020412,WSH,SJS,2017 December 04 19:00:00
2017020413,FLA,NYI,2017 December 04 19:30:00
2017020414,NSH,BOS,2017 December 04 20:00:00
2017020415,CGY,PHI,2017 December 04 21:00:00
2017020416,PIT,NYR,2017 December 05 19:30:00
2017020417,CBJ,NJD,2017 December 05 19:00:00
2017020418,MTL,STL,2017 December 05 19:30:00
2017020419,DET,WPG,2017 December 05 19:30:00
2017020420,TBL,NYI,2017 December 05 19:30:00
2017020421,DAL,NSH,2017 December 05 20:30:00
2017020422,COL,BUF,2017 December 05 21:00:00
2017020423,VAN,CAR,2017 December 05 22:00:00
2017020424,VGK,ANA,2017 December 05 22:00:00
2017020425,LAK,MIN,2017 December 05 22:00:00
2017020426,TOR,CGY,2017 December 06 19:30:00
2017020427,WSH,CHI,2017 December 06 20:00:00
2017020428,EDM,PHI,2017 December 06 21:30:00
2017020429,ANA,OTT,2017 December 06 22:00:00
2017020430,BOS,ARI,2017 December 07 19:00:00
2017020431,PIT,NYI,2017 December 07 19:00:00
2017020432,MTL,CGY,2017 December 07 19:30:00
2017020433,TBL,COL,2017 December 07 19:30:00
2017020434,FLA,WPG,2017 December 07 19:30:00
2017020435,STL,DAL,2017 December 07 20:00:00
2017020436,VAN,PHI,2017 December 07 22:00:00
2017020437,LAK,OTT,2017 December 07 22:30:00
2017020438,SJS,CAR,2017 December 07 22:30:00
2017020439,NJD,CBJ,2017 December 08 19:00:00
2017020440,WSH,NYR,2017 December 08 19:00:00
2017020441,NSH,VGK,2017 December 08 20:00:00
2017020442,CHI,BUF,2017 December 08 20:30:00
2017020443,ANA,MIN,2017 December 08 22:00:00
2017020444,BOS,NYI,2017 December 09 19:00:00
2017020445,MTL,EDM,2017 December 09 19:00:00
2017020446,DET,STL,2017 December 09 13:00:00
2017020447,TBL,WPG,2017 December 09 19:00:00
2017020448,FLA,COL,2017 December 09 19:00:00
2017020449,NYR,NJD,2017 December 09 19:00:00
2017020450,PIT,TOR,2017 December 09 19:00:00
2017020451,CBJ,ARI,2017 December 09 19:00:00
2017020452,DAL,VGK,2017 December 09 20:00:00
2017020453,CGY,VAN,2017 December 09 22:00:00
2017020454,SJS,OTT,2017 December 09 22:00:00
2017020455,LAK,CAR,2017 December 09 22:30:00
2017020456,TOR,EDM,2017 December 10 19:00:00
2017020457,CHI,ARI,2017 December 10 19:00:00
2017020458,STL,BUF,2017 December 10 19:00:00
2017020459,SJS,MIN,2017 December 10 21:00:00
2017020460,NYI,WSH,2017 December 11 19:00:00
2017020461,NYR,DAL,2017 December 11 19:00:00
2017020462,PIT,COL,2017 December 11 19:00:00
2017020463,DET,FLA,2017 December 11 19:30:00
2017020464,WPG,VAN,2017 December 11 20:00:00
2017020465,ANA,CAR,2017 December 11 22:00:00
2017020466,BUF,OTT,2017 December 12 19:00:00
2017020467,NJD,LAK,2017 December 12 19:00:00
2017020468,PHI,TOR,2017 December 12 19:00:00
2017020469,WSH,COL,2017 December 12 19:00:00
2017020470,CBJ,EDM,2017 December 12 19:00:00
2017020471,STL,TBL,2017 December 12 20:00:00
2017020472,MIN,CGY,2017 December 12 20:00:00
2017020473,CHI,FLA,2017 December 12 20:30:00
2017020474,VGK,CAR,2017 December 12 22:00:00
2017020475,OTT,NYR,2017 December 13 19:00:00
2017020476,NYI,DAL,2017 December 13 19:00:00
2017020477,DET,BOS,2017 December 13 20:00:00
2017020478,VAN,NSH,2017 December 13 22:00:00
2017020479,BOS,WSH,2017 December 14 19:00:00
2017020480,PHI,BUF,2017 December 14 19:00:00
2017020481,CBJ,NYI,2017 December 14 19:00:00
2017020482,MTL,NJD,2017 December 14 19:30:00
2017020483,STL,ANA,2017 December 14 20:00:00
2017020484,MIN,TOR,2017 December 14 20:00:00
2017020485,WPG,CHI,2017 December 14 20:00:00
2017020486,COL,FLA,2017 December 14 21:00:00
2017020487,CGY,SJS,2017 December 14 21:00:00
2017020488,EDM,NSH,2017 December 14 21:00:00
2017020489,ARI,TBL,2017 December 14 21:00:00
2017020490,VGK,PIT,2017 December 14 22:00:00
2017020491,BUF,CAR,2017 December 15 19:00:00
2017020492,NJD,DAL,2017 December 15 19:00:00
2017020493,NYR,LAK,2017 December 15 19:00:00
2017020494,DET,TOR,2017 December 15 19:30:00
2017020495,VAN,SJS,2017 December 15 22:00:00
2017020496,MIN,EDM,2017 December 16 14:00:00
2017020497,BOS,NYR,2017 December 16 17:00:00
2017020498,OTT,MTL,2017 December 16 19:00:00
2017020499,NYI,LAK,2017 December 16 19:00:00
2017020500,PHI,DAL,2017 December 16 19:00:00
2017020501,STL,WPG,2017 December 16 19:00:00
2017020502,WSH,ANA,2017 December 16 20:00:00
2017020503,CAR,CBJ,2017 December 16 19:00:00
2017020504,ARI,PIT,2017 December 16 20:00:00
2017020505,COL,TBL,2017 December 16 21:00:00
2017020506,CGY,NSH,2017 December 16 22:00:00
2017020507,WPG,STL,2017 December 17 18:00:00
2017020508,CHI,MIN,2017 December 17 19:00:00
2017020509,VAN,CGY,2017 December 17 20:00:00
2017020510,VGK,FLA,2017 December 17 20:00:00
2017020511,BOS,CBJ,2017 December 18 19:00:00
2017020512,NJD,ANA,2017 December 18 19:00:00
2017020513,PHI,LAK,2017 December 18 19:00:00
2017020514,COL,PIT,2017 December 18 21:00:00
2017020515,EDM,SJS,2017 December 18 21:00:00
2017020516,TOR,CAR,2017 December 19 14:00:00
2017020517,BUF,BOS,2017 December 19 19:30:00
2017020518,NYI,DET,2017 December 19 19:00:00
2017020519,NYR,ANA,2017 December 19 19:00:00
2017020520,OTT,MIN,2017 December 19 19:00:00
2017020521,NSH,WPG,2017 December 19 20:00:00
2017020522,DAL,WSH,2017 December 19 20:30:00
2017020523,ARI,FLA,2017 December 19 21:00:00
2017020524,VAN,MTL,2017 December 19 22:00:00
2017020525,VGK,TBL,2017 December 19 22:00:00
2017020526,CBJ,TOR,2017 December 20 19:30:00
2017020527,PHI,DET,2017 December 20 20:00:00
2017020528,CGY,STL,2017 December 20 21:30:00
2017020529,BOS,WPG,2017 December 21 19:00:00
2017020530,NJD,NYR,2017 December 21 19:00:00
2017020531,NYI,ANA,2017 December 21 19:00:00
2017020532,PIT,CBJ,2017 December 21 19:00:00
2017020533,TBL,OTT,2017 December 21 19:30:00
2017020534,NSH,CAR,2017 December 21 20:00:00
2017020535,DAL,CHI,2017 December 21 20:30:00
2017020536,EDM,STL,2017 December 21 21:00:00
2017020537,LAK,COL,2017 December 21 22:30:00
2017020538,SJS,VAN,2017 December 21 22:30:00
2017020539,BUF,PHI,2017 December 22 19:00:00
