id,homeAbbrev,awayAbbrev,est
2009020001,BOS,WSH,2009 October 01
2009020002,TOR,MTL,2009 October 01
2009020003,COL,SJS,2009 October 01
2009020004,CGY,VAN,2009 October 01
2009020005,CAR,PHI,2009 October 02
2009020006,PIT,NYR,2009 October 02
2009020007,CHI,FLA,2009 October 02
2009020008,DET,STL,2009 October 02
2009020009,COL,VAN,2009 October 03
2009020010,BOS,CAR,2009 October 03
2009020011,BUF,MTL,2009 October 03
2009020012,NJD,PHI,2009 October 03
2009020013,NYI,PIT,2009 October 03
2009020014,NYR,OTT,2009 October 03
2009020015,WSH,TOR,2009 October 03
2009020016,ATL,TBL,2009 October 03
2009020017,FLA,CHI,2009 October 03
2009020018,CBJ,MIN,2009 October 03
2009020019,DAL,NSH,2009 October 03
2009020020,STL,DET,2009 October 03
2009020021,EDM,CGY,2009 October 03
2009020022,ANA,SJS,2009 October 03
2009020023,LAK,ARI,2009 October 03
2009020024,NJD,NYR,2009 October 05
2009020025,VAN,CBJ,2009 October 05
2009020026,TOR,OTT,2009 October 06
2009020027,PHI,WSH,2009 October 06
2009020028,CAR,TBL,2009 October 06
2009020029,MIN,ANA,2009 October 06
2009020030,CGY,MTL,2009 October 06
2009020031,EDM,DAL,2009 October 06
2009020032,LAK,SJS,2009 October 06
2009020033,PIT,ARI,2009 October 07
2009020034,VAN,MTL,2009 October 07
2009020035,BOS,ANA,2009 October 08
2009020036,BUF,ARI,2009 October 08
2009020037,OTT,NYI,2009 October 08
2009020038,PHI,PIT,2009 October 08
2009020039,WSH,NYR,2009 October 08
2009020040,TBL,NJD,2009 October 08
2009020041,DET,CHI,2009 October 08
2009020042,STL,ATL,2009 October 08
2009020043,NSH,COL,2009 October 08
2009020044,EDM,CGY,2009 October 08
2009020045,LAK,MIN,2009 October 08
2009020046,SJS,CBJ,2009 October 08
2009020047,CAR,FLA,2009 October 09
2009020048,CGY,DAL,2009 October 09
2009020049,BOS,NYI,2009 October 10
2009020050,TOR,PIT,2009 October 10
2009020051,OTT,ATL,2009 October 10
2009020052,PHI,ANA,2009 October 10
2009020053,FLA,NJD,2009 October 10
2009020054,DET,WSH,2009 October 10
2009020055,TBL,CAR,2009 October 10
2009020056,STL,LAK,2009 October 10
2009020057,NSH,BUF,2009 October 10
2009020058,CHI,COL,2009 October 10
2009020059,ARI,CBJ,2009 October 10
2009020060,EDM,MTL,2009 October 10
2009020061,SJS,MIN,2009 October 10
2009020062,NYR,ANA,2009 October 11
2009020063,VAN,DAL,2009 October 11
2009020064,BOS,COL,2009 October 12
2009020065,NYI,LAK,2009 October 12
2009020066,NYR,TOR,2009 October 12
2009020067,WSH,NJD,2009 October 12
2009020068,OTT,PIT,2009 October 12
2009020069,TBL,FLA,2009 October 12
2009020070,NSH,EDM,2009 October 12
