id,homeAbbrev,awayAbbrev,est
2019020001,TOR,OTT,2019 October 02 19:00:00
2019020002,STL,WSH,2019 October 02 20:00:00
2019020003,EDM,VAN,2019 October 02 22:00:00
2019020004,VGK,SJS,2019 October 02 22:30:00
2019020005,TBL,FLA,2019 October 03 19:00:00
2019020006,NYR,WPG,2019 October 03 19:00:00
2019020007,PIT,BUF,2019 October 03 19:00:00
2019020008,CAR,MTL,2019 October 03 19:00:00
2019020009,NSH,MIN,2019 October 03 20:00:00
2019020010,DAL,BOS,2019 October 03 20:30:00
2019020011,COL,CGY,2019 October 03 21:00:00
2019020012,ANA,ARI,2019 October 03 22:00:00
2019020013,NJD,WPG,2019 October 04 19:00:00
2019020014,NYI,WSH,2019 October 04 19:00:00
2019020015,CBJ,TOR,2019 October 04 19:00:00
2019020016,PHI,CHI,2019 October 04 14:00:00
2019020017,SJS,VGK,2019 October 04 22:30:00
2019020018,BUF,NJD,2019 October 05 19:00:00
2019020019,TOR,MTL,2019 October 05 19:00:00
2019020020,OTT,NYR,2019 October 05 19:00:00
2019020021,FLA,TBL,2019 October 05 19:00:00
2019020022,PIT,CBJ,2019 October 05 19:00:00
2019020023,WSH,CAR,2019 October 05 19:00:00
2019020024,STL,DAL,2019 October 05 20:00:00
2019020025,NSH,DET,2019 October 05 20:00:00
2019020026,COL,MIN,2019 October 05 21:00:00
2019020027,ARI,BOS,2019 October 05 21:00:00
2019020028,CGY,VAN,2019 October 05 22:00:00
2019020029,EDM,LAK,2019 October 05 22:00:00
2019020030,ANA,SJS,2019 October 05 22:00:00
2019020031,CAR,TBL,2019 October 06 17:00:00
2019020032,DET,DAL,2019 October 06 19:00:00
2019020033,NYI,WPG,2019 October 06 19:00:00
2019020034,TOR,STL,2019 October 07 19:00:00
2019020035,CBJ,BUF,2019 October 07 19:00:00
2019020036,FLA,CAR,2019 October 08 19:00:00
2019020037,NYI,EDM,2019 October 08 19:00:00
2019020038,PIT,WPG,2019 October 08 19:00:00
2019020039,WSH,DAL,2019 October 08 19:00:00
2019020040,DET,ANA,2019 October 08 19:30:00
2019020041,NSH,SJS,2019 October 08 20:00:00
2019020042,CGY,LAK,2019 October 08 21:00:00
2019020043,VGK,BOS,2019 October 08 22:00:00
2019020044,BUF,MTL,2019 October 09 19:00:00
2019020045,PHI,NJD,2019 October 09 19:30:00
2019020046,VAN,LAK,2019 October 09 22:00:00
2019020047,TOR,TBL,2019 October 10 19:00:00
2019020048,MTL,DET,2019 October 10 19:00:00
2019020049,NJD,EDM,2019 October 10 19:00:00
2019020050,PIT,ANA,2019 October 10 19:00:00
2019020051,OTT,STL,2019 October 10 19:30:00
2019020052,NSH,WSH,2019 October 10 20:00:00
2019020053,WPG,MIN,2019 October 10 20:00:00
2019020054,CHI,SJS,2019 October 10 20:30:00
2019020055,DAL,CGY,2019 October 10 20:30:00
2019020056,COL,BOS,2019 October 10 21:00:00
2019020057,ARI,VGK,2019 October 10 22:00:00
2019020058,BUF,FLA,2019 October 11 19:00:00
2019020059,CBJ,ANA,2019 October 11 19:00:00
2019020060,CAR,NYI,2019 October 11 19:30:00
2019020061,NYR,EDM,2019 October 12 13:00:00
2019020062,OTT,TBL,2019 October 12 16:00:00
2019020063,LAK,NSH,2019 October 12 18:00:00
2019020064,BOS,NJD,2019 October 12 19:00:00
2019020065,MTL,STL,2019 October 12 19:00:00
2019020066,DET,TOR,2019 October 12 19:00:00
2019020067,NYI,FLA,2019 October 12 19:00:00
2019020068,CAR,CBJ,2019 October 12 19:00:00
2019020069,CHI,WPG,2019 October 12 19:00:00
2019020070,DAL,WSH,2019 October 12 20:00:00
2019020071,MIN,PIT,2019 October 12 20:30:00
2019020072,COL,ARI,2019 October 12 21:00:00
2019020073,VAN,PHI,2019 October 12 22:00:00
2019020074,VGK,CGY,2019 October 12 22:00:00
2019020075,WPG,PIT,2019 October 13 19:00:00
2019020076,LAK,VGK,2019 October 13 22:00:00
2019020077,SJS,CGY,2019 October 13 22:00:00
2019020078,BOS,ANA,2019 October 14 13:00:00
2019020079,OTT,MIN,2019 October 14 13:00:00
2019020080,NJD,FLA,2019 October 14 13:00:00
2019020081,NYI,STL,2019 October 14 13:00:00
2019020082,BUF,DAL,2019 October 14 15:00:00
2019020083,WSH,COL,2019 October 14 17:00:00
2019020084,CHI,EDM,2019 October 14 20:30:00
2019020085,TOR,MIN,2019 October 15 19:00:00
2019020086,MTL,TBL,2019 October 15 19:00:00
2019020087,WPG,ARI,2019 October 15 20:00:00
2019020088,CGY,PHI,2019 October 15 21:00:00
2019020089,VAN,DET,2019 October 15 22:00:00
2019020090,VGK,NSH,2019 October 15 22:00:00
2019020091,LAK,CAR,2019 October 15 22:30:00
2019020092,PIT,COL,2019 October 16 19:00:00
2019020093,WSH,TOR,2019 October 16 19:00:00
2019020094,CBJ,DAL,2019 October 16 19:00:00
2019020095,EDM,PHI,2019 October 16 21:30:00
