id,homeAbbrev,awayAbbrev,est
2018020001,TOR,MTL,2018 October 03 19:00:00
2018020002,WSH,BOS,2018 October 03 19:30:00
2018020003,VAN,CGY,2018 October 03 22:00:00
2018020004,SJS,ANA,2018 October 03 22:30:00
2018020005,BUF,BOS,2018 October 04 19:00:00
2018020006,NYR,NSH,2018 October 04 19:30:00
2018020007,PIT,WSH,2018 October 04 19:00:00
2018020008,CAR,NYI,2018 October 04 19:00:00
2018020009,OTT,CHI,2018 October 04 19:30:00
2018020010,DET,CBJ,2018 October 04 19:30:00
2018020011,STL,WPG,2018 October 04 20:00:00
2018020012,DAL,ARI,2018 October 04 20:30:00
2018020013,COL,MIN,2018 October 04 21:00:00
2018020014,VGK,PHI,2018 October 04 22:00:00
2018020015,CBJ,CAR,2018 October 05 19:00:00
2018020016,LAK,SJS,2018 October 05 22:30:00
2018020017,BUF,NYR,2018 October 06 19:00:00
2018020018,TOR,OTT,2018 October 06 19:00:00
2018020019,TBL,FLA,2018 October 06 19:00:00
2018020020,NJD,EDM,2018 October 06 13:00:00
2018020021,NYI,NSH,2018 October 06 19:00:00
2018020022,PIT,MTL,2018 October 06 19:00:00
2018020023,DAL,WPG,2018 October 06 19:00:00
2018020024,STL,CHI,2018 October 06 20:00:00
2018020025,MIN,VGK,2018 October 06 20:00:00
2018020026,COL,PHI,2018 October 06 21:00:00
2018020027,ARI,ANA,2018 October 06 21:00:00
2018020028,CGY,VAN,2018 October 06 22:00:00
2018020029,CAR,NYR,2018 October 07 17:00:00
2018020030,CHI,TOR,2018 October 07 19:00:00
2018020031,LAK,DET,2018 October 07 22:30:00
2018020032,BOS,OTT,2018 October 08 13:00:00
2018020033,NYI,SJS,2018 October 08 13:00:00
2018020034,BUF,VGK,2018 October 08 15:00:00
2018020035,ANA,DET,2018 October 08 22:00:00
2018020036,PHI,SJS,2018 October 09 19:00:00
2018020037,CAR,VAN,2018 October 09 19:00:00
2018020038,CBJ,COL,2018 October 09 19:00:00
2018020039,NSH,CGY,2018 October 09 20:00:00
2018020040,WPG,LAK,2018 October 09 20:00:00
2018020041,DAL,TOR,2018 October 09 20:30:00
2018020042,OTT,PHI,2018 October 10 19:30:00
2018020043,WSH,VGK,2018 October 10 20:00:00
2018020044,ANA,ARI,2018 October 10 22:00:00
2018020045,BOS,EDM,2018 October 11 19:00:00
2018020046,BUF,COL,2018 October 11 19:00:00
2018020047,FLA,CBJ,2018 October 11 19:00:00
2018020048,NJD,WSH,2018 October 11 19:00:00
2018020049,NYR,SJS,2018 October 11 19:00:00
2018020050,PIT,VGK,2018 October 11 19:00:00
2018020051,MTL,LAK,2018 October 11 19:30:00
2018020052,DET,TOR,2018 October 11 19:30:00
2018020053,TBL,VAN,2018 October 11 19:30:00
2018020054,STL,CGY,2018 October 11 20:00:00
2018020055,NSH,WPG,2018 October 11 20:00:00
2018020056,MIN,CHI,2018 October 11 20:00:00
2018020057,NYR,EDM,2018 October 13 13:00:00
2018020058,PHI,VGK,2018 October 13 13:00:00
2018020059,OTT,LAK,2018 October 13 14:00:00
2018020060,MIN,CAR,2018 October 13 18:00:00
2018020061,BOS,DET,2018 October 13 15:00:00
2018020062,MTL,PIT,2018 October 13 19:00:00
2018020063,TBL,CBJ,2018 October 13 19:00:00
2018020064,FLA,VAN,2018 October 13 19:00:00
2018020065,WSH,TOR,2018 October 13 19:00:00
2018020066,NSH,NYI,2018 October 13 20:00:00
2018020067,DAL,ANA,2018 October 13 20:00:00
2018020068,CHI,STL,2018 October 13 20:30:00
2018020069,ARI,BUF,2018 October 13 21:00:00
