id,homeAbbrev,awayAbbrev,est
2013020084,PHI,VAN,2013 October 15 19:00:00
2013020085,PIT,EDM,2013 October 15 19:00:00
2013020086,CAR,CHI,2013 October 15 19:00:00
2013020087,DET,CBJ,2013 October 15 20:00:00
2013020088,TBL,LAK,2013 October 15 19:30:00
2013020089,STL,SJS,2013 October 15 20:00:00
2013020090,NSH,FLA,2013 October 15 20:00:00
2013020091,WPG,MTL,2013 October 15 20:00:00
2013020092,COL,DAL,2013 October 15 21:00:00
2013020093,ARI,OTT,2013 October 15 22:00:00
2013020094,WSH,NYR,2013 October 16 20:00:00
2013020095,ANA,CGY,2013 October 16 22:00:00
2013020096,BUF,VAN,2013 October 17 19:00:00
2013020097,TOR,CAR,2013 October 17 19:00:00
2013020098,NYI,EDM,2013 October 17 19:00:00
2013020099,PHI,PIT,2013 October 17 19:00:00
2013020100,MTL,CBJ,2013 October 17 19:30:00
2013020101,OTT,NJD,2013 October 17 19:30:00
2013020102,TBL,MIN,2013 October 17 19:30:00
2013020103,FLA,BOS,2013 October 17 19:30:00
2013020104,CHI,STL,2013 October 17 20:00:00
2013020105,NSH,LAK,2013 October 17 20:00:00
2013020106,DAL,SJS,2013 October 17 20:30:00
2013020107,COL,DET,2013 October 17 21:00:00
2013020108,WPG,STL,2013 October 18 20:00:00
2013020109,ANA,ARI,2013 October 18 22:00:00
2013020110,PIT,VAN,2013 October 19 13:00:00
2013020111,OTT,EDM,2013 October 19 14:00:00
2013020112,BUF,COL,2013 October 19 19:00:00
2013020113,MTL,NSH,2013 October 19 19:00:00
2013020114,TBL,BOS,2013 October 19 19:00:00
2013020115,FLA,MIN,2013 October 19 19:00:00
2013020116,NJD,NYR,2013 October 19 19:00:00
2013020117,NYI,CAR,2013 October 19 19:00:00
2013020118,WSH,CBJ,2013 October 19 19:00:00
2013020119,CHI,TOR,2013 October 19 19:00:00
2013020120,ARI,DET,2013 October 19 21:00:00
2013020121,SJS,CGY,2013 October 19 22:00:00
2013020122,LAK,DAL,2013 October 19 22:30:00
2013020123,CBJ,VAN,2013 October 20 18:00:00
2013020124,WPG,NSH,2013 October 20 20:00:00
2013020125,ANA,DAL,2013 October 20 20:00:00
2013020126,DET,SJS,2013 October 21 19:30:00
2013020127,PIT,COL,2013 October 21 19:30:00
2013020128,LAK,CGY,2013 October 21 22:30:00
2013020129,TOR,ANA,2013 October 22 19:00:00
2013020130,NYI,VAN,2013 October 22 19:00:00
2013020131,CBJ,NJD,2013 October 22 19:00:00
2013020132,MTL,EDM,2013 October 22 19:30:00
2013020133,FLA,CHI,2013 October 22 19:30:00
2013020134,MIN,NSH,2013 October 22 20:00:00
2013020135,WPG,WSH,2013 October 22 20:00:00
2013020136,ARI,CGY,2013 October 22 22:00:00
2013020137,DET,OTT,2013 October 23 19:30:00
2013020138,BUF,BOS,2013 October 23 20:00:00
2013020139,BOS,SJS,2013 October 24 19:00:00
2013020140,NJD,VAN,2013 October 24 19:00:00
2013020141,PHI,NYR,2013 October 24 19:00:00
2013020142,MTL,ANA,2013 October 24 19:30:00
2013020143,TBL,CHI,2013 October 24 19:30:00
2013020144,NSH,WPG,2013 October 24 20:00:00
2013020145,MIN,CAR,2013 October 24 20:00:00
2013020146,DAL,CGY,2013 October 24 20:30:00
2013020147,EDM,WSH,2013 October 24 21:30:00
2013020148,LAK,ARI,2013 October 24 22:30:00
2013020149,PIT,NYI,2013 October 25 19:00:00
2013020150,CBJ,TOR,2013 October 25 19:00:00
2013020151,OTT,ANA,2013 October 25 19:30:00
2013020152,FLA,BUF,2013 October 25 19:30:00
2013020153,STL,VAN,2013 October 25 20:00:00
2013020154,COL,CAR,2013 October 25 21:00:00
2013020155,BOS,NJD,2013 October 26 19:00:00
2013020156,TOR,PIT,2013 October 26 19:00:00
2013020157,MTL,SJS,2013 October 26 19:00:00
2013020158,DET,NYR,2013 October 26 19:00:00
2013020159,TBL,BUF,2013 October 26 19:00:00
2013020160,NYI,PHI,2013 October 26 19:00:00
2013020161,DAL,WPG,2013 October 26 19:00:00
2013020162,CHI,MIN,2013 October 26 20:00:00
2013020163,NSH,STL,2013 October 26 20:00:00
2013020164,ARI,EDM,2013 October 26 15:00:00
2013020165,CGY,WSH,2013 October 26 22:00:00
2013020166,OTT,SJS,2013 October 27 17:00:00
2013020167,FLA,TBL,2013 October 27 17:00:00
2013020168,CBJ,ANA,2013 October 27 18:00:00
2013020169,COL,WPG,2013 October 27 20:00:00
2013020170,LAK,EDM,2013 October 27 21:00:00
2013020171,BUF,DAL,2013 October 28 19:00:00
2013020172,CAR,PIT,2013 October 28 19:00:00
2013020173,NYR,MTL,2013 October 28 19:30:00
2013020174,MIN,CHI,2013 October 28 20:00:00
2013020175,VAN,WSH,2013 October 28 22:00:00
2013020176,NYI,NYR,2013 October 29 19:00:00
2013020177,PHI,ANA,2013 October 29 19:00:00
2013020178,MTL,DAL,2013 October 29 19:00:00
2013020179,NJD,TBL,2013 October 29 19:30:00
2013020180,CHI,OTT,2013 October 29 20:00:00
2013020181,STL,WPG,2013 October 29 20:00:00
2013020182,EDM,TOR,2013 October 29 21:00:00
2013020183,ARI,LAK,2013 October 29 22:00:00
2013020184,PIT,BOS,2013 October 30 20:00:00
2013020185,CGY,TOR,2013 October 30 20:00:00
2013020186,VAN,DET,2013 October 30 22:30:00
2013020187,LAK,SJS,2013 October 30 22:30:00
2013020188,BOS,ANA,2013 October 31 19:00:00
2013020189,NYR,BUF,2013 October 31 19:00:00
2013020190,ARI,NSH,2013 October 31 22:00:00
2013020191,PHI,WSH,2013 November 01 19:00:00
2013020192,PIT,CBJ,2013 November 01 19:00:00
2013020193,CAR,TBL,2013 November 01 19:00:00
2013020194,OTT,NYI,2013 November 01 19:30:00
2013020195,FLA,STL,2013 November 01 19:30:00
2013020196,MIN,MTL,2013 November 01 20:00:00
2013020197,DAL,COL,2013 November 01 20:30:00
2013020198,CGY,DET,2013 November 01 21:00:00
2013020199,WPG,CHI,2013 November 02 15:00:00
2013020200,LAK,NSH,2013 November 02 22:30:00
2013020201,BUF,ANA,2013 November 02 19:00:00
2013020202,TBL,STL,2013 November 02 19:00:00
2013020203,NJD,PHI,2013 November 02 19:00:00
2013020204,NYI,BOS,2013 November 02 19:00:00
2013020205,NYR,CAR,2013 November 02 19:00:00
2013020206,WSH,FLA,2013 November 02 19:00:00
2013020207,CBJ,PIT,2013 November 02 19:00:00
2013020208,VAN,TOR,2013 November 02 19:00:00
2013020209,COL,MTL,2013 November 02 22:00:00
2013020210,EDM,DET,2013 November 02 22:00:00
2013020211,SJS,ARI,2013 November 02 22:30:00
2013020212,OTT,DAL,2013 November 03 13:00:00
2013020213,CHI,CGY,2013 November 03 19:30:00
2013020214,MIN,NJD,2013 November 03 20:00:00
2013020215,NYR,ANA,2013 November 04 19:30:00
2013020216,WPG,DET,2013 November 04 20:00:00
2013020217,BOS,DAL,2013 November 05 19:00:00
2013020218,WSH,NYI,2013 November 05 19:00:00
2013020219,CBJ,OTT,2013 November 05 19:00:00
2013020220,MTL,STL,2013 November 05 19:30:00
2013020221,FLA,EDM,2013 November 05 19:30:00
2013020222,CAR,PHI,2013 November 05 19:30:00
2013020223,MIN,CGY,2013 November 05 20:00:00
2013020224,ARI,VAN,2013 November 05 21:00:00
2013020225,SJS,BUF,2013 November 05 22:30:00
2013020226,NYR,PIT,2013 November 06 19:30:00
2013020227,CHI,WPG,2013 November 06 20:00:00
2013020228,COL,NSH,2013 November 06 21:30:00
2013020229,ANA,ARI,2013 November 06 22:00:00
2013020230,BOS,FLA,2013 November 07 19:00:00
2013020231,OTT,MTL,2013 November 07 19:00:00
2013020232,PHI,NJD,2013 November 07 19:00:00
2013020233,WSH,MIN,2013 November 07 19:00:00
2013020234,CAR,NYI,2013 November 07 19:00:00
2013020235,CBJ,NYR,2013 November 07 19:00:00
2013020236,DET,DAL,2013 November 07 19:30:00
2013020237,TBL,EDM,2013 November 07 19:30:00
2013020238,STL,CGY,2013 November 07 20:00:00
2013020239,LAK,BUF,2013 November 07 22:30:00
2013020240,SJS,VAN,2013 November 07 22:30:00
2013020241,TOR,NJD,2013 November 08 19:30:00
2013020242,WPG,NSH,2013 November 08 20:00:00
2013020243,COL,CGY,2013 November 08 21:00:00
2013020244,ANA,BUF,2013 November 08 22:00:00
2013020245,PHI,EDM,2013 November 09 13:00:00
2013020246,OTT,FLA,2013 November 09 14:00:00
2013020247,BOS,TOR,2013 November 09 19:00:00
2013020248,DET,TBL,2013 November 09 19:00:00
2013020249,CAR,MIN,2013 November 09 19:00:00
2013020250,CBJ,NYI,2013 November 09 19:00:00
2013020251,STL,PIT,2013 November 09 20:00:00
2013020252,DAL,CHI,2013 November 09 20:00:00
2013020253,ARI,WSH,2013 November 09 20:00:00
2013020254,LAK,VAN,2013 November 09 22:00:00
2013020255,MTL,NYI,2013 November 10 18:00:00
2013020256,NJD,NSH,2013 November 10 19:00:00
2013020257,NYR,FLA,2013 November 10 19:00:00
2013020258,CHI,EDM,2013 November 10 19:30:00
2013020259,WPG,SJS,2013 November 10 20:00:00
2013020260,COL,WSH,2013 November 10 20:00:00
2013020261,ANA,VAN,2013 November 10 20:00:00
2013020262,BOS,TBL,2013 November 11 13:00:00
2013020263,BUF,LAK,2013 November 12 19:00:00
2013020264,NYI,NSH,2013 November 12 19:00:00
2013020265,NYR,NJD,2013 November 12 19:00:00
2013020266,WSH,CBJ,2013 November 12 19:00:00
2013020267,CAR,COL,2013 November 12 19:00:00
2013020268,MTL,TBL,2013 November 12 19:30:00
2013020269,OTT,PHI,2013 November 12 19:30:00
2013020270,DET,WPG,2013 November 12 19:30:00
2013020271,FLA,ANA,2013 November 12 19:30:00
2013020272,STL,ARI,2013 November 12 20:00:00
2013020273,CGY,SJS,2013 November 12 21:00:00
2013020274,MIN,TOR,2013 November 13 19:30:00
2013020275,PIT,PHI,2013 November 13 20:00:00
2013020276,EDM,DAL,2013 November 13 22:00:00
2013020277,BOS,CBJ,2013 November 14 19:00:00
2013020278,NYI,LAK,2013 November 14 19:00:00
2013020279,TBL,ANA,2013 November 14 19:30:00
2013020280,CHI,ARI,2013 November 14 20:00:00
2013020281,STL,COL,2013 November 14 20:00:00
2013020282,CGY,DAL,2013 November 14 21:00:00
2013020283,VAN,SJS,2013 November 14 22:00:00
2013020284,BUF,TOR,2013 November 15 19:00:00
2013020285,NJD,LAK,2013 November 15 19:00:00
2013020286,PIT,NSH,2013 November 15 19:00:00
2013020287,CAR,ANA,2013 November 15 19:00:00
2013020288,CBJ,MTL,2013 November 15 19:00:00
2013020289,OTT,BOS,2013 November 15 19:30:00
2013020290,DET,WSH,2013 November 15 19:30:00
2013020291,MIN,FLA,2013 November 15 20:00:00
2013020292,WPG,PHI,2013 November 15 20:00:00
2013020293,EDM,SJS,2013 November 15 22:00:00
2013020294,TOR,BUF,2013 November 16 19:00:00
2013020295,MTL,NYR,2013 November 16 19:00:00
2013020296,NJD,PIT,2013 November 16 19:00:00
2013020297,NYI,DET,2013 November 16 19:00:00
2013020298,STL,CAR,2013 November 16 20:00:00
2013020299,NSH,CHI,2013 November 16 20:00:00
2013020300,ARI,TBL,2013 November 16 20:00:00
2013020301,COL,FLA,2013 November 16 21:00:00
2013020302,CGY,EDM,2013 November 16 22:00:00
2013020303,OTT,CBJ,2013 November 17 13:00:00
2013020304,WSH,STL,2013 November 17 18:00:00
2013020305,NYR,LAK,2013 November 17 19:00:00
2013020306,CHI,SJS,2013 November 17 19:00:00
2013020307,MIN,WPG,2013 November 17 20:00:00
2013020308,VAN,DAL,2013 November 17 20:00:00
2013020309,CAR,BOS,2013 November 18 19:00:00
2013020310,PIT,ANA,2013 November 18 19:30:00
2013020311,WPG,CGY,2013 November 18 20:00:00
2013020312,BUF,STL,2013 November 19 19:00:00
2013020313,TOR,NYI,2013 November 19 19:00:00
2013020314,PHI,OTT,2013 November 19 19:00:00
2013020315,MTL,MIN,2013 November 19 19:30:00
2013020316,DET,NSH,2013 November 19 19:30:00
2013020317,NYR,BOS,2013 November 19 19:30:00
2013020318,COL,CHI,2013 November 19 21:00:00
2013020319,EDM,CBJ,2013 November 19 21:30:00
2013020320,VAN,FLA,2013 November 19 22:00:00
2013020321,LAK,TBL,2013 November 19 22:30:00
2013020322,OTT,MIN,2013 November 20 19:30:00
2013020323,WSH,PIT,2013 November 20 20:00:00
2013020324,CGY,CBJ,2013 November 20 22:00:00
2013020325,ANA,NJD,2013 November 20 22:00:00
2013020326,BOS,STL,2013 November 21 19:00:00
2013020327,TOR,NSH,2013 November 21 19:00:00
2013020328,PHI,BUF,2013 November 21 19:00:00
2013020329,DET,CAR,2013 November 21 19:30:00
2013020330,WPG,CHI,2013 November 21 20:00:00
2013020331,DAL,NYR,2013 November 21 20:30:00
2013020332,ARI,COL,2013 November 21 21:00:00
2013020333,EDM,FLA,2013 November 21 21:30:00
2013020334,LAK,NJD,2013 November 21 22:30:00
2013020335,SJS,TBL,2013 November 21 22:30:00
2013020336,PIT,NYI,2013 November 22 19:00:00
2013020337,WSH,MTL,2013 November 22 19:00:00
2013020338,CGY,FLA,2013 November 22 21:00:00
2013020339,VAN,CBJ,2013 November 22 22:00:00
2013020340,ANA,TBL,2013 November 22 22:00:00
2013020341,BOS,CAR,2013 November 23 13:00:00
2013020342,WPG,MIN,2013 November 23 15:00:00
2013020343,TOR,WSH,2013 November 23 19:00:00
2013020344,MTL,PIT,2013 November 23 19:00:00
2013020345,DET,OTT,2013 November 23 19:00:00
2013020346,PHI,NYI,2013 November 23 19:00:00
2013020347,STL,DAL,2013 November 23 20:00:00
2013020348,NSH,NYR,2013 November 23 20:00:00
2013020349,ARI,ANA,2013 November 23 20:00:00
2013020350,VAN,CHI,2013 November 23 22:00:00
2013020351,LAK,COL,2013 November 23 22:30:00
2013020352,SJS,NJD,2013 November 23 22:30:00
2013020353,BUF,DET,2013 November 24 17:00:00
2013020354,CAR,OTT,2013 November 24 17:00:00
2013020355,BOS,PIT,2013 November 25 19:00:00
2013020356,TOR,CBJ,2013 November 25 19:00:00
2013020357,NJD,WPG,2013 November 25 19:00:00
2013020358,TBL,NYR,2013 November 25 19:30:00
2013020359,FLA,PHI,2013 November 25 19:30:00
2013020360,STL,MIN,2013 November 25 20:00:00
2013020361,NSH,ARI,2013 November 25 20:00:00
2013020362,EDM,CHI,2013 November 25 21:30:00
2013020363,VAN,LAK,2013 November 25 22:00:00
2013020364,DAL,ANA,2013 November 26 20:00:00
2013020365,BUF,MTL,2013 November 27 19:00:00
2013020366,NJD,CAR,2013 November 27 19:00:00
2013020367,NYI,WPG,2013 November 27 19:00:00
2013020368,WSH,OTT,2013 November 27 19:00:00
2013020369,CBJ,NSH,2013 November 27 19:00:00
2013020370,DET,BOS,2013 November 27 19:30:00
2013020371,TBL,PHI,2013 November 27 19:30:00
2013020372,FLA,NYR,2013 November 27 19:30:00
2013020373,PIT,TOR,2013 November 27 19:30:00
2013020374,MIN,ARI,2013 November 27 20:00:00
2013020375,COL,STL,2013 November 27 21:00:00
2013020376,CGY,CHI,2013 November 27 22:00:00
2013020377,SJS,LAK,2013 November 27 22:30:00
2013020378,OTT,VAN,2013 November 28 19:30:00
2013020379,NSH,EDM,2013 November 28 20:00:00
2013020380,BOS,NYR,2013 November 29 13:00:00
2013020381,TBL,PIT,2013 November 29 16:00:00
2013020382,NYI,DET,2013 November 29 16:00:00
2013020383,PHI,WPG,2013 November 29 11:30:00
2013020384,ANA,CGY,2013 November 29 16:00:00
2013020385,SJS,STL,2013 November 29 16:00:00
2013020386,WSH,MTL,2013 November 29 17:00:00
2013020387,MIN,COL,2013 November 29 18:00:00
2013020388,BUF,TOR,2013 November 29 19:30:00
2013020389,CAR,NJD,2013 November 29 19:00:00
2013020390,CBJ,EDM,2013 November 29 19:00:00
2013020391,DAL,CHI,2013 November 29 20:30:00
2013020392,NYR,VAN,2013 November 30 14:00:00
2013020393,BOS,CBJ,2013 November 30 19:00:00
2013020394,MTL,TOR,2013 November 30 19:00:00
2013020395,FLA,PIT,2013 November 30 19:00:00
2013020396,NJD,BUF,2013 November 30 19:00:00
2013020397,NYI,WSH,2013 November 30 19:00:00
2013020398,NSH,PHI,2013 November 30 20:00:00
2013020399,ARI,CHI,2013 November 30 20:00:00
2013020400,COL,MIN,2013 November 30 21:00:00
2013020401,LAK,CGY,2013 November 30 22:00:00
2013020402,SJS,ANA,2013 November 30 22:30:00
2013020403,CAR,VAN,2013 December 01 13:00:00
2013020404,OTT,DET,2013 December 01 17:30:00
2013020405,DAL,EDM,2013 December 01 18:00:00
2013020406,NYR,WPG,2013 December 02 19:00:00
2013020407,MTL,NJD,2013 December 02 19:30:00
2013020408,MIN,PHI,2013 December 02 20:00:00
2013020409,LAK,STL,2013 December 02 22:30:00
2013020410,TOR,SJS,2013 December 03 19:00:00
2013020411,NYI,PIT,2013 December 03 19:00:00
2013020412,WSH,CAR,2013 December 03 19:00:00
2013020413,CBJ,TBL,2013 December 03 19:00:00
2013020414,FLA,OTT,2013 December 03 19:30:00
2013020415,CHI,DAL,2013 December 03 20:00:00
2013020416,NSH,VAN,2013 December 03 20:00:00
2013020417,EDM,ARI,2013 December 03 21:30:00
2013020418,ANA,LAK,2013 December 03 22:00:00
2013020419,NJD,MTL,2013 December 04 19:00:00
2013020420,DET,PHI,2013 December 04 20:00:00
2013020421,CGY,ARI,2013 December 04 22:00:00
2013020422,BUF,NYR,2013 December 05 19:00:00
2013020423,TOR,DAL,2013 December 05 19:00:00
2013020424,PIT,SJS,2013 December 05 19:00:00
2013020425,MTL,BOS,2013 December 05 19:30:00
2013020426,TBL,OTT,2013 December 05 19:30:00
2013020427,FLA,WPG,2013 December 05 19:30:00
2013020428,STL,NYI,2013 December 05 20:00:00
2013020429,NSH,CAR,2013 December 05 20:00:00
2013020430,MIN,CHI,2013 December 05 20:00:00
2013020431,EDM,COL,2013 December 05 21:30:00
2013020432,NJD,DET,2013 December 06 19:00:00
2013020433,CAR,SJS,2013 December 06 19:00:00
2013020434,CBJ,MIN,2013 December 06 19:00:00
2013020435,CHI,ANA,2013 December 06 20:00:00
2013020436,CGY,COL,2013 December 06 21:00:00
2013020437,VAN,ARI,2013 December 06 22:00:00
2013020438,BOS,PIT,2013 December 07 19:00:00
2013020439,MTL,BUF,2013 December 07 19:00:00
2013020440,OTT,TOR,2013 December 07 19:00:00
2013020441,DET,FLA,2013 December 07 19:00:00
2013020442,TBL,WPG,2013 December 07 19:00:00
2013020443,WSH,NSH,2013 December 07 19:00:00
2013020444,NYR,NJD,2013 December 07 19:30:00
2013020445,STL,ANA,2013 December 07 20:00:00
2013020446,DAL,PHI,2013 December 07 14:00:00
2013020447,EDM,CGY,2013 December 07 22:00:00
2013020448,LAK,NYI,2013 December 07 22:30:00
2013020449,MIN,SJS,2013 December 08 18:00:00
2013020450,TOR,BOS,2013 December 08 19:00:00
2013020451,NYR,WSH,2013 December 08 19:00:00
2013020452,CHI,FLA,2013 December 08 19:00:00
2013020453,VAN,COL,2013 December 08 20:00:00
2013020454,OTT,PHI,2013 December 09 19:30:00
2013020455,PIT,CBJ,2013 December 09 19:30:00
2013020456,VAN,CAR,2013 December 09 22:00:00
2013020457,ANA,NYI,2013 December 09 22:00:00
2013020458,BUF,OTT,2013 December 10 19:00:00
2013020459,WSH,TBL,2013 December 10 19:00:00
2013020460,CBJ,NJD,2013 December 10 19:00:00
2013020461,MTL,LAK,2013 December 10 19:00:00
2013020462,FLA,DET,2013 December 10 19:30:00
2013020463,NYR,NSH,2013 December 10 19:30:00
2013020464,WPG,STL,2013 December 10 20:00:00
2013020465,DAL,CHI,2013 December 10 20:30:00
2013020466,COL,ARI,2013 December 10 21:00:00
2013020467,CGY,BOS,2013 December 10 21:30:00
2013020468,EDM,CAR,2013 December 10 21:30:00
2013020469,SJS,NYI,2013 December 10 22:30:00
2013020470,TOR,LAK,2013 December 11 19:30:00
2013020471,CHI,PHI,2013 December 11 20:00:00
2013020472,ANA,MIN,2013 December 11 22:30:00
2013020473,NYR,CBJ,2013 December 12 19:00:00
2013020474,PHI,MTL,2013 December 12 19:00:00
2013020475,OTT,BUF,2013 December 12 19:30:00
2013020476,TBL,DET,2013 December 12 19:30:00
2013020477,STL,TOR,2013 December 12 20:00:00
2013020478,NSH,DAL,2013 December 12 20:00:00
2013020479,WPG,COL,2013 December 12 20:00:00
2013020480,CGY,CAR,2013 December 12 21:00:00
2013020481,ARI,NYI,2013 December 12 21:00:00
2013020482,EDM,BOS,2013 December 12 21:30:00
2013020483,SJS,MIN,2013 December 12 22:30:00
2013020484,PIT,NJD,2013 December 13 19:00:00
2013020485,FLA,WSH,2013 December 13 19:30:00
2013020486,VAN,EDM,2013 December 13 21:00:00
2013020487,BUF,CGY,2013 December 14 14:00:00
2013020488,OTT,LAK,2013 December 14 14:00:00
2013020489,WPG,DAL,2013 December 14 15:00:00
2013020490,TOR,CHI,2013 December 14 19:00:00
2013020491,DET,PIT,2013 December 14 19:00:00
2013020492,NJD,TBL,2013 December 14 19:00:00
2013020493,NYI,MTL,2013 December 14 19:00:00
2013020494,CBJ,STL,2013 December 14 19:00:00
2013020495,NSH,SJS,2013 December 14 20:00:00
2013020496,ARI,CAR,2013 December 14 20:00:00
2013020497,COL,MIN,2013 December 14 21:00:00
2013020498,VAN,BOS,2013 December 14 22:00:00
2013020499,WSH,PHI,2013 December 15 15:00:00
2013020500,DET,TBL,2013 December 15 17:00:00
2013020501,MTL,FLA,2013 December 15 18:00:00
2013020502,NYR,CGY,2013 December 15 19:00:00
2013020503,CHI,LAK,2013 December 15 19:00:00
2013020504,ANA,EDM,2013 December 15 20:00:00
2013020505,PIT,TOR,2013 December 16 19:00:00
2013020506,CBJ,WPG,2013 December 16 19:00:00
2013020507,OTT,STL,2013 December 16 19:30:00
2013020508,COL,DAL,2013 December 16 21:00:00
2013020509,BOS,CGY,2013 December 17 19:00:00
2013020510,BUF,WPG,2013 December 17 19:00:00
2013020511,TOR,FLA,2013 December 17 19:00:00
2013020512,NYI,TBL,2013 December 17 19:00:00
2013020513,MTL,ARI,2013 December 17 19:30:00
2013020514,DET,ANA,2013 December 17 19:30:00
2013020515,PHI,WSH,2013 December 17 19:30:00
2013020516,STL,SJS,2013 December 17 20:00:00
2013020517,NSH,CHI,2013 December 17 20:00:00
2013020518,MIN,VAN,2013 December 17 20:00:00
2013020519,DAL,COL,2013 December 17 20:30:00
2013020520,LAK,EDM,2013 December 17 22:30:00
2013020521,NJD,OTT,2013 December 18 19:30:00
2013020522,NYR,PIT,2013 December 18 20:00:00
2013020523,BUF,BOS,2013 December 19 19:00:00
2013020524,TOR,ARI,2013 December 19 19:00:00
2013020525,PHI,CBJ,2013 December 19 19:00:00
2013020526,PIT,MIN,2013 December 19 19:00:00
2013020527,OTT,FLA,2013 December 19 19:30:00
2013020528,DET,CGY,2013 December 19 19:30:00
2013020529,TBL,NSH,2013 December 19 19:30:00
2013020530,STL,MTL,2013 December 19 20:00:00
2013020531,DAL,VAN,2013 December 19 20:30:00
2013020532,COL,EDM,2013 December 19 21:30:00
2013020533,LAK,SJS,2013 December 19 22:30:00
2013020534,NJD,ANA,2013 December 20 19:00:00
2013020535,NYR,NYI,2013 December 20 19:00:00
2013020536,CAR,WSH,2013 December 20 19:00:00
2013020537,CHI,VAN,2013 December 20 20:00:00
2013020538,WPG,FLA,2013 December 20 20:00:00
2013020539,OTT,ARI,2013 December 21 14:00:00
