id,homeAbbrev,awayAbbrev,est
2016020044,MIN,LAK,2016 October 18 20:00:00
2016020045,CHI,PHI,2016 October 18 20:30:00
2016020046,CGY,BUF,2016 October 18 21:00:00
2016020047,EDM,CAR,2016 October 18 21:00:00
2016020048,VAN,STL,2016 October 18 22:00:00
2016020049,NYR,DET,2016 October 19 20:00:00
2016020050,WPG,TOR,2016 October 19 20:00:00
2016020051,BOS,NJD,2016 October 20 19:00:00
2016020052,PHI,ANA,2016 October 20 19:00:00
2016020053,PIT,SJS,2016 October 20 19:00:00
2016020054,MTL,ARI,2016 October 20 19:30:00
2016020055,TBL,COL,2016 October 20 19:30:00
2016020056,FLA,WSH,2016 October 20 19:30:00
2016020057,MIN,TOR,2016 October 20 20:00:00
2016020058,DAL,LAK,2016 October 20 20:30:00
2016020059,CGY,CAR,2016 October 20 21:00:00
2016020060,EDM,STL,2016 October 20 21:00:00
2016020061,VAN,BUF,2016 October 20 22:00:00
2016020062,NYI,ARI,2016 October 21 19:00:00
2016020063,CBJ,CHI,2016 October 21 19:00:00
2016020064,DET,NSH,2016 October 21 19:30:00
2016020065,BOS,MTL,2016 October 22 19:00:00
2016020066,OTT,TBL,2016 October 22 19:00:00
2016020067,DET,SJS,2016 October 22 19:00:00
2016020068,FLA,COL,2016 October 22 19:00:00
2016020069,NJD,MIN,2016 October 22 19:00:00
2016020070,PHI,CAR,2016 October 22 19:00:00
2016020071,WSH,NYR,2016 October 22 19:00:00
2016020072,CHI,TOR,2016 October 22 19:00:00
2016020073,NSH,PIT,2016 October 22 20:00:00
2016020074,DAL,CBJ,2016 October 22 20:00:00
2016020075,CGY,STL,2016 October 22 22:00:00
2016020076,LAK,VAN,2016 October 22 22:00:00
2016020077,WPG,EDM,2016 October 23 15:00:00
2016020078,NYI,MIN,2016 October 23 18:00:00
2016020079,NYR,ARI,2016 October 23 19:00:00
2016020080,ANA,VAN,2016 October 23 20:00:00
2016020081,MTL,PHI,2016 October 24 19:30:00
2016020082,CHI,CGY,2016 October 24 20:30:00
2016020083,BOS,MIN,2016 October 25 19:00:00
2016020084,NJD,ARI,2016 October 25 19:00:00
2016020085,PHI,BUF,2016 October 25 19:30:00
2016020086,PIT,FLA,2016 October 25 19:00:00
2016020087,TOR,TBL,2016 October 25 19:30:00
2016020088,DET,CAR,2016 October 25 19:30:00
2016020089,STL,CGY,2016 October 25 20:00:00
2016020090,DAL,WPG,2016 October 25 20:30:00
2016020091,VAN,OTT,2016 October 25 22:00:00
2016020092,LAK,CBJ,2016 October 25 22:30:00
2016020093,SJS,ANA,2016 October 25 22:00:00
2016020094,NYI,MTL,2016 October 26 19:00:00
2016020095,NYR,BOS,2016 October 26 20:00:00
2016020096,EDM,WSH,2016 October 26 21:30:00
2016020097,ANA,NSH,2016 October 26 22:30:00
2016020098,BUF,MIN,2016 October 27 19:00:00
2016020099,PHI,ARI,2016 October 27 19:00:00
2016020100,PIT,NYI,2016 October 27 19:00:00
2016020101,TOR,FLA,2016 October 27 19:30:00
2016020102,MTL,TBL,2016 October 27 19:30:00
2016020103,STL,DET,2016 October 27 20:00:00
2016020104,WPG,DAL,2016 October 27 20:00:00
2016020105,LAK,NSH,2016 October 27 22:30:00
2016020106,SJS,CBJ,2016 October 27 22:30:00
2016020107,NJD,CHI,2016 October 28 19:30:00
2016020108,CAR,NYR,2016 October 28 19:30:00
2016020109,COL,WPG,2016 October 28 21:00:00
2016020110,CGY,OTT,2016 October 28 21:00:00
2016020111,VAN,EDM,2016 October 28 22:00:00
2016020112,ANA,CBJ,2016 October 28 22:00:00
2016020113,BUF,FLA,2016 October 29 13:00:00
2016020114,MTL,TOR,2016 October 29 19:00:00
2016020115,DET,BOS,2016 October 29 19:00:00
2016020116,NJD,TBL,2016 October 29 19:00:00
2016020117,PHI,PIT,2016 October 29 19:00:00
2016020118,STL,LAK,2016 October 29 20:00:00
2016020119,MIN,DAL,2016 October 29 20:00:00
2016020120,ARI,COL,2016 October 29 21:00:00
2016020121,VAN,WSH,2016 October 29 22:00:00
2016020122,SJS,NSH,2016 October 29 22:30:00
2016020123,WPG,BUF,2016 October 30 15:00:00
2016020124,DET,FLA,2016 October 30 17:00:00
2016020125,CAR,PHI,2016 October 30 17:00:00
2016020126,NYI,TOR,2016 October 30 18:00:00
2016020127,NYR,TBL,2016 October 30 19:00:00
2016020128,CHI,LAK,2016 October 30 19:00:00
2016020129,EDM,OTT,2016 October 30 21:00:00
2016020130,CGY,WSH,2016 October 30 21:30:00
2016020131,NYI,TBL,2016 November 01 19:30:00
2016020132,NYR,STL,2016 November 01 19:00:00
2016020133,CBJ,DAL,2016 November 01 19:00:00
2016020134,TOR,EDM,2016 November 01 19:30:00
2016020135,OTT,CAR,2016 November 01 19:30:00
2016020136,FLA,BOS,2016 November 01 19:30:00
2016020137,MIN,BUF,2016 November 01 20:00:00
2016020138,WPG,WSH,2016 November 01 20:00:00
2016020139,CHI,CGY,2016 November 01 20:30:00
2016020140,COL,NSH,2016 November 01 21:00:00
2016020141,ARI,SJS,2016 November 01 22:00:00
2016020142,LAK,ANA,2016 November 01 22:30:00
2016020143,MTL,VAN,2016 November 02 19:30:00
2016020144,PHI,DET,2016 November 02 20:00:00
2016020145,ANA,PIT,2016 November 02 22:30:00
2016020146,BUF,TOR,2016 November 03 19:00:00
2016020147,NYI,PHI,2016 November 03 19:00:00
2016020148,NYR,EDM,2016 November 03 19:00:00
2016020149,WSH,WPG,2016 November 03 19:00:00
2016020150,OTT,VAN,2016 November 03 19:30:00
2016020151,TBL,BOS,2016 November 03 19:30:00
2016020152,FLA,NJD,2016 November 03 19:30:00
2016020153,CHI,COL,2016 November 03 20:30:00
2016020154,DAL,STL,2016 November 03 20:30:00
2016020155,ARI,NSH,2016 November 03 22:00:00
2016020156,LAK,PIT,2016 November 03 22:30:00
2016020157,SJS,CGY,2016 November 03 22:30:00
2016020158,CBJ,MTL,2016 November 04 19:00:00
2016020159,DET,WPG,2016 November 04 19:30:00
2016020160,ANA,ARI,2016 November 04 22:00:00
2016020161,COL,MIN,2016 November 05 15:00:00
2016020162,BOS,NYR,2016 November 05 19:00:00
2016020163,TOR,VAN,2016 November 05 19:00:00
2016020164,MTL,PHI,2016 November 05 19:00:00
2016020165,OTT,BUF,2016 November 05 19:00:00
2016020166,TBL,NJD,2016 November 05 19:00:00
2016020167,NYI,EDM,2016 November 05 19:00:00
2016020168,WSH,FLA,2016 November 05 19:00:00
2016020169,STL,CBJ,2016 November 05 19:00:00
2016020170,NSH,CAR,2016 November 05 20:00:00
2016020171,DAL,CHI,2016 November 05 20:00:00
2016020172,LAK,CGY,2016 November 05 22:00:00
2016020173,SJS,PIT,2016 November 05 22:30:00
2016020174,DET,EDM,2016 November 06 17:00:00
2016020175,STL,COL,2016 November 06 17:00:00
2016020176,CAR,NJD,2016 November 06 18:00:00
2016020177,NYR,WPG,2016 November 06 19:00:00
2016020178,CHI,DAL,2016 November 06 19:00:00
2016020179,ANA,CGY,2016 November 06 21:30:00
2016020180,BOS,BUF,2016 November 07 19:00:00
2016020181,NYI,VAN,2016 November 07 19:00:00
2016020182,FLA,TBL,2016 November 07 19:30:00
2016020183,NJD,CAR,2016 November 08 19:00:00
2016020184,NYR,VAN,2016 November 08 19:00:00
2016020185,PHI,DET,2016 November 08 19:00:00
2016020186,PIT,EDM,2016 November 08 19:00:00
2016020187,WSH,SJS,2016 November 08 19:00:00
2016020188,TOR,LAK,2016 November 08 19:30:00
2016020189,MTL,BOS,2016 November 08 19:30:00
2016020190,NSH,OTT,2016 November 08 20:00:00
2016020191,WPG,DAL,2016 November 08 20:00:00
2016020192,COL,ARI,2016 November 08 21:00:00
2016020193,CBJ,ANA,2016 November 09 19:00:00
2016020194,BUF,OTT,2016 November 09 19:30:00
2016020195,STL,CHI,2016 November 09 20:00:00
2016020196,BOS,CBJ,2016 November 10 19:00:00
2016020197,PIT,MIN,2016 November 10 19:00:00
2016020198,CAR,ANA,2016 November 10 19:00:00
2016020199,MTL,LAK,2016 November 10 19:30:00
2016020200,DET,VAN,2016 November 10 19:30:00
2016020201,TBL,NYI,2016 November 10 19:30:00
2016020202,FLA,SJS,2016 November 10 19:30:00
2016020203,NSH,STL,2016 November 10 20:00:00
2016020204,CGY,DAL,2016 November 10 21:00:00
2016020205,ARI,WPG,2016 November 10 21:00:00
2016020206,BUF,NJD,2016 November 11 19:00:00
2016020207,TOR,PHI,2016 November 11 19:00:00
2016020208,OTT,LAK,2016 November 11 19:30:00
2016020209,CHI,WSH,2016 November 11 20:30:00
2016020210,COL,WPG,2016 November 11 21:00:00
2016020211,EDM,DAL,2016 November 11 21:00:00
2016020212,MTL,DET,2016 November 12 19:00:00
2016020213,TBL,SJS,2016 November 12 19:00:00
2016020214,FLA,NYI,2016 November 12 19:00:00
2016020215,NJD,BUF,2016 November 12 19:00:00
2016020216,PHI,MIN,2016 November 12 19:00:00
2016020217,PIT,TOR,2016 November 12 19:00:00
2016020218,CAR,WSH,2016 November 12 19:00:00
2016020219,CBJ,STL,2016 November 12 19:00:00
2016020220,NSH,ANA,2016 November 12 20:00:00
2016020221,ARI,BOS,2016 November 12 20:00:00
2016020222,CGY,NYR,2016 November 12 22:00:00
2016020223,WPG,LAK,2016 November 13 14:00:00
2016020224,VAN,DAL,2016 November 13 16:00:00
2016020225,OTT,MIN,2016 November 13 17:00:00
2016020226,CHI,MTL,2016 November 13 19:00:00
2016020227,COL,BOS,2016 November 13 19:00:00
2016020228,EDM,NYR,2016 November 13 21:30:00
2016020229,NYI,TBL,2016 November 14 19:00:00
2016020230,PHI,OTT,2016 November 15 19:00:00
2016020231,CAR,SJS,2016 November 15 19:00:00
2016020232,CBJ,WSH,2016 November 15 19:00:00
2016020233,TOR,NSH,2016 November 15 19:30:00
2016020234,MTL,FLA,2016 November 15 19:30:00
2016020235,DET,TBL,2016 November 15 19:30:00
2016020236,STL,BUF,2016 November 15 20:00:00
2016020237,MIN,CGY,2016 November 15 20:00:00
2016020238,WPG,CHI,2016 November 15 20:00:00
2016020239,DAL,NJD,2016 November 15 20:30:00
2016020240,COL,LAK,2016 November 15 21:00:00
2016020241,VAN,NYR,2016 November 15 22:00:00
2016020242,ANA,EDM,2016 November 15 22:00:00
2016020243,WSH,PIT,2016 November 16 19:30:00
2016020244,CGY,ARI,2016 November 16 22:00:00
2016020245,BUF,TBL,2016 November 17 19:00:00
2016020246,PHI,WPG,2016 November 17 19:00:00
2016020247,TOR,FLA,2016 November 17 19:30:00
2016020248,OTT,NSH,2016 November 17 19:30:00
2016020249,STL,SJS,2016 November 17 20:00:00
2016020250,MIN,BOS,2016 November 17 20:00:00
2016020251,DAL,COL,2016 November 17 20:30:00
2016020252,VAN,ARI,2016 November 17 22:00:00
2016020253,ANA,NJD,2016 November 17 22:00:00
2016020254,LAK,EDM,2016 November 17 22:30:00
2016020255,NYI,PIT,2016 November 18 19:00:00
2016020256,WSH,DET,2016 November 18 19:00:00
2016020257,CBJ,NYR,2016 November 18 19:00:00
2016020258,CAR,MTL,2016 November 18 19:30:00
2016020259,CGY,CHI,2016 November 18 21:00:00
2016020260,PHI,TBL,2016 November 19 13:00:00
2016020261,LAK,NJD,2016 November 19 16:00:00
2016020262,BOS,WPG,2016 November 19 19:00:00
2016020263,BUF,PIT,2016 November 19 19:00:00
2016020264,MTL,TOR,2016 November 19 19:00:00
2016020265,OTT,FLA,2016 November 19 19:00:00
2016020266,DAL,EDM,2016 November 19 19:00:00
2016020267,STL,NSH,2016 November 19 20:00:00
2016020268,MIN,COL,2016 November 19 20:00:00
2016020269,ARI,SJS,2016 November 19 20:00:00
2016020270,VAN,CHI,2016 November 19 22:00:00
2016020271,WSH,CBJ,2016 November 20 12:30:00
2016020272,NYR,FLA,2016 November 20 19:00:00
2016020273,CAR,WPG,2016 November 20 17:00:00
2016020274,DET,CGY,2016 November 20 19:30:00
2016020275,ANA,LAK,2016 November 20 20:00:00
2016020276,BUF,CGY,2016 November 21 19:00:00
2016020277,PIT,NYR,2016 November 21 19:00:00
2016020278,CBJ,COL,2016 November 21 19:00:00
2016020279,NSH,TBL,2016 November 21 20:00:00
2016020280,DAL,MIN,2016 November 21 20:30:00
2016020281,EDM,CHI,2016 November 21 21:00:00
2016020282,SJS,NJD,2016 November 21 22:30:00
2016020283,BOS,STL,2016 November 22 19:00:00
2016020284,TOR,CAR,2016 November 22 19:00:00
2016020285,MTL,OTT,2016 November 22 19:30:00
2016020286,FLA,PHI,2016 November 22 19:30:00
2016020287,ANA,NYI,2016 November 22 22:00:00
2016020288,BUF,DET,2016 November 23 19:00:00
2016020289,NJD,TOR,2016 November 23 19:00:00
2016020290,NYR,PIT,2016 November 23 19:00:00
2016020291,WSH,STL,2016 November 23 19:00:00
2016020292,CBJ,CGY,2016 November 23 19:00:00
2016020293,MIN,WPG,2016 November 23 19:00:00
2016020294,TBL,PHI,2016 November 23 19:30:00
2016020295,NSH,DAL,2016 November 23 20:00:00
2016020296,COL,EDM,2016 November 23 22:00:00
2016020297,ARI,VAN,2016 November 23 22:00:00
2016020298,LAK,NYI,2016 November 23 22:30:00
2016020299,SJS,CHI,2016 November 23 22:00:00
2016020300,MTL,CAR,2016 November 24 19:30:00
2016020301,OTT,BOS,2016 November 24 19:30:00
2016020302,PHI,NYR,2016 November 25 13:00:00
2016020303,MIN,PIT,2016 November 25 16:00:00
2016020304,ANA,CHI,2016 November 25 16:00:00
2016020305,SJS,NYI,2016 November 25 16:00:00
2016020306,WSH,BUF,2016 November 25 17:00:00
2016020307,NSH,WPG,2016 November 25 18:00:00
2016020308,BOS,CGY,2016 November 25 19:30:00
2016020309,TBL,CBJ,2016 November 25 19:30:00
2016020310,NJD,DET,2016 November 25 19:30:00
2016020311,DAL,VAN,2016 November 25 20:30:00
2016020312,ARI,EDM,2016 November 25 21:00:00
2016020313,TOR,WSH,2016 November 26 19:00:00
2016020314,OTT,CAR,2016 November 26 19:00:00
2016020315,DET,MTL,2016 November 26 19:00:00
2016020316,FLA,CBJ,2016 November 26 19:00:00
2016020317,PIT,NJD,2016 November 26 19:00:00
2016020318,STL,MIN,2016 November 26 20:00:00
2016020319,COL,VAN,2016 November 26 22:00:00
2016020320,LAK,CHI,2016 November 26 22:30:00
2016020321,SJS,ANA,2016 November 26 22:30:00
2016020322,BOS,TBL,2016 November 27 13:00:00
2016020323,EDM,ARI,2016 November 27 15:00:00
2016020324,CAR,FLA,2016 November 27 18:00:00
2016020325,WPG,NSH,2016 November 27 13:00:00
2016020326,NYR,OTT,2016 November 27 19:00:00
2016020327,PHI,CGY,2016 November 27 19:30:00
2016020328,NYI,CGY,2016 November 28 19:00:00
2016020329,STL,DAL,2016 November 28 20:00:00
2016020330,NYR,CAR,2016 November 29 19:00:00
2016020331,PHI,BOS,2016 November 29 19:30:00
2016020332,CBJ,TBL,2016 November 29 19:00:00
2016020333,OTT,BUF,2016 November 29 19:30:00
2016020334,DET,DAL,2016 November 29 19:30:00
2016020335,WPG,NJD,2016 November 29 20:00:00
2016020336,CHI,FLA,2016 November 29 20:30:00
2016020337,COL,NSH,2016 November 29 21:00:00
2016020338,EDM,TOR,2016 November 29 21:00:00
2016020339,VAN,MIN,2016 November 29 22:00:00
2016020340,ANA,MTL,2016 November 29 22:00:00
2016020341,SJS,ARI,2016 November 29 22:00:00
2016020342,NYI,PIT,2016 November 30 20:00:00
2016020343,CGY,TOR,2016 November 30 20:30:00
2016020344,LAK,SJS,2016 November 30 22:30:00
2016020345,BOS,CAR,2016 December 01 19:00:00
2016020346,BUF,NYR,2016 December 01 19:00:00
2016020347,PIT,DAL,2016 December 01 19:00:00
2016020348,WSH,NYI,2016 December 01 19:00:00
2016020349,OTT,PHI,2016 December 01 19:30:00
2016020350,DET,FLA,2016 December 01 19:30:00
2016020351,STL,TBL,2016 December 01 20:00:00
2016020352,WPG,EDM,2016 December 01 20:00:00
2016020353,CHI,NJD,2016 December 01 20:30:00
2016020354,COL,CBJ,2016 December 01 21:00:00
2016020355,ARI,LAK,2016 December 01 21:00:00
2016020356,VAN,ANA,2016 December 01 22:00:00
2016020357,CGY,MIN,2016 December 02 21:00:00
2016020358,SJS,MTL,2016 December 02 22:30:00
2016020359,BUF,BOS,2016 December 03 13:00:00
2016020360,NYR,CAR,2016 December 03 13:00:00
2016020361,PHI,CHI,2016 December 03 13:00:00
2016020362,NSH,NJD,2016 December 03 14:00:00
2016020363,OTT,FLA,2016 December 03 19:00:00
2016020364,TBL,WSH,2016 December 03 19:00:00
2016020365,PIT,DET,2016 December 03 19:00:00
2016020366,STL,WPG,2016 December 03 19:00:00
2016020367,VAN,TOR,2016 December 03 19:00:00
2016020368,ARI,CBJ,2016 December 03 20:00:00
2016020369,COL,DAL,2016 December 03 21:00:00
2016020370,EDM,ANA,2016 December 03 22:00:00
2016020371,CAR,TBL,2016 December 04 17:00:00
2016020372,NYI,DET,2016 December 04 18:00:00
2016020373,NSH,PHI,2016 December 04 18:00:00
2016020374,CHI,WPG,2016 December 04 19:00:00
2016020375,CGY,ANA,2016 December 04 21:30:00
2016020376,EDM,MIN,2016 December 04 21:30:00
2016020377,LAK,MTL,2016 December 04 15:00:00
2016020378,BOS,FLA,2016 December 05 19:00:00
2016020379,PIT,OTT,2016 December 05 19:00:00
2016020380,WSH,BUF,2016 December 05 19:00:00
2016020381,CBJ,ARI,2016 December 05 19:00:00
2016020382,BUF,EDM,2016 December 06 19:00:00
2016020383,NJD,VAN,2016 December 06 19:00:00
2016020384,NYI,NYR,2016 December 06 19:00:00
2016020385,PHI,FLA,2016 December 06 19:00:00
2016020386,STL,MTL,2016 December 06 20:00:00
2016020387,NSH,COL,2016 December 06 20:00:00
2016020388,WPG,DET,2016 December 06 20:00:00
2016020389,CHI,ARI,2016 December 06 20:30:00
2016020390,DAL,CGY,2016 December 06 20:30:00
2016020391,TOR,MIN,2016 December 07 19:30:00
2016020392,WSH,BOS,2016 December 07 20:00:00
2016020393,ANA,CAR,2016 December 07 22:30:00
2016020394,SJS,OTT,2016 December 07 22:30:00
2016020395,BOS,COL,2016 December 08 19:00:00
2016020396,NYI,STL,2016 December 08 19:00:00
2016020397,PHI,EDM,2016 December 08 19:00:00
2016020398,MTL,NJD,2016 December 08 19:30:00
2016020399,TBL,VAN,2016 December 08 19:30:00
2016020400,FLA,PIT,2016 December 08 19:30:00
2016020401,WPG,NYR,2016 December 08 20:00:00
2016020402,DAL,NSH,2016 December 08 20:30:00
2016020403,ARI,CGY,2016 December 08 21:00:00
2016020404,LAK,CAR,2016 December 08 22:30:00
2016020405,BUF,WSH,2016 December 09 19:00:00
2016020406,DET,CBJ,2016 December 09 19:30:00
2016020407,NJD,STL,2016 December 09 19:30:00
2016020408,MIN,EDM,2016 December 09 20:00:00
2016020409,CHI,NYR,2016 December 09 20:30:00
2016020410,ANA,SJS,2016 December 09 22:00:00
2016020411,PHI,DAL,2016 December 10 13:00:00
2016020412,LAK,OTT,2016 December 10 16:00:00
2016020413,BOS,TOR,2016 December 10 19:00:00
2016020414,MTL,COL,2016 December 10 19:00:00
2016020415,TBL,PIT,2016 December 10 19:00:00
2016020416,FLA,VAN,2016 December 10 19:00:00
2016020417,CBJ,NYI,2016 December 10 19:00:00
2016020418,ARI,NSH,2016 December 10 20:00:00
2016020419,CGY,WPG,2016 December 10 22:00:00
2016020420,SJS,CAR,2016 December 10 22:30:00
2016020421,ANA,OTT,2016 December 11 16:00:00
2016020422,DET,PHI,2016 December 11 17:00:00
2016020423,WSH,VAN,2016 December 11 17:00:00
2016020424,MIN,STL,2016 December 11 18:00:00
2016020425,TOR,COL,2016 December 11 19:00:00
2016020426,NYR,NJD,2016 December 11 19:00:00
2016020427,CHI,DAL,2016 December 11 19:00:00
2016020428,EDM,WPG,2016 December 11 21:30:00
2016020429,PIT,ARI,2016 December 12 19:00:00
2016020430,MTL,BOS,2016 December 12 19:30:00
2016020431,BUF,LAK,2016 December 13 19:00:00
2016020432,NYI,WSH,2016 December 13 19:00:00
2016020433,NYR,CHI,2016 December 13 19:00:00
2016020434,CAR,VAN,2016 December 13 19:00:00
2016020435,TOR,SJS,2016 December 13 19:30:00
2016020436,DET,ARI,2016 December 13 19:30:00
2016020437,NSH,STL,2016 December 13 20:00:00
2016020438,MIN,FLA,2016 December 13 20:00:00
2016020439,DAL,ANA,2016 December 13 20:30:00
2016020440,EDM,CBJ,2016 December 13 21:00:00
2016020441,OTT,SJS,2016 December 14 19:00:00
2016020442,PIT,BOS,2016 December 14 19:30:00
2016020443,CGY,TBL,2016 December 14 21:30:00
2016020444,COL,PHI,2016 December 14 22:00:00
2016020445,BOS,ANA,2016 December 15 19:00:00
2016020446,NYI,CHI,2016 December 15 19:00:00
2016020447,TOR,ARI,2016 December 15 19:30:00
2016020448,DET,LAK,2016 December 15 19:30:00
2016020449,STL,NJD,2016 December 15 20:00:00
2016020450,NSH,MIN,2016 December 15 20:00:00
2016020451,WPG,FLA,2016 December 15 20:00:00
2016020452,DAL,NYR,2016 December 15 20:30:00
2016020453,BUF,NYI,2016 December 16 19:00:00
2016020454,PIT,LAK,2016 December 16 19:00:00
2016020455,MTL,SJS,2016 December 16 19:30:00
2016020456,CAR,WSH,2016 December 16 19:30:00
2016020457,COL,FLA,2016 December 16 21:00:00
2016020458,CGY,CBJ,2016 December 16 21:00:00
2016020459,VAN,TBL,2016 December 16 22:00:00
2016020460,DAL,PHI,2016 December 17 14:00:00
2016020461,MIN,ARI,2016 December 17 14:00:00
2016020462,TOR,PIT,2016 December 17 19:00:00
2016020463,OTT,NJD,2016 December 17 19:00:00
2016020464,DET,ANA,2016 December 17 19:00:00
2016020465,WSH,MTL,2016 December 17 19:00:00
2016020466,CAR,BUF,2016 December 17 19:00:00
2016020467,STL,CHI,2016 December 17 20:00:00
2016020468,NSH,NYR,2016 December 17 20:00:00
2016020469,EDM,TBL,2016 December 17 22:00:00
2016020470,BOS,LAK,2016 December 18 13:00:00
2016020471,WPG,COL,2016 December 18 15:00:00
2016020472,VAN,CBJ,2016 December 18 16:00:00
2016020473,NYI,OTT,2016 December 18 19:00:00
2016020474,CHI,SJS,2016 December 18 19:00:00
2016020475,NYR,NJD,2016 December 18 19:30:00
2016020476,PHI,NSH,2016 December 19 19:00:00
2016020477,CAR,DET,2017 March 27 19:00:00
2016020478,TOR,ANA,2016 December 19 19:30:00
2016020479,STL,EDM,2016 December 19 20:00:00
2016020480,ARI,CGY,2016 December 19 21:00:00
2016020481,BOS,NYI,2016 December 20 19:00:00
2016020482,NJD,NSH,2016 December 20 19:00:00
2016020483,PIT,NYR,2016 December 20 19:00:00
2016020484,CBJ,LAK,2016 December 20 19:00:00
2016020485,MTL,ANA,2016 December 20 19:30:00
2016020486,TBL,DET,2016 December 20 19:30:00
2016020487,FLA,BUF,2016 December 20 19:30:00
2016020488,MIN,COL,2016 December 20 20:00:00
2016020489,CHI,OTT,2016 December 20 20:30:00
2016020490,DAL,STL,2016 December 20 20:30:00
2016020491,VAN,WPG,2016 December 20 22:00:00
2016020492,SJS,CGY,2016 December 20 22:30:00
2016020493,PHI,WSH,2016 December 21 20:00:00
2016020494,ARI,EDM,2016 December 21 21:30:00
2016020495,BUF,CAR,2016 December 22 19:00:00
2016020496,NJD,PHI,2016 December 22 19:00:00
2016020497,CBJ,PIT,2016 December 22 19:00:00
2016020498,MTL,MIN,2016 December 22 19:30:00
2016020499,OTT,ANA,2016 December 22 19:30:00
2016020500,TBL,STL,2016 December 22 19:30:00
2016020501,FLA,BOS,2016 December 22 19:30:00
2016020502,NSH,LAK,2016 December 22 20:00:00
2016020503,COL,TOR,2016 December 22 21:00:00
2016020504,VAN,WPG,2016 December 22 22:00:00
2016020505,NYI,BUF,2016 December 23 19:00:00
2016020506,NYR,MIN,2016 December 23 19:00:00
2016020507,PIT,NJD,2016 December 23 19:00:00
2016020508,WSH,TBL,2016 December 23 19:00:00
2016020509,CBJ,MTL,2016 December 23 19:00:00
2016020510,FLA,DET,2016 December 23 19:30:00
2016020511,CAR,BOS,2016 December 23 19:30:00
2016020512,CHI,COL,2016 December 23 20:30:00
2016020513,DAL,LAK,2016 December 23 20:30:00
2016020514,CGY,VAN,2016 December 23 21:00:00
2016020515,ARI,TOR,2016 December 23 21:00:00
2016020516,SJS,EDM,2016 December 23 22:30:00
2016020517,NJD,PIT,2016 December 27 19:00:00
2016020518,NYI,WSH,2016 December 27 19:00:00
2016020519,NYR,OTT,2016 December 27 19:00:00
2016020520,CBJ,BOS,2016 December 27 19:00:00
2016020521,DET,BUF,2016 December 27 19:30:00
2016020522,NSH,MIN,2016 December 27 20:00:00
2016020523,CHI,WPG,2016 December 27 20:30:00
2016020524,COL,CGY,2016 December 27 21:00:00
2016020525,ARI,DAL,2016 December 27 21:00:00
2016020526,ANA,SJS,2016 December 27 22:00:00
2016020527,FLA,TOR,2016 December 28 19:00:00
2016020528,PIT,CAR,2016 December 28 19:00:00
2016020529,TBL,MTL,2016 December 28 19:30:00
2016020530,STL,PHI,2016 December 28 20:00:00
2016020531,VAN,LAK,2016 December 28 22:00:00
2016020532,BUF,BOS,2016 December 29 19:00:00
2016020533,WSH,NJD,2016 December 29 19:00:00
2016020534,OTT,DET,2016 December 29 20:00:00
2016020535,TBL,TOR,2016 December 29 19:30:00
2016020536,FLA,MTL,2016 December 29 19:30:00
2016020537,NSH,CHI,2016 December 29 20:00:00
2016020538,MIN,NYI,2016 December 29 20:00:00
2016020539,WPG,CBJ,2016 December 29 20:00:00
