id,homeAbbrev,awayAbbrev,est
2014020001,TOR,MTL,2014 October 08 19:00:00
2014020002,BOS,PHI,2014 October 08 19:30:00
2014020003,CGY,VAN,2014 October 08 22:00:00
2014020004,LAK,SJS,2014 October 08 22:00:00
2014020005,BUF,CBJ,2014 October 09 19:00:00
2014020006,PHI,NJD,2014 October 09 19:00:00
2014020007,PIT,ANA,2014 October 09 19:00:00
2014020008,WSH,MTL,2014 October 09 19:00:00
2014020009,DET,BOS,2014 October 09 19:30:00
2014020010,TBL,FLA,2014 October 09 19:30:00
2014020011,STL,NYR,2014 October 09 20:00:00
2014020012,NSH,OTT,2014 October 09 20:00:00
2014020013,DAL,CHI,2014 October 09 20:30:00
2014020014,MIN,COL,2014 October 09 21:00:00
2014020015,EDM,CGY,2014 October 09 21:30:00
2014020016,ARI,WPG,2014 October 09 22:00:00
2014020017,CAR,NYI,2014 October 10 19:00:00
2014020018,BOS,WSH,2014 October 11 19:00:00
2014020019,TOR,PIT,2014 October 11 19:00:00
2014020020,DET,ANA,2014 October 11 19:00:00
2014020021,TBL,OTT,2014 October 11 19:00:00
2014020022,FLA,NJD,2014 October 11 19:00:00
2014020023,NYI,CAR,2014 October 11 19:00:00
2014020024,PHI,MTL,2014 October 11 19:00:00
2014020025,CBJ,NYR,2014 October 11 19:00:00
2014020026,STL,CGY,2014 October 11 19:00:00
2014020027,NSH,DAL,2014 October 11 20:00:00
2014020028,CHI,BUF,2014 October 11 20:30:00
2014020029,COL,MIN,2014 October 11 21:00:00
2014020030,ARI,LAK,2014 October 11 21:00:00
2014020031,VAN,EDM,2014 October 11 22:00:00
2014020032,SJS,WPG,2014 October 11 22:00:00
2014020033,NYR,TOR,2014 October 12 19:00:00
2014020034,LAK,WPG,2014 October 12 22:00:00
2014020035,BOS,COL,2014 October 13 13:00:00
2014020036,BUF,ANA,2014 October 13 15:00:00
2014020037,FLA,OTT,2014 October 13 19:30:00
2014020038,NYR,NYI,2014 October 14 19:00:00
2014020039,PHI,ANA,2014 October 14 19:00:00
2014020040,WSH,SJS,2014 October 14 19:00:00
2014020041,CAR,BUF,2014 October 14 19:30:00
2014020042,CBJ,DAL,2014 October 14 19:00:00
2014020043,TOR,COL,2014 October 14 19:30:00
2014020044,TBL,NJD,2014 October 14 19:30:00
2014020045,NSH,CGY,2014 October 14 20:00:00
2014020046,LAK,EDM,2014 October 14 22:30:00
