id,homeAbbrev,awayAbbrev,est
2007020001,LAK,ANA,2007 September 29
2007020002,ANA,LAK,2007 September 30
2007020003,CAR,MTL,2007 October 02
2007020004,DET,ANA,2007 October 03
2007020005,TOR,OTT,2007 October 03
2007020006,COL,DAL,2007 October 03
2007020007,NYR,FLA,2007 October 04
2007020008,OTT,TOR,2007 October 04
2007020009,TBL,NJD,2007 October 04
2007020010,NSH,COL,2007 October 04
2007020011,MIN,CHI,2007 October 04
2007020012,CGY,PHI,2007 October 04
2007020013,EDM,SJS,2007 October 04
2007020014,ARI,STL,2007 October 04
2007020015,CAR,PIT,2007 October 05
2007020016,CBJ,ANA,2007 October 05
2007020017,BUF,NYI,2007 October 05
2007020018,ATL,WSH,2007 October 05
2007020019,DAL,BOS,2007 October 05
2007020020,VAN,SJS,2007 October 05
2007020021,EDM,PHI,2007 October 06
2007020022,TOR,MTL,2007 October 06
2007020023,OTT,NYR,2007 October 06
2007020024,NYI,BUF,2007 October 06
2007020025,WSH,CAR,2007 October 06
2007020026,FLA,NJD,2007 October 06
2007020027,PIT,ANA,2007 October 06
2007020028,TBL,ATL,2007 October 06
2007020029,NSH,DAL,2007 October 06
2007020030,MIN,CBJ,2007 October 06
2007020031,CHI,DET,2007 October 06
2007020032,CGY,VAN,2007 October 06
2007020033,ARI,BOS,2007 October 06
2007020034,LAK,STL,2007 October 06
2007020035,COL,SJS,2007 October 07
2007020036,NYI,WSH,2007 October 08
2007020037,OTT,NJD,2007 October 08
2007020038,DET,EDM,2007 October 08
2007020039,TOR,CAR,2007 October 09
2007020040,NYI,NYR,2007 October 10
2007020041,ATL,OTT,2007 October 10
2007020042,CBJ,ARI,2007 October 10
2007020043,PIT,MTL,2007 October 10
2007020044,TBL,FLA,2007 October 10
2007020045,DET,CGY,2007 October 10
2007020046,MIN,EDM,2007 October 10
2007020047,CHI,SJS,2007 October 10
2007020048,STL,NSH,2007 October 10
2007020049,DAL,LAK,2007 October 10
2007020050,VAN,PHI,2007 October 10
2007020051,ANA,BOS,2007 October 10
2007020052,BUF,ATL,2007 October 11
2007020053,TOR,NYI,2007 October 11
2007020054,OTT,CAR,2007 October 11
2007020055,FLA,NJD,2007 October 11
2007020056,NSH,ARI,2007 October 11
2007020057,NYR,WSH,2007 October 12
2007020058,DET,CHI,2007 October 12
2007020059,STL,COL,2007 October 12
2007020060,DAL,CGY,2007 October 12
2007020061,EDM,VAN,2007 October 12
2007020062,LAK,BOS,2007 October 12
2007020063,BUF,WSH,2007 October 13
2007020064,TOR,PIT,2007 October 13
2007020065,MTL,CAR,2007 October 13
2007020066,NYR,OTT,2007 October 13
2007020067,PHI,NYI,2007 October 13
2007020068,ATL,NJD,2007 October 13
2007020069,FLA,TBL,2007 October 13
2007020070,NSH,CGY,2007 October 13
2007020071,CHI,DAL,2007 October 13
2007020072,COL,CBJ,2007 October 13
2007020073,VAN,EDM,2007 October 13
2007020074,ARI,MIN,2007 October 13
2007020075,SJS,BOS,2007 October 13
2007020076,ANA,MIN,2007 October 14
2007020077,LAK,DET,2007 October 14
2007020078,BUF,TOR,2007 October 15
2007020079,VAN,SJS,2007 October 15
2007020080,ANA,DET,2007 October 15
2007020081,PHI,ATL,2007 October 16
2007020082,MTL,FLA,2007 October 16
2007020083,COL,CGY,2007 October 16
2007020084,LAK,MIN,2007 October 16
2007020085,CBJ,DAL,2007 October 17
2007020086,PIT,NJD,2007 October 17
2007020087,CHI,STL,2007 October 17
2007020088,ANA,NSH,2007 October 17
2007020089,BOS,TBL,2007 October 18
2007020090,PHI,NJD,2007 October 18
2007020091,WSH,NYI,2007 October 18
2007020092,ATL,NYR,2007 October 18
2007020093,TOR,FLA,2007 October 18
2007020094,OTT,MTL,2007 October 18
2007020095,CGY,LAK,2007 October 18
2007020096,ARI,EDM,2007 October 18
2007020097,SJS,DET,2007 October 18
2007020098,BUF,CBJ,2007 October 19
2007020099,PIT,CAR,2007 October 19
2007020100,CHI,COL,2007 October 19
2007020101,VAN,LAK,2007 October 19
2007020102,BOS,NYR,2007 October 20
2007020103,TOR,CHI,2007 October 20
2007020104,MTL,BUF,2007 October 20
2007020105,OTT,FLA,2007 October 20
2007020106,NYI,NJD,2007 October 20
2007020107,PHI,CAR,2007 October 20
2007020108,WSH,PIT,2007 October 20
2007020109,TBL,ATL,2007 October 20
2007020110,DAL,ANA,2007 October 20
2007020111,STL,MIN,2007 October 20
2007020112,CGY,EDM,2007 October 20
2007020113,ARI,DET,2007 October 20
2007020114,SJS,NSH,2007 October 20
2007020115,CBJ,VAN,2007 October 21
2007020116,MIN,COL,2007 October 21
2007020117,CAR,VAN,2007 October 22
2007020118,MTL,BOS,2007 October 22
2007020119,CGY,SJS,2007 October 22
2007020120,PIT,NYR,2007 October 23
2007020121,TOR,ATL,2007 October 23
