id,homeAbbrev,awayAbbrev,est
2010020001,TOR,MTL,2010 October 07
2010020002,PIT,PHI,2010 October 07
2010020003,MIN,CAR,2010 October 07
2010020004,COL,CHI,2010 October 07
2010020005,EDM,CGY,2010 October 07
2010020006,CBJ,SJS,2010 October 08
2010020007,NJD,DAL,2010 October 08
2010020008,CAR,MIN,2010 October 08
2010020009,DET,ANA,2010 October 08
2010020010,OTT,BUF,2010 October 08
2010020011,ATL,WSH,2010 October 08
2010020012,BOS,ARI,2010 October 09
2010020013,BUF,NYR,2010 October 09
2010020014,TOR,OTT,2010 October 09
2010020015,NYI,DAL,2010 October 09
2010020016,PIT,MTL,2010 October 09
2010020017,WSH,NJD,2010 October 09
2010020018,TBL,ATL,2010 October 09
2010020019,STL,PHI,2010 October 09
2010020020,NSH,ANA,2010 October 09
2010020021,CHI,DET,2010 October 09
2010020022,SJS,CBJ,2010 October 09
2010020023,VAN,LAK,2010 October 09
2010020024,ARI,BOS,2010 October 10
2010020025,CGY,LAK,2010 October 10
2010020026,EDM,FLA,2010 October 10
2010020027,NJD,PIT,2010 October 11
2010020028,NYI,NYR,2010 October 11
2010020029,STL,ANA,2010 October 11
2010020030,BUF,CHI,2010 October 11
2010020031,PHI,COL,2010 October 11
2010020032,WSH,OTT,2010 October 11
2010020033,VAN,FLA,2010 October 11
2010020034,DET,COL,2010 October 12
2010020035,LAK,ATL,2010 October 12
2010020036,BUF,NJD,2010 October 13
2010020037,WSH,NYI,2010 October 13
2010020038,MTL,TBL,2010 October 13
2010020039,PIT,TOR,2010 October 13
2010020040,CHI,NSH,2010 October 13
2010020041,ANA,VAN,2010 October 13
2010020042,PHI,TBL,2010 October 14
2010020043,OTT,CAR,2010 October 14
2010020044,NSH,STL,2010 October 14
2010020045,MIN,EDM,2010 October 14
2010020046,DAL,DET,2010 October 14
2010020047,CGY,FLA,2010 October 14
2010020048,NJD,COL,2010 October 15
2010020049,NYR,TOR,2010 October 15
2010020050,PIT,NYI,2010 October 15
2010020051,CBJ,CHI,2010 October 15
2010020052,BUF,MTL,2010 October 15
2010020053,ANA,ATL,2010 October 15
2010020054,LAK,VAN,2010 October 15
2010020055,MTL,OTT,2010 October 16
2010020056,NJD,BOS,2010 October 16
2010020057,NYI,COL,2010 October 16
2010020058,PHI,PIT,2010 October 16
2010020059,FLA,TBL,2010 October 16
2010020060,NSH,WSH,2010 October 16
2010020061,MIN,CBJ,2010 October 16
2010020062,DAL,STL,2010 October 16
2010020063,CHI,BUF,2010 October 16
2010020064,ARI,DET,2010 October 16
2010020065,CGY,EDM,2010 October 16
2010020066,SJS,ATL,2010 October 16
2010020067,ANA,ARI,2010 October 17
2010020068,VAN,CAR,2010 October 17
2010020069,TOR,NYI,2010 October 18
2010020070,NYR,COL,2010 October 18
2010020071,PIT,OTT,2010 October 18
2010020072,TBL,DAL,2010 October 18
2010020073,CHI,STL,2010 October 18
2010020074,WSH,BOS,2010 October 19
2010020075,NSH,CGY,2010 October 19
2010020076,MIN,VAN,2010 October 19
2010020077,SJS,CAR,2010 October 19
2010020078,ATL,BUF,2010 October 20
2010020079,CBJ,ANA,2010 October 20
2010020080,CHI,VAN,2010 October 20
2010020081,LAK,CAR,2010 October 20
2010020082,BOS,WSH,2010 October 21
2010020083,TOR,NYR,2010 October 21
2010020084,PHI,ANA,2010 October 21
2010020085,DET,CGY,2010 October 21
2010020086,MTL,NJD,2010 October 21
2010020087,TBL,NYI,2010 October 21
2010020088,FLA,DAL,2010 October 21
2010020089,NSH,PIT,2010 October 21
2010020090,COL,SJS,2010 October 21
2010020091,EDM,MIN,2010 October 21
2010020092,ARI,LAK,2010 October 21
2010020093,CBJ,CGY,2010 October 22
2010020094,BUF,OTT,2010 October 22
2010020095,ATL,TBL,2010 October 22
2010020096,STL,CHI,2010 October 22
2010020097,VAN,MIN,2010 October 22
2010020098,BOS,NYR,2010 October 23
2010020099,OTT,MTL,2010 October 23
2010020100,NJD,BUF,2010 October 23
2010020101,PHI,TOR,2010 October 23
2010020102,WSH,ATL,2010 October 23
2010020103,FLA,NYI,2010 October 23
2010020104,DET,ANA,2010 October 23
2010020105,STL,PIT,2010 October 23
2010020106,DAL,NSH,2010 October 23
2010020107,CHI,CBJ,2010 October 23
2010020108,COL,LAK,2010 October 23
2010020109,ARI,CAR,2010 October 23
2010020110,EDM,SJS,2010 October 23
2010020111,TBL,NSH,2010 October 24
2010020112,NYR,NJD,2010 October 24
2010020113,CGY,SJS,2010 October 24
2010020114,CBJ,PHI,2010 October 25
2010020115,MTL,ARI,2010 October 25
2010020116,MIN,LAK,2010 October 25
2010020117,TOR,FLA,2010 October 26
2010020118,PHI,BUF,2010 October 26
2010020119,OTT,ARI,2010 October 26
2010020120,CGY,EDM,2010 October 26
2010020121,DAL,ANA,2010 October 26
2010020122,VAN,COL,2010 October 26
2010020123,NYR,ATL,2010 October 27
2010020124,CAR,WSH,2010 October 27
2010020125,MTL,NYI,2010 October 27
2010020126,TBL,PIT,2010 October 27
2010020127,CHI,LAK,2010 October 27
2010020128,SJS,NJD,2010 October 27
2010020129,BOS,TOR,2010 October 28
2010020130,DET,ARI,2010 October 28
2010020131,CBJ,EDM,2010 October 28
2010020132,OTT,FLA,2010 October 28
2010020133,NSH,STL,2010 October 28
2010020134,MIN,WSH,2010 October 28
2010020135,DAL,LAK,2010 October 28
2010020136,CGY,COL,2010 October 28
2010020137,NYI,MTL,2010 October 29
2010020138,NYR,CAR,2010 October 29
2010020139,PIT,PHI,2010 October 29
2010020140,ATL,BUF,2010 October 29
2010020141,CHI,EDM,2010 October 29
2010020142,ANA,NJD,2010 October 29
2010020143,TOR,NYR,2010 October 30
2010020144,MTL,FLA,2010 October 30
2010020145,OTT,BOS,2010 October 30
2010020146,PHI,NYI,2010 October 30
2010020147,CAR,PIT,2010 October 30
2010020148,DET,NSH,2010 October 30
2010020149,STL,ATL,2010 October 30
2010020150,MIN,CHI,2010 October 30
2010020151,DAL,BUF,2010 October 30
2010020152,COL,CBJ,2010 October 30
2010020153,ARI,TBL,2010 October 30
2010020154,CGY,WSH,2010 October 30
2010020155,LAK,NJD,2010 October 30
2010020156,SJS,ANA,2010 October 30
2010020157,NYR,CHI,2010 November 01
2010020158,PHI,CAR,2010 November 01
2010020159,VAN,NJD,2010 November 01
2010020160,TOR,OTT,2010 November 02
2010020161,CBJ,MTL,2010 November 02
2010020162,MIN,SJS,2010 November 02
2010020163,EDM,VAN,2010 November 02
2010020164,BUF,BOS,2010 November 03
2010020165,WSH,TOR,2010 November 03
2010020166,CAR,NYI,2010 November 03
2010020167,FLA,ATL,2010 November 03
2010020168,CHI,NJD,2010 November 03
2010020169,DAL,PIT,2010 November 03
2010020170,CGY,DET,2010 November 03
2010020171,ARI,NSH,2010 November 03
2010020172,ANA,TBL,2010 November 03
2010020173,PHI,NYR,2010 November 04
2010020174,ATL,CBJ,2010 November 04
2010020175,OTT,NYI,2010 November 04
2010020176,STL,SJS,2010 November 04
2010020177,COL,VAN,2010 November 04
2010020178,LAK,TBL,2010 November 04
2010020179,NJD,NYR,2010 November 05
2010020180,WSH,BOS,2010 November 05
2010020181,BUF,MTL,2010 November 05
2010020182,FLA,CAR,2010 November 05
2010020183,MIN,CGY,2010 November 05
2010020184,DAL,ARI,2010 November 05
2010020185,EDM,DET,2010 November 05
2010020186,ANA,PIT,2010 November 05
2010020187,LAK,NSH,2010 November 06
2010020188,BOS,STL,2010 November 06
2010020189,TOR,BUF,2010 November 06
2010020190,MTL,OTT,2010 November 06
2010020191,NYI,PHI,2010 November 06
2010020192,CAR,FLA,2010 November 06
2010020193,ATL,CHI,2010 November 06
2010020194,CBJ,MIN,2010 November 06
2010020195,COL,DAL,2010 November 06
2010020196,ARI,PIT,2010 November 06
2010020197,VAN,DET,2010 November 06
2010020198,SJS,TBL,2010 November 06
2010020199,WSH,PHI,2010 November 07
2010020200,NYR,STL,2010 November 07
2010020201,CHI,EDM,2010 November 07
2010020202,ANA,NSH,2010 November 07
2010020203,DET,ARI,2010 November 08
2010020204,NYR,WSH,2010 November 09
2010020205,CAR,EDM,2010 November 09
2010020206,MTL,VAN,2010 November 09
2010020207,OTT,ATL,2010 November 09
2010020208,TBL,TOR,2010 November 09
2010020209,COL,CGY,2010 November 09
2010020210,SJS,ANA,2010 November 09
2010020211,NJD,BUF,2010 November 10
2010020212,PIT,BOS,2010 November 10
2010020213,CBJ,STL,2010 November 10
2010020214,FLA,TOR,2010 November 10
2010020215,CHI,ARI,2010 November 10
2010020216,ANA,NYI,2010 November 10
2010020217,BOS,MTL,2010 November 11
2010020218,NYR,BUF,2010 November 11
2010020219,WSH,TBL,2010 November 11
2010020220,CAR,PHI,2010 November 11
2010020221,ATL,MIN,2010 November 11
2010020222,DET,EDM,2010 November 11
2010020223,OTT,VAN,2010 November 11
2010020224,STL,NSH,2010 November 11
2010020225,LAK,DAL,2010 November 11
2010020226,SJS,NYI,2010 November 11
2010020227,NJD,EDM,2010 November 12
2010020228,PIT,TBL,2010 November 12
2010020229,CBJ,COL,2010 November 12
2010020230,FLA,MIN,2010 November 12
2010020231,ARI,CGY,2010 November 12
2010020232,ANA,DAL,2010 November 12
2010020233,BOS,OTT,2010 November 13
2010020234,BUF,WSH,2010 November 13
2010020235,TOR,VAN,2010 November 13
2010020236,MTL,CAR,2010 November 13
2010020237,PHI,FLA,2010 November 13
2010020238,ATL,PIT,2010 November 13
