id,homeAbbrev,awayAbbrev,est
2008020154,NJD,ATL,2008 November 01
2008020155,NYI,MTL,2008 November 01
2008020156,CBJ,CHI,2008 November 01
2008020157,TBL,OTT,2008 November 01
2008020158,NSH,FLA,2008 November 01
2008020159,STL,PIT,2008 November 01
2008020160,ARI,MIN,2008 November 01
2008020161,LAK,CGY,2008 November 01
2008020162,PHI,EDM,2008 November 02
2008020163,CAR,TOR,2008 November 02
2008020164,ATL,FLA,2008 November 02
2008020165,COL,SJS,2008 November 02
2008020166,ANA,CGY,2008 November 02
2008020167,VAN,DET,2008 November 02
2008020168,NJD,BUF,2008 November 03
2008020169,NYI,CBJ,2008 November 03
2008020170,CHI,COL,2008 November 03
2008020171,NYR,NYI,2008 November 04
2008020172,TOR,CAR,2008 November 04
2008020173,OTT,WSH,2008 November 04
2008020174,CGY,ARI,2008 November 04
2008020175,VAN,NSH,2008 November 04
2008020176,LAK,ANA,2008 November 04
2008020177,SJS,MIN,2008 November 04
2008020178,NJD,TBL,2008 November 05
2008020179,CBJ,EDM,2008 November 05
2008020180,ANA,STL,2008 November 05
2008020181,BOS,TOR,2008 November 06
2008020182,NYR,TBL,2008 November 06
2008020183,WSH,CAR,2008 November 06
2008020184,ATL,NYI,2008 November 06
2008020185,OTT,PHI,2008 November 06
2008020186,PIT,EDM,2008 November 06
2008020187,COL,MIN,2008 November 06
2008020188,CGY,NSH,2008 November 06
2008020189,VAN,ARI,2008 November 06
2008020190,LAK,FLA,2008 November 06
2008020191,SJS,STL,2008 November 06
2008020192,CAR,OTT,2008 November 07
2008020193,CBJ,MTL,2008 November 07
2008020194,BUF,ATL,2008 November 07
2008020195,ANA,DAL,2008 November 07
2008020196,BOS,BUF,2008 November 08
2008020197,TOR,MTL,2008 November 08
2008020198,NYI,PIT,2008 November 08
2008020199,PHI,TBL,2008 November 08
2008020200,WSH,NYR,2008 November 08
2008020201,DET,NJD,2008 November 08
2008020202,CBJ,CGY,2008 November 08
2008020203,COL,NSH,2008 November 08
2008020204,ARI,FLA,2008 November 08
2008020205,VAN,MIN,2008 November 08
2008020206,SJS,DAL,2008 November 08
2008020207,LAK,STL,2008 November 08
2008020208,CAR,ATL,2008 November 09
2008020209,NJD,EDM,2008 November 09
2008020210,CHI,CGY,2008 November 09
2008020211,ARI,SJS,2008 November 09
2008020212,ANA,FLA,2008 November 09
2008020213,NYR,EDM,2008 November 10
2008020214,WSH,TBL,2008 November 10
2008020215,NYI,PHI,2008 November 11
2008020216,DET,PIT,2008 November 11
2008020217,MTL,OTT,2008 November 11
2008020218,CGY,TOR,2008 November 11
2008020219,LAK,DAL,2008 November 11
2008020220,SJS,NSH,2008 November 11
2008020221,BUF,STL,2008 November 12
2008020222,NJD,NYR,2008 November 12
2008020223,CAR,WSH,2008 November 12
2008020224,CBJ,ARI,2008 November 12
2008020225,FLA,TBL,2008 November 12
2008020226,CHI,BOS,2008 November 12
2008020227,VAN,COL,2008 November 12
2008020228,BOS,MTL,2008 November 13
2008020229,OTT,NYI,2008 November 13
2008020230,PIT,PHI,2008 November 13
2008020231,TBL,DET,2008 November 13
2008020232,MIN,ARI,2008 November 13
2008020233,DAL,LAK,2008 November 13
2008020234,EDM,TOR,2008 November 13
2008020235,SJS,CGY,2008 November 13
2008020236,WSH,NJD,2008 November 14
2008020237,BUF,CBJ,2008 November 14
2008020238,ATL,CAR,2008 November 14
2008020239,FLA,DET,2008 November 14
2008020240,CHI,STL,2008 November 14
2008020241,ANA,NSH,2008 November 14
2008020242,MTL,PHI,2008 November 15
2008020243,NJD,WSH,2008 November 15
2008020244,NYI,OTT,2008 November 15
2008020245,NYR,BOS,2008 November 15
2008020246,VAN,TOR,2008 November 15
2008020247,PIT,BUF,2008 November 15
2008020248,MIN,CBJ,2008 November 15
2008020249,ARI,DAL,2008 November 15
2008020250,EDM,COL,2008 November 15
2008020251,LAK,NSH,2008 November 15
2008020252,CAR,TBL,2008 November 16
2008020253,STL,MTL,2008 November 16
2008020254,PHI,ATL,2008 November 16
2008020255,CHI,SJS,2008 November 16
2008020256,ANA,LAK,2008 November 16
2008020257,NYI,VAN,2008 November 17
2008020258,NYR,OTT,2008 November 17
2008020258,NYR,OTT,2008 November 17
2008020260,DET,EDM,2008 November 17
2008020261,NSH,SJS,2008 November 17
2008020262,PIT,MIN,2008 November 18
2008020263,CAR,MTL,2008 November 18
2008020264,CBJ,EDM,2008 November 18
2008020265,TBL,FLA,2008 November 18
2008020266,ARI,CHI,2008 November 18
2008020267,CGY,COL,2008 November 18
2008020268,BOS,BUF,2008 November 19
2008020269,NYR,VAN,2008 November 19
2008020270,ANA,WSH,2008 November 19
2008020271,NJD,FLA,2008 November 20
2008020272,ATL,PIT,2008 November 20
2008020273,OTT,MTL,2008 November 20
2008020274,MIN,VAN,2008 November 20
2008020275,DAL,CHI,2008 November 20
2008020276,COL,CGY,2008 November 20
2008020277,EDM,DET,2008 November 20
2008020278,LAK,WSH,2008 November 20
2008020279,BOS,FLA,2008 November 21
2008020280,NJD,NYI,2008 November 21
2008020281,CAR,ARI,2008 November 21
2008020282,BUF,PHI,2008 November 21
2008020283,TBL,NSH,2008 November 21
2008020284,STL,ANA,2008 November 21
2008020285,PIT,VAN,2008 November 22
2008020286,OTT,NYR,2008 November 22
2008020287,BUF,NYI,2008 November 22
2008020288,TOR,CHI,2008 November 22
2008020289,MTL,BOS,2008 November 22
2008020290,PHI,ARI,2008 November 22
2008020291,ATL,CBJ,2008 November 22
2008020292,MIN,STL,2008 November 22
2008020293,DAL,ANA,2008 November 22
2008020294,CGY,DET,2008 November 22
2008020295,LAK,COL,2008 November 22
2008020296,SJS,WSH,2008 November 22
2008020297,CAR,NSH,2008 November 23
2008020298,TBL,NJD,2008 November 23
2008020299,NYR,ARI,2008 November 24
2008020300,PHI,DAL,2008 November 24
2008020301,MTL,NYI,2008 November 24
2008020302,FLA,CAR,2008 November 24
2008020303,MIN,WSH,2008 November 24
2008020304,VAN,DET,2008 November 24
2008020305,ANA,COL,2008 November 24
2008020306,NSH,STL,2008 November 25
2008020307,TOR,ATL,2008 November 25
2008020308,CGY,LAK,2008 November 25
2008020309,BUF,BOS,2008 November 26
2008020310,NYI,PIT,2008 November 26
2008020311,WSH,ATL,2008 November 26
2008020312,CAR,PHI,2008 November 26
2008020313,CBJ,ARI,2008 November 26
2008020314,TBL,NYR,2008 November 26
2008020315,FLA,NJD,2008 November 26
2008020316,DET,MTL,2008 November 26
2008020317,MIN,DAL,2008 November 26
2008020318,COL,STL,2008 November 26
2008020319,EDM,LAK,2008 November 26
2008020320,SJS,CHI,2008 November 26
2008020321,OTT,TOR,2008 November 27
2008020322,VAN,CGY,2008 November 27
2008020323,BOS,NYI,2008 November 28
2008020324,PHI,CAR,2008 November 28
2008020325,MIN,TBL,2008 November 28
2008020326,ARI,COL,2008 November 28
2008020327,ANA,CHI,2008 November 28
2008020328,WSH,MTL,2008 November 28
2008020329,BUF,PIT,2008 November 28
2008020330,ATL,NSH,2008 November 28
2008020331,FLA,NYR,2008 November 28
2008020332,DET,CBJ,2008 November 28
2008020333,DAL,SJS,2008 November 28
2008020334,STL,EDM,2008 November 29
2008020335,LAK,CHI,2008 November 29
2008020336,BOS,DET,2008 November 29
2008020337,TOR,PHI,2008 November 29
2008020338,MTL,BUF,2008 November 29
2008020339,NYI,OTT,2008 November 29
2008020340,CBJ,WSH,2008 November 29
2008020341,PIT,NJD,2008 November 29
2008020342,NSH,MIN,2008 November 29
2008020343,COL,TBL,2008 November 29
2008020344,ARI,SJS,2008 November 29
2008020345,CGY,VAN,2008 November 29
2008020346,NYR,FLA,2008 November 30
2008020347,ATL,STL,2008 November 30
2008020348,DAL,EDM,2008 November 30
2008020349,CAR,ANA,2008 November 30
2008020350,BUF,NSH,2008 December 01
2008020351,CBJ,VAN,2008 December 01
2008020352,DET,ANA,2008 December 01
2008020353,MIN,COL,2008 December 01
2008020354,LAK,TOR,2008 December 01
2008020355,PHI,TBL,2008 December 02
2008020356,WSH,FLA,2008 December 02
2008020357,MTL,ATL,2008 December 02
2008020358,CGY,DAL,2008 December 02
2008020359,ARI,LAK,2008 December 02
2008020360,SJS,TOR,2008 December 02
2008020361,OTT,ATL,2008 December 03
2008020362,NYR,PIT,2008 December 03
2008020363,MIN,STL,2008 December 03
2008020364,CHI,ANA,2008 December 03
2008020365,EDM,DAL,2008 December 03
2008020366,MTL,NYR,2008 December 04
2008020367,PHI,NJD,2008 December 04
2008020368,WSH,NYI,2008 December 04
2008020369,CAR,PIT,2008 December 04
2008020370,TBL,BOS,2008 December 04
2008020371,FLA,BUF,2008 December 04
2008020372,DET,VAN,2008 December 04
2008020373,NSH,COL,2008 December 04
2008020374,ARI,TOR,2008 December 04
2008020375,SJS,CBJ,2008 December 04
2008020376,MIN,VAN,2008 December 05
2008020377,STL,CGY,2008 December 05
2008020378,DAL,COL,2008 December 05
2008020379,LAK,EDM,2008 December 05
2008020380,TOR,WSH,2008 December 06
2008020381,MTL,NJD,2008 December 06
2008020382,OTT,PIT,2008 December 06
2008020383,NYI,ATL,2008 December 06
2008020384,CAR,PHI,2008 December 06
2008020385,FLA,BOS,2008 December 06
2008020386,DET,CHI,2008 December 06
2008020387,TBL,BUF,2008 December 06
2008020388,NSH,MIN,2008 December 06
2008020389,STL,ARI,2008 December 06
2008020390,SJS,EDM,2008 December 06
2008020391,LAK,CBJ,2008 December 06
2008020392,CAR,WSH,2008 December 07
2008020393,NYR,CGY,2008 December 07
2008020394,CHI,ARI,2008 December 07
2008020395,COL,VAN,2008 December 07
2008020396,ANA,CBJ,2008 December 07
2008020397,BOS,TBL,2008 December 08
2008020398,TOR,NYI,2008 December 08
2008020399,OTT,FLA,2008 December 08
2008020400,PIT,BUF,2008 December 08
2008020401,STL,NSH,2008 December 08
2008020402,PHI,NYI,2008 December 09
2008020403,MTL,CGY,2008 December 09
2008020404,NSH,VAN,2008 December 09
2008020405,BUF,TBL,2008 December 10
2008020406,NJD,PIT,2008 December 10
2008020407,WSH,BOS,2008 December 10
2008020408,ATL,NYR,2008 December 10
2008020408,ATL,NYR,2008 December 10
2008020410,CHI,OTT,2008 December 10
2008020411,DAL,ARI,2008 December 10
2008020412,COL,LAK,2008 December 09
2008020413,ANA,STL,2008 December 10
2008020414,PHI,CAR,2008 December 11
2008020415,CBJ,NSH,2008 December 11
2008020416,MTL,TBL,2008 December 11
2008020417,PIT,NYI,2008 December 11
2008020418,EDM,FLA,2008 December 11
2008020419,ARI,MIN,2008 December 11
2008020420,LAK,STL,2008 December 11
2008020421,SJS,ANA,2008 December 11
2008020422,NJD,NYR,2008 December 12
2008020423,WSH,OTT,2008 December 12
2008020424,BUF,TOR,2008 December 12
2008020425,ATL,BOS,2008 December 12
2008020426,DAL,DET,2008 December 12
2008020427,COL,CHI,2008 December 12
2008020428,CGY,FLA,2008 December 12
2008020429,PHI,PIT,2008 December 13
2008020430,LAK,MIN,2008 December 13
2008020431,BOS,ATL,2008 December 13
2008020432,MTL,WSH,2008 December 13
2008020433,OTT,TBL,2008 December 13
2008020434,NJD,BUF,2008 December 13
2008020435,NYR,CAR,2008 December 13
2008020436,CBJ,NYI,2008 December 13
2008020437,NSH,DAL,2008 December 13
2008020438,ARI,DET,2008 December 13
2008020439,EDM,VAN,2008 December 13
2008020440,SJS,STL,2008 December 13
2008020441,CHI,CBJ,2008 December 14
2008020442,ANA,MIN,2008 December 14
2008020443,VAN,FLA,2008 December 14
2008020444,DET,COL,2008 December 15
2008020445,LAK,SJS,2008 December 15
2008020446,NYI,WSH,2008 December 16
2008020447,PHI,COL,2008 December 16
2008020448,CAR,MTL,2008 December 16
2008020449,TOR,NJD,2008 December 16
2008020450,OTT,ATL,2008 December 16
2008020451,STL,CGY,2008 December 16
2008020452,DAL,ARI,2008 December 16
2008020453,EDM,CHI,2008 December 16
2008020454,ANA,NYR,2008 December 16
2008020455,BUF,NJD,2008 December 17
2008020456,CBJ,SJS,2008 December 17
2008020457,MIN,CGY,2008 December 17
2008020458,VAN,EDM,2008 December 17
2008020459,LAK,NYR,2008 December 17
2008020460,BOS,TOR,2008 December 18
2008020461,WSH,STL,2008 December 18
2008020462,CAR,FLA,2008 December 18
2008020463,ATL,PIT,2008 December 18
2008020464,MTL,PHI,2008 December 18
2008020465,TBL,COL,2008 December 18
2008020466,DET,SJS,2008 December 18
2008020467,DAL,CBJ,2008 December 18
2008020468,ARI,NSH,2008 December 18
2008020469,NJD,OTT,2008 December 19
2008020470,BUF,LAK,2008 December 19
2008020471,MIN,NYI,2008 December 19
2008020472,CGY,CHI,2008 December 19
2008020473,EDM,ANA,2008 December 19
2008020474,BOS,CAR,2008 December 20
2008020475,PHI,WSH,2008 December 20
2008020476,MTL,BUF,2008 December 20
2008020477,OTT,DAL,2008 December 20
2008020478,PIT,TOR,2008 December 20
2008020479,ATL,TBL,2008 December 20
2008020480,DET,LAK,2008 December 20
2008020481,NSH,NYI,2008 December 20
2008020482,STL,MIN,2008 December 20
2008020483,ARI,CBJ,2008 December 20
2008020484,VAN,CHI,2008 December 20
2008020485,SJS,NYR,2008 December 20
2008020486,FLA,COL,2008 December 21
2008020487,STL,BOS,2008 December 21
2008020488,MTL,CAR,2008 December 21
2008020489,NJD,PHI,2008 December 21
2008020490,BUF,PIT,2008 December 22
2008020491,ATL,TOR,2008 December 22
2008020492,EDM,ARI,2008 December 22
2008020493,VAN,ANA,2008 December 22
2008020494,NJD,BOS,2008 December 23
2008020495,NYI,ATL,2008 December 23
2008020496,NYR,WSH,2008 December 23
2008020497,PHI,OTT,2008 December 23
2008020498,CBJ,LAK,2008 December 23
2008020499,TOR,DAL,2008 December 23
2008020500,PIT,TBL,2008 December 23
2008020501,FLA,NSH,2008 December 23
2008020502,DET,STL,2008 December 23
2008020503,MIN,CAR,2008 December 23
2008020504,COL,ARI,2008 December 23
2008020505,CGY,ANA,2008 December 23
2008020506,SJS,VAN,2008 December 23
2008020507,NJD,PIT,2008 December 26
2008020508,NYI,TOR,2008 December 26
2008020509,WSH,BUF,2008 December 26
2008020510,ATL,CAR,2008 December 26
2008020511,FLA,TBL,2008 December 26
2008020512,NSH,DET,2008 December 26
2008020513,CHI,PHI,2008 December 26
2008020514,VAN,EDM,2008 December 26
2008020515,LAK,ARI,2008 December 26
2008020516,BUF,NYI,2008 December 27
2008020517,PIT,MTL,2008 December 27
2008020518,CAR,BOS,2008 December 27
2008020519,CBJ,PHI,2008 December 27
2008020520,NYR,NJD,2008 December 27
2008020521,TBL,FLA,2008 December 27
2008020522,DAL,ANA,2008 December 27
2008020523,STL,SJS,2008 December 27
2008020524,COL,DET,2008 December 27
2008020525,ARI,LAK,2008 December 27
2008020526,CGY,OTT,2008 December 27
2008020527,ATL,BOS,2008 December 28
2008020528,STL,ANA,2008 December 28
2008020529,MIN,CHI,2008 December 28
2008020530,WSH,TOR,2008 December 28
2008020531,EDM,NSH,2008 December 28
2008020532,VAN,OTT,2008 December 28
2008020533,NYR,NYI,2008 December 29
2008020534,FLA,MTL,2008 December 29
2008020535,DAL,SJS,2008 December 29
2008020536,COL,NSH,2008 December 29
2008020537,CGY,MIN,2008 December 29
2008020538,LAK,CBJ,2008 December 29
2008020539,BUF,WSH,2008 December 30
2008020540,TOR,ATL,2008 December 30
2008020541,PIT,BOS,2008 December 30
2008020542,TBL,MTL,2008 December 30
2008020543,DET,CHI,2008 December 30
2008020544,STL,NJD,2008 December 30
2008020545,EDM,OTT,2008 December 30
2008020546,VAN,PHI,2008 December 30
2008020547,NYI,FLA,2008 December 31
2008020548,MIN,SJS,2008 December 31
2008020549,CAR,ATL,2008 December 31
2008020550,ARI,COL,2008 December 31
2008020551,DAL,NJD,2008 December 31
2008020552,ANA,CBJ,2008 December 31
2008020553,CGY,EDM,2008 December 31
2008020554,CHI,DET,2009 January 01
2008020555,BOS,PIT,2009 January 01
2008020556,TOR,BUF,2009 January 01
2008020557,WSH,TBL,2009 January 01
2008020558,NSH,VAN,2009 January 01
2008020559,NJD,MTL,2009 January 02
2008020560,CAR,STL,2009 January 02
2008020561,ATL,VAN,2009 January 02
2008020562,COL,CBJ,2009 January 02
2008020563,ARI,NYI,2009 January 02
2008020564,ANA,PHI,2009 January 02
2008020565,BOS,BUF,2009 January 03
2008020566,PIT,FLA,2009 January 03
2008020567,NSH,CGY,2009 January 03
2008020568,TOR,OTT,2009 January 03
2008020569,WSH,NYR,2009 January 03
2008020570,TBL,CAR,2009 January 03
2008020571,MIN,DET,2009 January 03
2008020572,STL,CBJ,2009 January 03
2008020573,EDM,DAL,2009 January 03
2008020574,LAK,PHI,2009 January 03
2008020575,SJS,NYI,2009 January 03
2008020576,MTL,FLA,2009 January 04
2008020577,ATL,TBL,2009 January 04
2008020578,NJD,OTT,2009 January 04
2008020579,CHI,CGY,2009 January 04
2008020580,COL,MIN,2009 January 04
2008020581,ANA,ARI,2009 January 04
2008020582,VAN,DAL,2009 January 04
2008020583,NYR,PIT,2009 January 05
2008020584,EDM,NYI,2009 January 05
2008020585,BOS,MIN,2009 January 06
2008020586,BUF,OTT,2009 January 06
2008020587,WSH,PHI,2009 January 06
2008020588,CAR,NJD,2009 January 06
2008020589,TOR,FLA,2009 January 06
2008020590,PIT,ATL,2009 January 06
2008020591,DET,CBJ,2009 January 06
2008020592,NSH,COL,2009 January 06
2008020593,CGY,SJS,2009 January 06
2008020594,ARI,CHI,2009 January 06
2008020595,ANA,LAK,2009 January 06
2008020596,NYR,MTL,2009 January 07
2008020597,EDM,VAN,2009 January 07
2008020598,BOS,OTT,2009 January 08
2008020599,NJD,ATL,2009 January 08
2008020600,PHI,MIN,2009 January 08
2008020601,MTL,TOR,2009 January 08
2008020602,FLA,CAR,2009 January 08
2008020603,DET,DAL,2009 January 08
2008020604,NSH,PIT,2009 January 08
2008020605,COL,CHI,2009 January 08
2008020606,CGY,NYI,2009 January 08
2008020607,ARI,TBL,2009 January 08
2008020608,LAK,ANA,2009 January 08
2008020609,WSH,CBJ,2009 January 09
2008020610,BUF,NYR,2009 January 09
2008020611,EDM,SJS,2009 January 09
2008020612,VAN,STL,2009 January 09
2008020613,ANA,TBL,2009 January 09
2008020614,BOS,CAR,2009 January 10
2008020615,COL,PIT,2009 January 10
2008020616,MTL,WSH,2009 January 10
2008020617,OTT,NYR,2009 January 10
2008020618,PHI,TOR,2009 January 10
2008020619,FLA,ATL,2009 January 10
2008020620,DET,BUF,2009 January 10
2008020621,CBJ,MIN,2009 January 10
2008020622,NSH,CHI,2009 January 10
2008020623,ARI,DAL,2009 January 10
2008020624,VAN,SJS,2009 January 10
2008020625,LAK,NJD,2009 January 10
2008020626,CHI,NSH,2009 January 11
2008020627,EDM,STL,2009 January 11
2008020628,ANA,NJD,2009 January 11
2008020629,DAL,DET,2009 January 12
2008020630,LAK,TBL,2009 January 12
2008020631,BOS,MTL,2009 January 13
2008020632,NYI,NYR,2009 January 13
2008020633,PHI,PIT,2009 January 13
2008020634,WSH,EDM,2009 January 13
2008020635,CBJ,COL,2009 January 13
2008020636,TOR,NSH,2009 January 13
2008020637,OTT,CAR,2009 January 13
2008020638,MIN,ARI,2009 January 13
2008020639,CGY,STL,2009 January 13
2008020640,VAN,NJD,2009 January 13
2008020641,SJS,TBL,2009 January 13
2008020642,PIT,WSH,2009 January 14
2008020643,ATL,OTT,2009 January 14
2008020644,CHI,BUF,2009 January 14
2008020645,ANA,DET,2009 January 14
2008020646,NYI,BOS,2009 January 15
2008020647,CAR,TOR,2009 January 15
2008020648,MTL,NSH,2009 January 15
2008020649,TBL,PHI,2009 January 15
2008020650,MIN,EDM,2009 January 15
2008020651,STL,COL,2009 January 15
2008020652,DAL,BUF,2009 January 15
2008020653,VAN,ARI,2009 January 15
2008020654,LAK,DET,2009 January 15
2008020655,SJS,CGY,2009 January 15
2008020656,CBJ,NJD,2009 January 16
2008020657,PIT,ANA,2009 January 16
2008020658,ATL,TOR,2009 January 16
2008020659,FLA,PHI,2009 January 16
2008020660,CHI,NYR,2009 January 16
2008020661,COL,EDM,2009 January 16
2008020662,DAL,LAK,2009 January 17
2008020663,BUF,CAR,2009 January 17
2008020664,OTT,MTL,2009 January 17
2008020665,NYI,NJD,2009 January 17
2008020666,WSH,BOS,2009 January 17
2008020667,TBL,FLA,2009 January 17
2008020668,NSH,ATL,2009 January 17
2008020669,STL,CHI,2009 January 17
2008020670,MIN,ANA,2009 January 17
2008020671,CGY,ARI,2009 January 17
2008020672,SJS,DET,2009 January 17
2008020673,PIT,NYR,2009 January 18
2008020674,COL,CGY,2009 January 18
2008020675,EDM,ARI,2009 January 18
2008020676,VAN,CBJ,2009 January 18
2008020677,BOS,STL,2009 January 19
2008020678,NYI,WSH,2009 January 19
2008020679,TOR,CAR,2009 January 19
2008020680,TBL,DAL,2009 January 19
2008020681,FLA,BUF,2009 January 19
2008020682,CHI,MIN,2009 January 19
2008020683,NSH,NJD,2009 January 19
2008020684,NYR,ANA,2009 January 20
2008020685,ATL,MTL,2009 January 20
2008020686,OTT,WSH,2009 January 20
2008020687,PIT,CAR,2009 January 20
2008020688,MIN,LAK,2009 January 20
2008020689,EDM,CBJ,2009 January 20
2008020690,ARI,DET,2009 January 20
2008020691,SJS,VAN,2009 January 20
2008020692,NJD,MTL,2009 January 21
2008020693,NYI,ANA,2009 January 21
2008020694,PHI,ATL,2009 January 21
2008020695,TOR,BOS,2009 January 21
2008020696,TBL,BUF,2009 January 21
2008020697,FLA,DAL,2009 January 21
2008020698,CHI,STL,2009 January 21
2008020699,COL,LAK,2009 January 21
2008020700,CGY,CBJ,2009 January 21
2008020701,BOS,WSH,2009 January 27
2008020702,NYR,CAR,2009 January 27
