id,homeAbbrev,awayAbbrev,est
2022020391,LAK,CAR,2022 December 03 22:30:00
2022020392,WPG,ANA,2022 December 04 15:00:00
2022020393,DAL,MIN,2022 December 04 15:00:00
2022020394,CBJ,DET,2022 December 04 18:00:00
2022020395,BUF,SJS,2022 December 04 19:00:00
2022020396,NYI,CHI,2022 December 04 19:30:00
2022020397,PHI,COL,2022 December 05 19:00:00
2022020398,NYR,STL,2022 December 05 19:00:00
2022020399,BOS,VGK,2022 December 05 19:00:00
2022020400,EDM,WSH,2022 December 05 20:30:00
2022020401,CGY,ARI,2022 December 05 21:00:00
2022020402,VAN,MTL,2022 December 05 22:30:00
2022020403,NJD,CHI,2022 December 06 19:00:00
2022020404,PIT,CBJ,2022 December 06 19:00:00
2022020405,TBL,DET,2022 December 06 19:00:00
2022020406,OTT,LAK,2022 December 06 19:00:00
2022020407,NYI,STL,2022 December 06 19:30:00
2022020408,WPG,FLA,2022 December 06 20:00:00
2022020409,DAL,TOR,2022 December 06 20:30:00
2022020410,ANA,CAR,2022 December 06 22:00:00
2022020411,SEA,MTL,2022 December 06 22:00:00
2022020412,CBJ,BUF,2022 December 07 19:30:00
2022020413,PHI,WSH,2022 December 07 19:00:00
2022020414,CGY,MIN,2022 December 07 20:00:00
2022020415,COL,BOS,2022 December 07 21:00:00
2022020416,EDM,ARI,2022 December 07 21:30:00
2022020417,VGK,NYR,2022 December 07 22:00:00
2022020418,SJS,VAN,2022 December 07 22:30:00
2022020419,FLA,DET,2022 December 08 19:30:00
2022020420,TOR,LAK,2022 December 08 19:00:00
2022020421,TBL,NSH,2022 December 08 19:00:00
2022020422,STL,WPG,2022 December 08 20:00:00
2022020423,DAL,OTT,2022 December 08 20:30:00
2022020424,CBJ,CGY,2022 December 09 19:00:00
2022020425,NJD,NYI,2022 December 09 19:00:00
2022020426,BUF,PIT,2022 December 09 19:00:00
2022020427,WSH,SEA,2022 December 09 19:00:00
2022020428,CHI,WPG,2022 December 09 20:30:00
2022020429,EDM,MIN,2022 December 09 21:00:00
2022020430,COL,NYR,2022 December 09 21:00:00
2022020431,ARI,BOS,2022 December 09 21:30:00
2022020432,VGK,PHI,2022 December 09 22:00:00
2022020433,ANA,SJS,2022 December 09 22:00:00
2022020434,NSH,OTT,2022 December 10 13:30:00
2022020435,DAL,DET,2022 December 10 14:00:00
2022020436,TBL,FLA,2022 December 10 16:30:00
2022020437,PIT,BUF,2022 December 10 19:00:00
2022020438,TOR,CGY,2022 December 10 19:00:00
2022020439,MTL,LAK,2022 December 10 19:00:00
2022020440,NYI,CAR,2022 December 10 19:30:00
2022020441,VAN,MIN,2022 December 10 22:00:00
2022020442,STL,COL,2022 December 11 15:00:00
2022020443,CBJ,LAK,2022 December 11 18:00:00
2022020444,FLA,SEA,2022 December 11 18:00:00
2022020445,ARI,PHI,2022 December 11 19:00:00
2022020446,WPG,WSH,2022 December 11 19:00:00
2022020447,VGK,BOS,2022 December 11 20:00:00
2022020448,MTL,CGY,2022 December 12 19:00:00
2022020449,PIT,DAL,2022 December 12 19:00:00
2022020450,NYR,NJD,2022 December 12 19:00:00
2022020451,OTT,ANA,2022 December 12 19:30:00
2022020452,MIN,EDM,2022 December 12 20:00:00
2022020453,STL,NSH,2022 December 12 20:00:00
2022020454,TOR,ANA,2022 December 13 19:00:00
2022020455,FLA,CBJ,2022 December 13 19:00:00
2022020456,NJD,DAL,2022 December 13 19:00:00
2022020457,BUF,LAK,2022 December 13 19:00:00
2022020458,BOS,NYI,2022 December 13 19:00:00
2022020459,TBL,SEA,2022 December 13 19:00:00
2022020460,DET,CAR,2022 December 13 19:00:00
2022020461,NSH,EDM,2022 December 13 20:00:00
2022020462,WPG,VGK,2022 December 13 20:00:00
2022020463,CHI,WSH,2022 December 13 21:00:00
2022020464,COL,PHI,2022 December 13 21:00:00
2022020465,SJS,ARI,2022 December 13 22:30:00
2022020466,OTT,MTL,2022 December 14 19:00:00
2022020467,MIN,DET,2022 December 14 19:30:00
2022020468,CGY,VAN,2022 December 14 22:00:00
2022020469,MTL,ANA,2022 December 15 19:00:00
2022020470,TBL,CBJ,2022 December 15 19:00:00
2022020471,WSH,DAL,2022 December 15 19:00:00
2022020472,BOS,LAK,2022 December 15 19:00:00
2022020473,NJD,PHI,2022 December 15 19:00:00
2022020474,FLA,PIT,2022 December 15 19:00:00
2022020475,CAR,SEA,2022 December 15 19:00:00
2022020476,NYR,TOR,2022 December 15 19:00:00
2022020477,WPG,NSH,2022 December 15 20:00:00
2022020478,CHI,VGK,2022 December 15 20:30:00
2022020479,COL,BUF,2022 December 15 21:00:00
2022020480,EDM,STL,2022 December 15 21:00:00
2022020481,MIN,CHI,2022 December 16 20:00:00
2022020482,CGY,STL,2022 December 16 21:00:00
2022020483,ARI,NYI,2022 December 16 21:30:00
2022020484,BOS,CBJ,2022 December 17 13:00:00
2022020485,DET,OTT,2022 December 17 13:00:00
2022020486,EDM,ANA,2022 December 17 16:00:00
2022020487,CAR,DAL,2022 December 17 19:00:00
2022020488,NJD,FLA,2022 December 17 19:30:00
2022020489,PHI,NYR,2022 December 17 19:00:00
2022020490,MTL,TBL,2022 December 17 19:00:00
2022020491,WSH,TOR,2022 December 17 19:00:00
2022020492,ARI,BUF,2022 December 17 21:00:00
2022020493,COL,NSH,2022 December 17 21:00:00
2022020494,VGK,NYI,2022 December 17 22:00:00
2022020495,VAN,WPG,2022 December 17 22:00:00
2022020496,LAK,SJS,2022 December 17 22:30:00
2022020497,MIN,OTT,2022 December 18 14:00:00
2022020498,CAR,PIT,2022 December 18 17:00:00
2022020499,CHI,NYR,2022 December 18 19:30:00
2022020500,SEA,WPG,2022 December 18 20:00:00
2022020501,SJS,CGY,2022 December 18 22:00:00
2022020502,CBJ,DAL,2022 December 19 19:00:00
2022020503,WSH,DET,2022 December 19 19:00:00
2022020504,BOS,FLA,2022 December 19 19:00:00
2022020505,NSH,EDM,2022 December 19 20:00:00
2022020506,COL,NYI,2022 December 19 21:00:00
2022020507,VGK,BUF,2022 December 19 22:00:00
2022020508,ARI,MTL,2022 December 19 22:00:00
2022020509,VAN,STL,2022 December 19 22:30:00
2022020510,PHI,CBJ,2022 December 20 19:00:00
2022020511,PIT,NYR,2022 December 20 19:00:00
2022020512,CAR,NJD,2022 December 20 19:00:00
2022020513,TOR,TBL,2022 December 20 19:00:00
2022020514,WPG,OTT,2022 December 20 20:00:00
2022020515,SEA,STL,2022 December 20 22:00:00
2022020516,LAK,ANA,2022 December 20 22:30:00
2022020517,SJS,CGY,2022 December 20 22:30:00
2022020518,FLA,NJD,2022 December 21 19:00:00
2022020519,DET,TBL,2022 December 21 19:00:00
2022020520,COL,MTL,2022 December 21 20:00:00
2022020521,CHI,NSH,2022 December 21 20:30:00
2022020522,DAL,EDM,2022 December 21 21:30:00
2022020523,VGK,ARI,2022 December 21 22:00:00
2022020524,ANA,MIN,2022 December 21 22:00:00
2022020525,TOR,PHI,2022 December 22 14:00:00
2022020526,PIT,CAR,2022 December 22 19:00:00
2022020527,NYR,NYI,2022 December 22 19:00:00
2022020528,OTT,WSH,2022 December 22 19:00:00
2022020529,BOS,WPG,2022 December 22 19:00:00
2022020530,VAN,SEA,2022 December 22 22:00:00
2022020531,LAK,CGY,2022 December 22 22:30:00
2022020532,SJS,MIN,2022 December 22 22:30:00
2022020533,NJD,BOS,2022 December 23 19:00:00
2022020534,OTT,DET,2023 February 27 19:00:00
2022020535,CAR,PHI,2022 December 23 19:00:00
2022020536,BUF,TBL,2023 March 04 12:30:00
2022020537,WSH,WPG,2022 December 23 19:00:00
2022020538,NYI,FLA,2022 December 23 19:30:00
2022020539,NSH,COL,2022 December 23 20:00:00
