id,homeAbbrev,awayAbbrev,est
2023020099,NJD,WSH,2023 October 25 19:30:00
2023020100,BOS,ANA,2023 October 26 19:00:00
2023020101,CAR,SEA,2023 October 26 19:00:00
2023020102,DET,WPG,2023 October 26 19:00:00
2023020103,MTL,CBJ,2023 October 26 19:00:00
2023020104,PHI,MIN,2023 October 26 19:30:00
2023020105,PIT,COL,2023 October 26 19:00:00
2023020106,TBL,SJS,2023 October 26 19:00:00
2023020107,NYI,OTT,2023 October 26 19:30:00
2023020108,DAL,TOR,2023 October 26 20:00:00
2023020109,CGY,STL,2023 October 26 21:00:00
2023020110,EDM,NYR,2023 October 26 21:00:00
2023020111,VGK,CHI,2023 October 27 18:00:00
2023020112,CAR,SJS,2023 October 27 19:00:00
2023020113,NJD,BUF,2023 October 27 19:00:00
2023020114,WSH,MIN,2023 October 27 19:00:00
2023020115,ARI,LAK,2023 October 27 22:00:00
2023020116,VAN,STL,2023 October 27 22:00:00
2023020117,PHI,ANA,2023 October 28 13:00:00
2023020118,FLA,SEA,2023 October 28 18:00:00
2023020119,BOS,DET,2023 October 28 19:00:00
2023020120,CBJ,NYI,2023 October 28 19:00:00
2023020121,MTL,WPG,2023 October 28 19:00:00
2023020122,NSH,TOR,2023 October 28 19:00:00
2023020123,PIT,OTT,2023 October 28 19:00:00
2023020124,VAN,NYR,2023 October 28 22:00:00
2023020125,LAK,VGK,2023 October 28 22:30:00
2023020126,BUF,COL,2023 October 29 13:00:00
2023020127,NJD,MIN,2023 October 29 17:00:00
2023020128,WSH,SJS,2023 October 29 17:00:00
2023020129,EDM,CGY,2023 October 29 19:00:00
2023020130,BOS,FLA,2023 October 30 19:00:00
2023020131,PHI,CAR,2023 October 30 19:00:00
2023020132,PIT,ANA,2023 October 30 19:00:00
2023020133,TBL,SEA,2023 October 30 19:00:00
2023020134,NYI,DET,2023 October 30 19:30:00
2023020135,WPG,NYR,2023 October 30 19:30:00
2023020136,DAL,CBJ,2023 October 30 20:00:00
2023020137,ARI,CHI,2023 October 30 22:00:00
2023020138,VGK,MTL,2023 October 30 22:00:00
2023020139,TOR,LAK,2023 October 31 20:00:00
2023020140,VAN,NSH,2023 October 31 22:00:00
2023020141,PHI,BUF,2023 November 01 19:00:00
2023020142,CGY,DAL,2023 November 01 20:30:00
2023020143,COL,STL,2023 November 01 21:30:00
2023020144,ANA,ARI,2023 November 01 22:00:00
2023020145,BOS,TOR,2023 November 02 19:30:00
2023020146,CBJ,TBL,2023 November 02 19:00:00
2023020147,DET,FLA,2023 November 02 19:00:00
2023020148,NYR,CAR,2023 November 02 19:00:00
2023020149,OTT,LAK,2023 November 02 19:00:00
2023020150,WSH,NYI,2023 November 02 19:00:00
2023020151,MIN,NJD,2023 November 02 20:00:00
2023020152,EDM,DAL,2023 November 02 21:00:00
2023020153,ARI,MTL,2023 November 02 22:00:00
2023020154,SEA,NSH,2023 November 02 22:00:00
2023020155,VGK,WPG,2023 November 02 22:00:00
2023020156,SJS,VAN,2023 November 02 22:30:00
2023020157,BUF,PHI,2023 November 03 19:00:00
2023020158,STL,NJD,2023 November 03 20:00:00
2023020159,EDM,NSH,2023 November 04 15:00:00
2023020160,ARI,WPG,2023 November 04 16:00:00
2023020161,DET,BOS,2023 November 04 19:00:00
2023020162,OTT,TBL,2023 November 04 19:00:00
2023020163,PHI,LAK,2023 November 04 19:30:00
2023020164,STL,MTL,2023 November 04 19:00:00
2023020165,TOR,BUF,2023 November 04 19:00:00
2023020166,WSH,CBJ,2023 November 04 19:00:00
2023020167,NYI,CAR,2023 November 04 19:30:00
2023020168,CHI,FLA,2023 November 04 20:00:00
2023020169,MIN,NYR,2023 November 04 20:00:00
2023020170,SEA,CGY,2023 November 04 22:00:00
2023020171,SJS,PIT,2023 November 04 22:00:00
2023020172,VAN,DAL,2023 November 04 22:00:00
2023020173,VGK,COL,2023 November 04 22:00:00
2023020174,CHI,NJD,2023 November 05 19:00:00
2023020175,ANA,VGK,2023 November 05 20:00:00
2023020176,FLA,CBJ,2023 November 06 19:00:00
2023020177,TOR,TBL,2023 November 06 19:00:00
2023020178,DAL,BOS,2023 November 06 20:00:00
2023020179,VAN,EDM,2023 November 06 22:00:00
2023020180,CAR,BUF,2023 November 07 19:00:00
2023020181,MTL,TBL,2023 November 07 19:00:00
2023020182,NYI,MIN,2023 November 07 19:30:00
2023020183,NYR,DET,2023 November 07 19:30:00
2023020184,STL,WPG,2023 November 07 20:00:00
2023020185,ARI,SEA,2023 November 07 21:00:00
2023020186,CGY,NSH,2023 November 07 21:00:00
2023020187,ANA,PIT,2023 November 07 22:00:00
2023020188,COL,NJD,2023 November 07 22:00:00
2023020189,SJS,PHI,2023 November 07 22:30:00
2023020190,TOR,OTT,2023 November 08 19:00:00
2023020191,WSH,FLA,2023 November 08 19:30:00
2023020192,VGK,LAK,2023 November 08 22:00:00
2023020193,BOS,NYI,2023 November 09 19:00:00
2023020194,CBJ,DAL,2023 November 09 19:30:00
2023020195,DET,MTL,2023 November 09 19:00:00
2023020196,NYR,MIN,2023 November 09 19:00:00
2023020197,OTT,VAN,2023 November 09 19:00:00
2023020198,TBL,CHI,2023 November 09 19:00:00
2023020199,STL,ARI,2023 November 09 20:00:00
2023020200,WPG,NSH,2023 November 09 20:00:00
2023020201,COL,SEA,2023 November 09 21:00:00
2023020202,LAK,PIT,2023 November 09 22:30:00
2023020203,SJS,EDM,2023 November 09 22:30:00
2023020204,BUF,MIN,2023 November 10 19:00:00
2023020205,FLA,CAR,2023 November 10 19:00:00
2023020206,NJD,WSH,2023 November 10 19:00:00
2023020207,TOR,CGY,2023 November 10 19:00:00
2023020208,ANA,PHI,2023 November 10 22:00:00
2023020209,VGK,SJS,2023 November 10 22:00:00
2023020210,DET,CBJ,2023 November 11 13:00:00
2023020211,WPG,DAL,2023 November 11 15:00:00
2023020212,MTL,BOS,2023 November 11 19:00:00
2023020213,OTT,CGY,2023 November 11 19:00:00
2023020214,TBL,CAR,2023 November 11 19:00:00
2023020215,TOR,VAN,2023 November 11 19:00:00
2023020216,NYI,WSH,2023 November 11 19:30:00
2023020217,PIT,BUF,2023 November 11 19:30:00
2023020218,NSH,ARI,2023 November 11 20:00:00
2023020219,COL,STL,2023 November 11 21:00:00
2023020220,SEA,EDM,2023 November 11 22:00:00
2023020221,LAK,PHI,2023 November 11 22:30:00
2023020222,FLA,CHI,2023 November 12 13:00:00
2023020223,MIN,DAL,2023 November 12 18:00:00
2023020224,MTL,VAN,2023 November 12 19:00:00
2023020225,NYR,CBJ,2023 November 12 19:00:00
2023020226,ANA,SJS,2023 November 12 20:00:00
2023020227,EDM,NYI,2023 November 13 20:30:00
2023020228,SEA,COL,2023 November 13 22:00:00
2023020229,BUF,BOS,2023 November 14 19:00:00
2023020230,CBJ,PIT,2023 November 14 19:00:00
2023020231,MTL,CGY,2023 November 14 19:00:00
2023020232,WSH,VGK,2023 November 14 19:00:00
2023020233,DAL,ARI,2023 November 14 20:00:00
2023020234,NSH,ANA,2023 November 14 20:00:00
2023020235,STL,TBL,2023 November 14 20:00:00
2023020236,WPG,NJD,2023 November 14 20:00:00
2023020237,SJS,FLA,2023 November 14 22:30:00
2023020238,CAR,PHI,2023 November 15 19:30:00
2023020239,EDM,SEA,2023 November 15 20:30:00
2023020240,COL,ANA,2023 November 15 21:00:00
2023020241,VAN,NYI,2023 November 15 22:00:00
2023020242,OTT,DET,2023 November 16 14:00:00
2023020243,CBJ,ARI,2023 November 16 19:00:00
2023020244,MTL,VGK,2023 November 16 19:00:00
2023020245,PIT,NJD,2023 November 16 19:00:00
2023020246,CHI,TBL,2023 November 16 20:00:00
2023020247,CGY,VAN,2023 November 16 21:00:00
2023020248,SEA,NYI,2023 November 16 22:00:00
2023020249,LAK,FLA,2023 November 16 22:30:00
2023020250,SJS,STL,2023 November 16 22:30:00
2023020251,DET,TOR,2023 November 17 14:00:00
2023020252,WPG,BUF,2023 November 17 20:00:00
2023020253,ANA,FLA,2023 November 17 22:00:00
2023020254,OTT,MIN,2023 November 18 11:00:00
2023020255,PHI,VGK,2023 November 18 13:00:00
2023020256,NSH,CHI,2023 November 18 14:00:00
2023020257,TBL,EDM,2023 November 18 16:00:00
2023020258,BOS,MTL,2023 November 18 19:00:00
2023020259,CAR,PIT,2023 November 18 19:00:00
2023020260,CGY,NYI,2023 November 18 19:00:00
2023020261,NJD,NYR,2023 November 18 19:00:00
2023020262,WPG,ARI,2023 November 18 19:00:00
2023020263,WSH,CBJ,2023 November 18 19:30:00
2023020264,DAL,COL,2023 November 18 20:00:00
2023020265,VAN,SEA,2023 November 18 22:00:00
2023020266,LAK,STL,2023 November 18 22:30:00
2023020267,MIN,TOR,2023 November 19 08:00:00
2023020268,PHI,CBJ,2023 November 19 17:30:00
2023020269,PIT,VGK,2023 November 19 18:00:00
2023020270,CHI,BUF,2023 November 19 19:00:00
2023020271,ANA,STL,2023 November 19 20:00:00
2023020272,FLA,EDM,2023 November 20 19:00:00
2023020273,TBL,BOS,2023 November 20 19:00:00
2023020274,DAL,NYR,2023 November 20 20:00:00
2023020275,NSH,COL,2023 November 20 20:00:00
2023020276,ARI,LAK,2023 November 20 21:00:00
2023020277,SEA,CGY,2023 November 20 22:00:00
2023020278,VAN,SJS,2023 November 20 22:00:00
2023020279,CAR,EDM,2023 November 22 19:00:00
2023020280,CBJ,CHI,2023 November 22 19:00:00
2023020281,DET,NJD,2023 November 22 19:00:00
2023020282,FLA,BOS,2023 November 22 19:00:00
2023020283,PIT,NYR,2023 November 22 19:00:00
2023020284,TBL,WPG,2023 November 22 19:00:00
2023020285,WSH,BUF,2023 November 22 19:00:00
2023020286,NYI,PHI,2023 November 22 19:30:00
2023020287,ARI,STL,2023 November 22 21:00:00
2023020288,NSH,CGY,2023 November 22 21:00:00
2023020289,DAL,VGK,2023 November 22 21:30:00
2023020290,ANA,MTL,2023 November 22 22:00:00
2023020291,COL,VAN,2023 November 22 22:00:00
2023020292,SEA,SJS,2023 November 22 22:00:00
2023020293,BOS,DET,2023 November 24 13:00:00
2023020294,PHI,NYR,2023 November 24 13:00:00
2023020295,CHI,TOR,2023 November 24 14:00:00
2023020296,NJD,CBJ,2023 November 24 15:00:00
2023020297,STL,NSH,2023 November 24 15:00:00
2023020298,WSH,EDM,2023 November 24 15:00:00
2023020299,ANA,LAK,2023 November 24 15:30:00
2023020300,SJS,MTL,2023 November 24 15:30:00
2023020301,BUF,PIT,2023 November 24 18:00:00
2023020302,OTT,NYI,2023 November 24 19:30:00
2023020303,CAR,TBL,2023 November 24 20:00:00
2023020304,FLA,WPG,2023 November 24 20:00:00
2023020305,DAL,CGY,2023 November 24 20:30:00
2023020306,MIN,COL,2023 November 24 20:30:00
2023020307,SEA,VAN,2023 November 24 22:00:00
2023020308,NYR,BOS,2023 November 25 13:00:00
2023020309,LAK,MTL,2023 November 25 16:00:00
2023020310,NJD,BUF,2023 November 25 19:00:00
2023020311,PIT,TOR,2023 November 25 19:00:00
2023020312,NYI,PHI,2023 November 25 19:30:00
2023020313,COL,CGY,2023 November 25 22:00:00
2023020314,SJS,VAN,2023 November 25 22:00:00
2023020315,VGK,ARI,2023 November 25 22:00:00
2023020316,DET,MIN,2023 November 26 13:00:00
2023020317,CHI,STL,2023 November 26 14:00:00
2023020318,CAR,CBJ,2023 November 26 17:00:00
2023020319,NSH,WPG,2023 November 26 20:00:00
2023020320,EDM,ANA,2023 November 26 21:00:00
2023020321,CBJ,BOS,2023 November 27 19:00:00
2023020322,NYR,BUF,2023 November 27 19:00:00
2023020323,OTT,FLA,2023 November 27 19:00:00
2023020324,COL,TBL,2023 November 27 21:00:00
2023020325,CGY,VGK,2023 November 27 21:30:00
2023020326,SJS,WSH,2023 November 27 22:30:00
2023020327,NJD,NYI,2023 November 28 19:00:00
2023020328,PHI,CAR,2023 November 28 19:30:00
2023020329,TOR,FLA,2023 November 28 19:00:00
2023020330,MIN,STL,2023 November 28 20:00:00
2023020331,NSH,PIT,2023 November 28 20:00:00
2023020332,WPG,DAL,2023 November 28 20:00:00
2023020333,CHI,SEA,2023 November 28 20:30:00
2023020334,ARI,TBL,2023 November 28 21:00:00
2023020335,EDM,VGK,2023 November 28 21:00:00
2023020336,VAN,ANA,2023 November 28 22:00:00
2023020337,CBJ,MTL,2023 November 29 19:00:00
2023020338,NYR,DET,2023 November 29 19:30:00
2023020339,LAK,WSH,2023 November 29 22:30:00
2023020340,BOS,SJS,2023 November 30 19:00:00
2023020341,CAR,NYI,2023 November 30 19:30:00
2023020342,DET,CHI,2023 November 30 19:00:00
2023020343,MTL,FLA,2023 November 30 19:00:00
2023020344,PHI,NJD,2023 November 30 19:00:00
2023020345,TBL,PIT,2023 November 30 19:00:00
2023020346,TOR,SEA,2023 November 30 19:00:00
2023020347,NSH,MIN,2023 November 30 20:00:00
2023020348,STL,BUF,2023 November 30 20:00:00
2023020349,WPG,EDM,2023 November 30 20:00:00
2023020350,ARI,COL,2023 November 30 21:00:00
2023020351,CGY,DAL,2023 November 30 21:00:00
2023020352,ANA,WSH,2023 November 30 22:00:00
2023020353,VAN,VGK,2023 November 30 22:00:00
2023020354,CBJ,OTT,2023 December 01 19:00:00
2023020355,NJD,SJS,2023 December 01 19:00:00
2023020356,DAL,TBL,2023 December 02 14:00:00
2023020357,WPG,CHI,2023 December 02 15:00:00
2023020358,NSH,NYR,2023 December 02 16:30:00
2023020359,FLA,NYI,2023 December 02 18:00:00
2023020360,CAR,BUF,2023 December 02 19:00:00
2023020361,MTL,DET,2023 December 02 19:00:00
2023020362,OTT,SEA,2023 December 02 19:00:00
2023020363,PIT,PHI,2023 December 02 19:00:00
2023020364,TOR,BOS,2023 December 02 19:00:00
2023020365,ARI,STL,2023 December 02 21:00:00
2023020366,ANA,COL,2023 December 02 22:00:00
2023020367,CGY,VAN,2023 December 02 22:00:00
2023020368,VGK,WSH,2023 December 02 22:00:00
2023020369,MIN,CHI,2023 December 03 14:00:00
2023020370,NYR,SJS,2023 December 03 18:00:00
2023020371,BOS,CBJ,2023 December 03 19:00:00
2023020372,BUF,NSH,2023 December 03 19:00:00
2023020373,LAK,COL,2023 December 03 20:00:00
2023020374,PHI,PIT,2023 December 04 19:00:00
2023020375,TBL,DAL,2023 December 04 19:00:00
2023020376,MTL,SEA,2023 December 04 19:30:00
2023020377,WPG,CAR,2023 December 04 19:30:00
2023020378,ARI,WSH,2023 December 04 21:00:00
2023020379,VGK,STL,2023 December 04 22:00:00
2023020380,BUF,DET,2023 December 05 19:30:00
2023020381,CBJ,LAK,2023 December 05 19:00:00
2023020382,OTT,NYR,2023 December 05 19:00:00
2023020383,NYI,SJS,2023 December 05 19:30:00
2023020384,CHI,NSH,2023 December 05 20:30:00
2023020385,CGY,MIN,2023 December 05 21:00:00
2023020386,COL,ANA,2023 December 05 21:00:00
2023020387,VAN,NJD,2023 December 05 22:00:00
2023020388,FLA,DAL,2023 December 06 19:00:00
2023020389,TBL,PIT,2023 December 06 19:00:00
2023020390,STL,VGK,2023 December 06 21:00:00
2023020391,EDM,CAR,2023 December 06 21:30:00
2023020392,BOS,BUF,2023 December 07 19:00:00
2023020393,DET,SJS,2023 December 07 19:00:00
2023020394,MTL,LAK,2023 December 07 19:00:00
2023020395,OTT,TOR,2023 December 07 19:00:00
2023020396,WSH,DAL,2023 December 07 20:00:00
2023020397,NYI,CBJ,2023 December 07 19:30:00
2023020398,NSH,TBL,2023 December 07 20:00:00
2023020399,CHI,ANA,2023 December 07 20:30:00
2023020400,ARI,PHI,2023 December 07 21:00:00
2023020401,CGY,CAR,2023 December 07 21:00:00
2023020402,COL,WPG,2023 December 07 21:00:00
2023020403,SEA,NJD,2023 December 07 22:30:00
2023020404,VAN,MIN,2023 December 07 22:00:00
2023020405,CBJ,STL,2023 December 08 19:00:00
2023020406,FLA,PIT,2023 December 08 19:00:00
2023020407,EDM,MIN,2023 December 08 21:00:00
2023020408,BOS,ARI,2023 December 09 13:00:00
2023020409,CGY,NJD,2023 December 09 16:00:00
2023020410,DAL,VGK,2023 December 09 16:00:00
2023020411,BUF,MTL,2023 December 09 19:00:00
2023020412,DET,OTT,2023 December 09 19:00:00
2023020413,TOR,NSH,2023 December 09 19:00:00
2023020414,WSH,NYR,2023 December 09 19:00:00
2023020415,NYI,LAK,2023 December 09 19:30:00
2023020416,CHI,STL,2023 December 09 20:00:00
2023020417,COL,PHI,2023 December 09 21:00:00
2023020418,SEA,TBL,2023 December 09 22:00:00
2023020419,VAN,CAR,2023 December 09 22:00:00
2023020420,CBJ,FLA,2023 December 10 13:00:00
2023020421,EDM,NJD,2023 December 10 16:00:00
2023020422,CHI,WSH,2023 December 10 19:00:00
2023020423,MTL,NSH,2023 December 10 19:00:00
2023020424,NYR,LAK,2023 December 10 19:00:00
2023020425,ANA,WPG,2023 December 10 20:00:00
2023020426,SEA,MIN,2023 December 10 21:00:00
2023020427,VGK,SJS,2023 December 10 22:00:00
2023020428,BUF,ARI,2023 December 11 19:00:00
2023020429,NYI,TOR,2023 December 11 19:00:00
2023020430,DAL,DET,2023 December 11 20:00:00
2023020431,COL,CGY,2023 December 11 21:30:00
2023020432,NYR,TOR,2023 December 12 19:00:00
2023020433,OTT,CAR,2023 December 12 19:00:00
2023020434,PIT,ARI,2023 December 12 19:00:00
2023020435,NSH,PHI,2023 December 12 20:00:00
2023020436,STL,DET,2023 December 12 19:30:00
2023020437,EDM,CHI,2023 December 12 22:00:00
2023020438,SEA,FLA,2023 December 12 22:00:00
2023020439,VAN,TBL,2023 December 12 22:00:00
2023020440,VGK,CGY,2023 December 12 22:00:00
2023020441,SJS,WPG,2023 December 12 22:30:00
2023020442,MTL,PIT,2023 December 13 19:00:00
2023020443,NJD,BOS,2023 December 13 19:30:00
2023020444,NYI,ANA,2023 December 13 19:30:00
2023020445,COL,BUF,2023 December 13 22:00:00
2023020446,LAK,WPG,2023 December 13 22:30:00
2023020447,DET,CAR,2023 December 14 19:30:00
2023020448,PHI,WSH,2023 December 14 19:00:00
2023020449,TOR,CBJ,2023 December 14 19:00:00
2023020450,MIN,CGY,2023 December 14 20:00:00
2023020451,STL,OTT,2023 December 14 20:00:00
2023020452,EDM,TBL,2023 December 14 21:00:00
2023020453,SEA,CHI,2023 December 14 22:00:00
2023020454,VAN,FLA,2023 December 14 22:00:00
2023020455,CAR,NSH,2023 December 15 19:30:00
2023020456,NYR,ANA,2023 December 15 19:00:00
2023020457,NYI,BOS,2023 December 15 19:30:00
2023020458,DAL,OTT,2023 December 15 20:00:00
2023020459,ARI,SJS,2023 December 15 21:00:00
2023020460,VGK,BUF,2023 December 15 22:00:00
2023020461,MIN,VAN,2023 December 16 14:00:00
2023020462,BOS,NYR,2023 December 16 19:00:00
2023020463,CBJ,NJD,2023 December 16 19:00:00
2023020464,MTL,NYI,2023 December 16 19:00:00
2023020465,PHI,DET,2023 December 16 19:00:00
2023020466,TOR,PIT,2023 December 16 19:00:00
2023020467,WPG,COL,2023 December 16 19:00:00
2023020468,NSH,WSH,2023 December 16 20:00:00
2023020469,STL,DAL,2023 December 16 20:00:00
2023020470,ARI,BUF,2023 December 16 21:00:00
2023020471,CGY,TBL,2023 December 16 22:00:00
2023020472,EDM,FLA,2023 December 16 22:00:00
2023020473,SEA,LAK,2023 December 16 22:00:00
2023020474,CHI,VAN,2023 December 17 15:00:00
2023020475,CAR,WSH,2023 December 17 18:00:00
2023020476,NJD,ANA,2023 December 17 19:00:00
2023020477,COL,SJS,2023 December 17 20:00:00
2023020478,VGK,OTT,2023 December 17 20:00:00
2023020479,DET,ANA,2023 December 18 19:00:00
2023020480,PIT,MIN,2023 December 18 19:00:00
2023020481,WPG,MTL,2023 December 18 19:30:00
2023020482,DAL,SEA,2023 December 18 20:00:00
2023020483,CGY,FLA,2023 December 18 21:30:00
2023020484,BOS,MIN,2023 December 19 19:00:00
2023020485,BUF,CBJ,2023 December 19 19:00:00
2023020486,CAR,VGK,2023 December 19 19:00:00
2023020487,NJD,PHI,2023 December 19 19:00:00
2023020488,TBL,STL,2023 December 19 19:00:00
2023020489,TOR,NYR,2023 December 19 19:00:00
2023020490,NYI,EDM,2023 December 19 19:30:00
2023020491,NSH,VAN,2023 December 19 20:00:00
2023020492,CHI,COL,2023 December 19 20:30:00
2023020493,ARI,OTT,2023 December 19 21:00:00
2023020494,SJS,LAK,2023 December 19 22:30:00
2023020495,WPG,DET,2023 December 20 19:30:00
2023020496,WSH,NYI,2023 December 20 19:30:00
2023020497,LAK,SEA,2023 December 20 22:00:00
2023020498,BUF,TOR,2023 December 21 19:00:00
2023020499,CBJ,WSH,2023 December 21 19:00:00
2023020500,FLA,STL,2023 December 21 19:00:00
2023020501,NJD,EDM,2023 December 21 19:30:00
2023020502,PHI,NSH,2023 December 21 19:00:00
2023020503,PIT,CAR,2023 December 21 19:00:00
2023020504,TBL,VGK,2023 December 21 19:00:00
2023020505,DAL,VAN,2023 December 21 20:00:00
2023020506,MIN,MTL,2023 December 21 20:00:00
2023020507,COL,OTT,2023 December 21 21:00:00
2023020508,ANA,CGY,2023 December 21 22:00:00
2023020509,SJS,ARI,2023 December 21 22:30:00
2023020510,DET,PHI,2023 December 22 19:00:00
2023020511,NYR,EDM,2023 December 22 19:30:00
2023020512,WPG,BOS,2023 December 22 20:00:00
2023020513,CHI,MTL,2023 December 22 20:30:00
2023020514,FLA,VGK,2023 December 23 15:00:00
2023020515,NSH,DAL,2023 December 23 14:00:00
2023020516,CAR,NYI,2023 December 23 19:30:00
2023020517,CBJ,TOR,2023 December 23 19:00:00
2023020518,MIN,BOS,2023 December 23 19:00:00
2023020519,NJD,DET,2023 December 23 19:00:00
2023020520,OTT,PIT,2023 December 23 19:00:00
2023020521,WSH,TBL,2023 December 23 19:00:00
2023020522,NYR,BUF,2023 December 23 19:30:00
2023020523,ANA,SEA,2023 December 23 20:00:00
2023020524,STL,CHI,2023 December 23 20:00:00
2023020525,COL,ARI,2023 December 23 21:00:00
2023020526,LAK,CGY,2023 December 23 22:00:00
2023020527,VAN,SJS,2023 December 23 22:00:00
2023020528,NJD,CBJ,2023 December 27 19:00:00
2023020529,NYR,WSH,2023 December 27 19:00:00
2023020530,TBL,FLA,2023 December 27 19:00:00
2023020531,TOR,OTT,2023 December 27 19:00:00
2023020532,BUF,BOS,2023 December 27 19:30:00
2023020533,NYI,PIT,2023 December 27 19:30:00
2023020534,MIN,DET,2023 December 27 20:00:00
2023020535,NSH,CAR,2023 December 27 20:00:00
2023020536,STL,DAL,2023 December 27 20:00:00
2023020537,ARI,COL,2023 December 27 21:00:00
2023020538,CHI,WPG,2023 December 27 21:00:00
2023020539,CGY,SEA,2023 December 27 21:30:00
