a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1889404470548738550,Snstats,2025-02-11  13:01:00 PM,2025-02-11  13:01:00 PM,8476412,Jordan Binnington,1889704373011267828,reporterchris,2025-02-12,2025-02-12,8479406,Filip Gustavsson
