a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1889760305737306224,SWhyno,2025-02-12  14:35:00 PM,2025-02-12  14:35:00 PM,8476945,Connor Hellebuyck,1889760305737306224,SWhyno,2025-02-12  14:35:00 PM,2025-02-12  14:35:00 PM,8477424,Juuse Saros
