a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1890463547554992559,ArponBasu,2025-02-14  13:10:00 PM,2025-02-14  13:11:00 PM,8480947,Kevin Lankinen,1890494795329437777,TomGulittiNHL,2025-02-14  15:14:00 PM,2025-02-14  15:14:00 PM,8479406,Filip Gustavsson
