a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1890873708291494284,usahockey,2025-02-15  16:19:00 PM,2025-02-15  16:19:00 PM,8476945,Connor Hellebuyck,1890813988583211096,markhmasters,2025-02-15  12:22:00 PM,2025-02-15  12:22:00 PM,8476412,Jordan Binnington
