a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1402385965344120835,NBCSEdgeHK,2021-06-08 06:04 PM,2021-06-08 06:05 PM,8476883,Andrei Vasilevskiy,1402385277591732227,BBurnsNHL,2021-06-08 06:01 PM,2021-06-08 06:05 PM,8477968,Alex Nedeljkovic
1402385277591732227,BBurnsNHL,2021-06-08 06:01 PM,2021-06-08 06:05 PM,8476883,Andrei Vasilevskiy,1402387684685803520,CardiacCane,2021-06-08 06:10 PM,2021-06-08 06:28 PM,8477968,Alex Nedeljkovic
