a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1394439287257632769,NickGossNBCSB,2021-05-17 07:46 PM,2021-05-17 07:50 PM,8471695,Tuukka Rask,1394305413869363200,TomGulittiNHL,2021-05-17 10:54 AM,2021-05-17 10:58 AM,8467950,Craig Anderson
1394438544479985666,ShawnHutcheon,2021-05-17 07:43 PM,2021-05-17 07:50 PM,8471695,Tuukka Rask,1394305525261774855,SamanthaJPell,2021-05-17 10:55 AM,2021-05-17 10:58 AM,8467950,Craig Anderson
