tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1648739711010340864,28498139,EdmontonJack,2023-04-19 01:25 PM,2023-04-19 01:38 PM,8479973,Stuart Skinner,Skinner starts Game 2 against LA.  Janmark held off ice for maintenance reasons  questionable for tonight.  Ill join @ReidWilkins at 7:05 on @630ched and then team w/@Bob_Stauffer for the 8:20 puck drop. Tune in or stream &amp; sync w/@rpworldwide app. https://t.co/EmtVlNK20Z
