tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1650183327406784512,28498139,EdmontonJack,2023-04-23 01:02 PM,2023-04-23 01:58 PM,8479973,Stuart Skinner,Evander Kane is NOT on the ice this morning. Likely maintenance. Skinner starts in Game 4 tonight on @630CHED w/@Bob_Stauffer at 7:20 MT.  Ill be on w/@ReidWilkins at 6:05 for pregame. Feel free to stream &amp; sync thru radio player app. https://t.co/RYExQSqRZd
