tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1652377512385851394,28498139,EdmontonJack,2023-04-29 02:21 PM,2023-04-29 02:58 PM,8479973,Stuart Skinner,Janmark now with the main group and no Kane but I expect same lineup tonightSkinner in net and Bjugstad centering RNH/Hyman.  @Bob_Stauffer and I will have Game 6 on @630CHED &amp; @rpworldwide (8:20 MT puck drop). https://t.co/sNvD0wl6ix
