tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1652766527890890753,975747404501803008,NBCSCameraGuys,2023-04-30 04:07 PM,2023-04-30 04:28 PM,8480280,Jeremy Swayman,Jeremey Swayman looking dapper ahead of game 7. He was the first off the ice at morning skate. https://t.co/MZsv9ygDJv
1652795591951360001,2279685792,SaraCivian,2023-04-30 06:02 PM,2023-04-30 06:05 PM,8480280,Jeremy Swayman,Swayman leads Bruins out for warmups he'll be the guy
1652795753792675842,50076513,RochieWBZ,2023-04-30 06:03 PM,2023-04-30 06:05 PM,8480280,Jeremy Swayman,Swayman leads the #NHLBruins out for warmups - @wbz https://t.co/Fz4odv8Xwp
1652795716174073857,357888522,ConorRyan_93,2023-04-30 06:03 PM,2023-04-30 06:05 PM,8480280,Jeremy Swayman,Jeremy Swayman leads the Bruins out for warmups. https://t.co/UbgIVfvlN3
1652798346153558016,14602259,BostonDotCom,2023-04-30 06:13 PM,2023-04-30 06:28 PM,8480280,Jeremy Swayman,Swayman leads Bruins out for warmups likely Game 7 starter. https://t.co/QF9JucANvF https://t.co/qGI0qHweYN
1652800130079154180,19780938,BGlobeSports,2023-04-30 06:20 PM,2023-04-30 06:28 PM,8480280,Jeremy Swayman,Goaltender Jeremy Swayman leads Bruins onto the ice during warm-ups a sign he is starting Game 7 https://t.co/TcIde8N9Ks
1652798461408935937,17442033,BDCBruins,2023-04-30 06:13 PM,2023-04-30 06:28 PM,8480280,Jeremy Swayman,Swayman leads Bruins out for warmups likely Game 7 starter. https://t.co/PIbUSujwIA https://t.co/4aWDkxmcOi
1652800049829535747,4746090250,NBC10Boston,2023-04-30 06:20 PM,2023-04-30 06:28 PM,8480280,Jeremy Swayman,Jeremy Swayman will be the starting goalie for the Bruins in Sunday night's must-win Game 7. https://t.co/UnHwq9Z4qo
1652800236404760576,9907172,NECN,2023-04-30 06:20 PM,2023-04-30 06:28 PM,8480280,Jeremy Swayman,The Bruins are going with Jeremy Swayman in the net for Sunday night's must-win Game 7. https://t.co/ILw6uAXuoV
1652804465102139392,92302292,PhilStacey_SN,2023-04-30 06:37 PM,2023-04-30 06:38 PM,8480280,Jeremy Swayman,Huge ovation when Jeremy Swayman is announced as tonight's starter in the Boston net.
