tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1651353275524866051,157101114,DougPlagens,2023-04-26 06:31 PM,2023-04-26 06:38 PM,8475683,Sergei Bobrovsky,Leading the teams out for warmups in Boston: Sergei Bobrovsky &amp; Linus Ullmark. On the air NOW @radiolibre790
