a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1914018571958800508,dnbsports,2025-04-20 02:16 PM,2025-04-20 02:53 PM,8479973,Stuart Skinner,1914385609843728636,icemancometh,2025-04-21 02:31 PM,2025-04-21 02:34 PM,8475311,Darcy Kuemper
