tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1759672540484825390,20006987,ArizonaCoyotes,2024-02-19 03:13 PM,2024-02-19 03:59 PM,8480191,Matt Villalta,Let's get it goin'    DirecTV 61 Cox 95 @fubo &amp; Coyotes Central  Channel Guide: https://t.co/5e4ZAgi3yC  ESPN 620 https://t.co/Bk7rEyloED
