tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1776324727885185520,15361389,EdmontonOilers,2024-04-05 03:03 PM,2024-04-05 03:19 PM,8479973,Stuart Skinner,View the #Oilers projected lines defence pairings &amp; starting goaltender for tonight's battle at @RogersPlace against the Avalanche  https://t.co/HGkpILcI0Z
