tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1728461706613932472,94682389,tkulfan,2023-11-25 12:12 PM,2023-11-25 12:38 PM,8479312,Alex Lyon,Larkin didnt skate today but is expected to play Sunday; Lyon gets start in net per Lalonde #RedWings
