tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1748480279516172601,68478350,sarah__mclellan,2024-01-19 05:59 PM,2024-01-19 06:18 PM,8470594,Marc-Andre Fleury,Adam Raska draws in for #mnwild with Frederick Gaudreau hurt; coach John Hynes said Gaudreau is still getting evaluated. Alex Goligoski is back on defense subbing in for Daemon Hunt. Marc-Andre Fleury will be in net vs. Florida.
