tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1624816106434179072,28498139,EdmontonJack,2023-02-12 12:02 PM,2023-02-12 12:13 PM,8479973,Stuart Skinner,No Kostin today but Foegele taking warmup. So is Shore but if Foegele can play he will as EDM sticks with 11/7 lineup. Skinner starts attempts to go 3-0 career vs MTL.  Another 10:30am MT matinee on @Sportsnet w/@GenePrincipe &amp; @LouDeBrusk on deck. https://t.co/cJAOCY6ZJ8
