a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.611017482734637e+18,RotoWireNHL,2023-01-05 10:11 AM,2023-01-05 10:28 AM,8478872.0,Karel Vejmelka,1610724806906839042,NHLAdamK,2023-01-04 02:48 PM,2023-01-04 02:58 PM,8479394,Carter Hart
,,,,,,1610795840582320129,News3LV,2023-01-04 07:30 PM,2023-01-04 07:58 PM,8479394,Carter Hart
,,,,,,1610992148622757888,JameyBaskow,2023-01-05 08:30 AM,2023-01-05 08:58 AM,8479394,Carter Hart
,,,,,,1611023768012591104,BroadStBull,2023-01-05 10:36 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611023366617530372,billmeltzer,2023-01-05 10:34 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611023425434431489,charlieo_conn,2023-01-05 10:34 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611023464483143686,ReinerOlivia,2023-01-05 10:34 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611026270703198214,JameyBaskow,2023-01-05 10:46 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611025087779438593,RotoWireNHL,2023-01-05 10:41 AM,2023-01-05 10:58 AM,8479394,Carter Hart
,,,,,,1611076033289011201,PhillyDailyNews,2023-01-05 02:03 PM,2023-01-05 02:05 PM,8479394,Carter Hart
,,,,,,1611079294784077827,phillysport,2023-01-05 02:16 PM,2023-01-05 02:28 PM,8479394,Carter Hart
