tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1582189652210905088,22016898,CanesOnFSCR,2022-10-17 09:59 PM,2022-10-17 10:05 PM,8475831,Philipp Grubauer,TONIGHT'S GOALIES -Grubauer starts for #SeaKraken  -FREDDIE is in for #LetsGoCanes  @Canes | #CanesAfterDark https://t.co/m7yC5u5ObE
