a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.6277130459368653e+18,PensInsideScoop,2023-02-20 11:53 AM,2023-02-20 11:58 AM,8478009.0,Ilya Sorokin,1627700087227817986,PensInsideScoop,2023-02-20 11:01 AM,2023-02-20 11:05 AM,8477465,Tristan Jarry
1.6277133401882624e+18,CF_DepthCharts,2023-02-20 11:54 AM,2023-02-20 11:58 AM,8478009.0,Ilya Sorokin,1627700435690700800,SethRorabaugh,2023-02-20 11:03 AM,2023-02-20 11:05 AM,8477465,Tristan Jarry
1.627717435133395e+18,RotoWireNHL,2023-02-20 12:10 PM,2023-02-20 12:13 PM,8478009.0,Ilya Sorokin,1627700197156433920,ATTSportsNetPIT,2023-02-20 11:02 AM,2023-02-20 11:05 AM,8477465,Tristan Jarry
,,,,,,1627701172487311363,TheDanKingerski,2023-02-20 11:06 AM,2023-02-20 11:28 AM,8477465,Tristan Jarry
,,,,,,1627708484060868608,penguins,2023-02-20 11:35 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708697324421133,KDPomp,2023-02-20 11:36 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708255286984704,Real_RobRossi,2023-02-20 11:34 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708784062738435,SiriusXMNHL,2023-02-20 11:36 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708314497822720,EmilyGiangreco,2023-02-20 11:34 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708285351493632,jhathhorn,2023-02-20 11:34 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708370915295238,_ShellyAnderson,2023-02-20 11:34 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627708567758176257,CF_DepthCharts,2023-02-20 11:35 AM,2023-02-20 11:38 AM,8477465,Tristan Jarry
,,,,,,1627710168854036488,SethRorabaugh,2023-02-20 11:42 AM,2023-02-20 11:43 AM,8477465,Tristan Jarry
,,,,,,1627726067908608015,FantasySP,2023-02-20 12:45 PM,2023-02-20 12:50 PM,8477465,Tristan Jarry
,,,,,,1627745253477257217,cweb,2023-02-20 02:01 PM,2023-02-20 02:05 PM,8477465,Tristan Jarry
