a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1485006469447753731,SaraCivian,2022-01-22 04:48 PM,2022-01-22 04:58 PM,8479581,Jack LaFontaine,1.4849155802180936e+18,mikemorrealeNHL,2022-01-22 10:47 AM,2022-01-22 10:59 AM,8476903.0,Jon Gillies
1485007510092357633,mikemorrealeNHL,2022-01-22 04:52 PM,2022-01-22 04:58 PM,8479581,Jack LaFontaine,1.4850244845831004e+18,WaltRuff,2022-01-22 06:00 PM,2022-01-22 06:05 PM,8476903.0,Jon Gillies
1485009519935569921,NBCSEdgeHK,2022-01-22 05:00 PM,2022-01-22 05:28 PM,8479581,Jack LaFontaine,1.4850317970586788e+18,mikemorrealeNHL,2022-01-22 06:29 PM,2022-01-22 06:38 PM,8476903.0,Jon Gillies
1485009388125495299,FantasyAlarmNHL,2022-01-22 05:00 PM,2022-01-22 05:28 PM,8479581,Jack LaFontaine,1.4850335296417423e+18,DevilsArmyBlog,2022-01-22 06:35 PM,2022-01-22 06:38 PM,8476903.0,Jon Gillies
1485016908692869128,amandacstein,2022-01-22 05:29 PM,2022-01-22 05:59 PM,8479581,Jack LaFontaine,1.4850351809180754e+18,NBCSEdgeHK,2022-01-22 06:42 PM,2022-01-22 06:43 PM,8476903.0,Jon Gillies
1485016810558742531,CanesStats,2022-01-22 05:29 PM,2022-01-22 05:59 PM,8479581,Jack LaFontaine,1.4850350496658924e+18,FantasyAlarmNHL,2022-01-22 06:42 PM,2022-01-22 06:43 PM,8476903.0,Jon Gillies
1485024484583100421,WaltRuff,2022-01-22 06:00 PM,2022-01-22 06:05 PM,8479581,Jack LaFontaine,1.4850391041024737e+18,CanesOnFSCR,2022-01-22 06:58 PM,2022-01-22 06:58 PM,8476903.0,Jon Gillies
1485039104102473730,CanesOnFSCR,2022-01-22 06:58 PM,2022-01-22 06:58 PM,8479581,Jack LaFontaine,,,,,,
1485042936551297026,JessRMyers,2022-01-22 07:13 PM,2022-01-22 07:13 PM,8479581,Jack LaFontaine,,,,,,
1485046144325591042,JanesvilleJets1,2022-01-22 07:26 PM,2022-01-22 07:28 PM,8479581,Jack LaFontaine,,,,,,
