tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1480950777417973761,85675782,ByScottPowers,2022-01-11 12:12 PM,2022-01-11 12:13 PM,8470594,Marc-Andre Fleury,Jakub Galvas will make his NHL debut tonight. Fleury will start in net.
1480950814063697922,210138371,CRoumeliotis,2022-01-11 12:12 PM,2022-01-11 12:13 PM,8470594,Marc-Andre Fleury,Marc-Andre Fleury will start in goal tonight vs. Columbus. Jakub Galvas will make his NHL debut. Jake McCabe (COVID-19 protocol) is out. #Blackhawks
1481063848669061122,3397481188,Bo_Wulf,2022-01-11 07:41 PM,2022-01-11 07:43 PM,8482528,Cale Morris,BwF starting promptly at 8 tonight with @SheilKapadia @ZBerm and @Marissa_Morris.  https://t.co/o3akX4qPEb
1481101270043832321,3444040513,FantasyLabsNBA,2022-01-11 10:10 PM,2022-01-11 10:28 PM,8482528,Cale Morris,Lineup note: Nuggets will start Morris Rivers Gordon Ja. Green Jokic on Tuesday.
1481101198409314305,3444040513,FantasyLabsNBA,2022-01-11 10:10 PM,2022-01-11 10:28 PM,8482528,Cale Morris,Lineup note: Clippers will start Jackson Coffey Morris Batum Zubac on Tuesday.
1481100803033214978,1104088403841351682,AwesemoNBA,2022-01-11 10:08 PM,2022-01-11 10:28 PM,8482528,Cale Morris,Tonight's starting lineup for the LA Clippers: Jackson Coffey Morris Batum Zubac https://t.co/bVWH4AMCA2
1481102634077470720,798626073550258176,BasketballRoto,2022-01-11 10:16 PM,2022-01-11 10:28 PM,8482528,Cale Morris,The @Nuggets starting Morris Rivers Gordon Ja. Green Jokic on Tuesday. #MileHighBasketball #NBA
1481102634027081730,798626073550258176,BasketballRoto,2022-01-11 10:16 PM,2022-01-11 10:28 PM,8482528,Cale Morris,The @LAClippers starting Jackson Coffey Morris Batum Zubac on Tuesday. #ItTakesEverything #NBA
1481103792502456320,943550579229511681,NBADFS101,2022-01-11 10:20 PM,2022-01-11 10:28 PM,8482528,Cale Morris,Clippers will start Jackson Coffey Morris Batum Zubac on Tuesday.
1481103679994404869,943550579229511681,NBADFS101,2022-01-11 10:20 PM,2022-01-11 10:28 PM,8482528,Cale Morris,Nuggets will start Morris Rivers Gordon Ja. Green Jokic on Tuesday.
