a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1479885526748389376,DavidSchoenLVRJ,2022-01-08 01:39 PM,2022-01-08 01:44 PM,8470594,Marc-Andre Fleury,1.4798855267483894e+18,DavidSchoenLVRJ,2022-01-08 01:39 PM,2022-01-08 01:44 PM,8475215.0,Robin Lehner
1479887079832047617,JesseGranger_,2022-01-08 01:45 PM,2022-01-08 01:51 PM,8470594,Marc-Andre Fleury,1.4798855209393357e+18,SinBinVegas,2022-01-08 01:39 PM,2022-01-08 01:44 PM,8475215.0,Robin Lehner
1479907225397182465,Farbod_E,2022-01-08 03:05 PM,2022-01-08 03:28 PM,8482528,Cale Morris,1.4798870798320476e+18,JesseGranger_,2022-01-08 01:45 PM,2022-01-08 01:51 PM,8475215.0,Robin Lehner
1479907320385576963,LawMurrayTheNU,2022-01-08 03:06 PM,2022-01-08 03:28 PM,8482528,Cale Morris,1.4800036630955008e+18,JesseGranger_,2022-01-08 09:29 PM,2022-01-08 09:38 PM,8475215.0,Robin Lehner
1479907452179173385,AwesemoNBA,2022-01-08 03:06 PM,2022-01-08 03:28 PM,8482528,Cale Morris,,,,,,
1479907371153379329,FlyByKnite,2022-01-08 03:06 PM,2022-01-08 03:28 PM,8482528,Cale Morris,,,,,,
1479907469283450881,RotoGrindersNBA,2022-01-08 03:06 PM,2022-01-08 03:28 PM,8482528,Cale Morris,,,,,,
1479909293151252480,HoopBallFantasy,2022-01-08 03:14 PM,2022-01-08 03:28 PM,8482528,Cale Morris,,,,,,
1479907221735501829,Underdog__NBA,2022-01-08 03:05 PM,2022-01-08 03:28 PM,8482528,Cale Morris,,,,,,
1480003776895340545,MarkLazerus,2022-01-08 09:29 PM,2022-01-08 09:38 PM,8470594,Marc-Andre Fleury,,,,,,
1480003663095500801,JesseGranger_,2022-01-08 09:29 PM,2022-01-08 09:38 PM,8470594,Marc-Andre Fleury,,,,,,
1480003928099938305,DavidSchoenLVRJ,2022-01-08 09:30 PM,2022-01-08 09:38 PM,8470594,Marc-Andre Fleury,,,,,,
1480004382091464704,FOX5Photogs,2022-01-08 09:31 PM,2022-01-08 09:38 PM,8470594,Marc-Andre Fleury,,,,,,
