tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1469793513181044736,15361389,EdmontonOilers,2021-12-11 05:17 PM,2021-12-11 05:28 PM,8475156,Mikko Koskinen,Lagesson draws back in &amp; Koskinen gets the start as the #Oilers host the Hurricanes for the first meeting between the clubs this season tonight at @RogersPlace. @TonyBrarOTV has the preview. @SkipTheDishes | #LetsGoOilers https://t.co/wpU3DwUDMY
