a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.5037606852595016e+18,mikeystephens81,2022-03-15 11:51 AM,2022-03-15 11:58 AM,8474651.0,Braden Holtby,1503739505215479821,markhmasters,2022-03-15 10:26 AM,2022-03-15 10:28 AM,8478902,Erik Kallgren
1.5037687539343237e+18,lukefoxjukebox,2022-03-15 12:23 PM,2022-03-15 12:28 PM,8479979.0,Jake Oettinger,1503739554582470666,jonassiegel,2022-03-15 10:27 AM,2022-03-15 10:28 AM,8478902,Erik Kallgren
1.5037679304121508e+18,mikeystephens81,2022-03-15 12:19 PM,2022-03-15 12:28 PM,8479979.0,Jake Oettinger,1503739488278913029,dalter,2022-03-15 10:26 AM,2022-03-15 10:28 AM,8478902,Erik Kallgren
1.5037712653660365e+18,NBCSEdgeHK,2022-03-15 12:33 PM,2022-03-15 12:38 PM,8479979.0,Jake Oettinger,1503744120573112323,TheFourthPeriod,2022-03-15 10:45 AM,2022-03-15 10:58 AM,8478902,Erik Kallgren
,,,,,,1503754482836033540,lukefoxjukebox,2022-03-15 11:26 AM,2022-03-15 11:28 AM,8478902,Erik Kallgren
,,,,,,1503754572057255941,koshtorontosun,2022-03-15 11:26 AM,2022-03-15 11:28 AM,8478902,Erik Kallgren
,,,,,,1503754354674831364,mikeystephens81,2022-03-15 11:25 AM,2022-03-15 11:28 AM,8478902,Erik Kallgren
,,,,,,1503757427023429634,NBCSEdgeHK,2022-03-15 11:38 AM,2022-03-15 11:43 AM,8478902,Erik Kallgren
,,,,,,1503893940012994560,MDeFranks,2022-03-15 08:40 PM,2022-03-15 08:43 PM,8478902,Erik Kallgren
,,,,,,1503907084307353602,SportsnetSpec,2022-03-15 09:32 PM,2022-03-15 09:38 PM,8478902,Erik Kallgren
