tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1448360006424793089,17093604,Canucks,2021-10-13 02:48 PM,2021-10-13 02:50 PM,8477967,Thatcher Demko,Rathbone and Burroughs are in. Demko startingHe (Boeser) looks close. Thats why hes on the trip.  Coach Green on lineups tonight #Canucks | @theprovince https://t.co/AYhuv5A2pc
