a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1492200768090345474,FantasyAlarmNHL,2022-02-11 01:16 PM,2022-02-11 01:58 PM,8479394,Carter Hart,1.4925370091807457e+18,HeleneStJames,2022-02-12 11:32 AM,2022-02-12 11:38 AM,8471306.0,Thomas Greiss
1492213970819821572,GoaliePost,2022-02-11 02:08 PM,2022-02-11 02:58 PM,8479394,Carter Hart,1.4925366354597847e+18,AnsarKhanMLive,2022-02-12 11:30 AM,2022-02-12 11:38 AM,8471306.0,Thomas Greiss
1492231495985123330,JameyBaskow,2022-02-11 03:18 PM,2022-02-11 03:58 PM,8479394,Carter Hart,1.492538998274855e+18,FantasyAlarmNHL,2022-02-12 11:40 AM,2022-02-12 11:43 AM,8471306.0,Thomas Greiss
1492570498793881601,dklive,2022-02-12 01:45 PM,2022-02-12 01:50 PM,8479394,Carter Hart,1.4925400076759286e+18,NBCSEdgeHK,2022-02-12 11:44 AM,2022-02-12 11:50 AM,8471306.0,Thomas Greiss
1492594091447652353,highkin,2022-02-12 03:18 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492593976678895617,StevePopper,2022-02-12 03:18 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492594548761149444,AwesemoNBA,2022-02-12 03:20 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492594499973001218,RotoGrindersNBA,2022-02-12 03:20 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492594082371149827,PDXjay,2022-02-12 03:18 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492594274105442308,FantasyProsNBA,2022-02-12 03:19 PM,2022-02-12 03:28 PM,8479394,Carter Hart,,,,,,
1492597280393904130,FantasyLabsNBA,2022-02-12 03:31 PM,2022-02-12 03:58 PM,8479394,Carter Hart,,,,,,
1492600419305934849,HoopBallFantasy,2022-02-12 03:44 PM,2022-02-12 03:58 PM,8479394,Carter Hart,,,,,,
