a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.5150970187707515e+18,NBCSEdgeHK,2022-04-15 06:37 PM,2022-04-15 06:38 PM,8478009.0,Ilya Sorokin,1514973618723250186,EricEngels,2022-04-15 10:27 AM,2022-04-15 10:28 AM,8471679,Carey Price
,,,,,,1514979988935696384,ArponBasu,2022-04-15 10:52 AM,2022-04-15 10:58 AM,8471679,Carey Price
,,,,,,1514976446502080520,chrismeaney,2022-04-15 10:38 AM,2022-04-15 10:58 AM,8471679,Carey Price
,,,,,,1514975976203108358,BartsBytes,2022-04-15 10:36 AM,2022-04-15 10:58 AM,8471679,Carey Price
,,,,,,1514987982029262851,HabsInHighHeels,2022-04-15 11:24 AM,2022-04-15 11:28 AM,8471679,Carey Price
,,,,,,1514990047380086789,StuCowan1,2022-04-15 11:32 AM,2022-04-15 11:38 AM,8471679,Carey Price
,,,,,,1514992295178821633,CF_DepthCharts,2022-04-15 11:41 AM,2022-04-15 11:43 AM,8471679,Carey Price
,,,,,,1514995866771275776,DanaLaneSports,2022-04-15 11:55 AM,2022-04-15 11:58 AM,8471679,Carey Price
,,,,,,1515049195698364421,cappertek,2022-04-15 03:27 PM,2022-04-15 03:28 PM,8471679,Carey Price
,,,,,,1515089705565577237,EricEngels,2022-04-15 06:08 PM,2022-04-15 06:28 PM,8471679,Carey Price
,,,,,,1515096874994257923,JohnLuTSNMtl,2022-04-15 06:36 PM,2022-04-15 06:38 PM,8471679,Carey Price
,,,,,,1515099861301006336,hockeynight,2022-04-15 06:48 PM,2022-04-15 06:50 PM,8471679,Carey Price
