tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1462156292177420293,40878677,NJDevils,2021-11-20 03:30 PM,2021-11-20 03:59 PM,8478406,Mackenzie Blackwood,Back to Mac.  #NJDevils | @RWJBarnabas https://t.co/VXOWgpOGMp
