tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1463641672424689664,15361389,EdmontonOilers,2021-11-24 05:52 PM,2021-11-24 05:58 PM,8475156,Mikko Koskinen,The second half of a back-to-back sees the #Oilers in the desert with William Lagesson set to make his season debut tonight against the Coyotes.  @TonyBrarOTV reports from Arizona.  @SkipTheDishes | #LetsGoOilers https://t.co/XDpEhYgLq6
