a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.46152824225135e+18,georgemalik,2021-11-18 09:54 PM,2021-11-18 09:58 PM,8471306.0,Thomas Greiss,1461521868335190016,JesseGranger_,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521810013360131,DavidSchoenLVRJ,2021-11-18 09:28 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521963910713344,VinceSapienza,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521933598486533,SinBinVegas,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521959435472901,RyanHockeyGuy,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521930465333252,EPSports22,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521844272439297,WillieGRamirez,2021-11-18 09:28 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461521942578532356,DannyWebster21,2021-11-18 09:29 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461522246548299780,RotoWireNHL,2021-11-18 09:30 PM,2021-11-18 09:38 PM,8475215,Robin Lehner
,,,,,,1461524634835341316,FantasyAlarmNHL,2021-11-18 09:40 PM,2021-11-18 09:43 PM,8475215,Robin Lehner
