tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1471629881926635522,94682389,tkulfan,2021-12-16 06:54 PM,2021-12-16 06:59 PM,8477968,Alex Nedeljkovic,Projecting going with 11 F's and 7 D's tonight; and Nedeljkovic starting against his old team #RedWings https://t.co/u70iJM4vuR
