a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1466093232929005575,Peter_Baugh,2021-12-01 12:14 PM,2021-12-01 12:28 PM,8475311,Darcy Kuemper,1.466067124909232e+18,dalter,2021-12-01 10:30 AM,2021-12-01 10:58 AM,8475789.0,Jack Campbell
1466098031405584389,NBCSEdgeHK,2021-12-01 12:33 PM,2021-12-01 12:38 PM,8475311,Darcy Kuemper,,,,,,
1466098273089998857,FantasyAlarmNHL,2021-12-01 12:34 PM,2021-12-01 12:38 PM,8475311,Darcy Kuemper,,,,,,
1466107138934288384,RotoWireNHL,2021-12-01 01:09 PM,2021-12-01 01:13 PM,8475311,Darcy Kuemper,,,,,,
1466188982337912845,FantasyLabsNBA,2021-12-01 06:34 PM,2021-12-01 06:38 PM,8483183,Jett Alexander,,,,,,
1466189346009145345,AwesemoNBA,2021-12-01 06:35 PM,2021-12-01 06:38 PM,8483183,Jett Alexander,,,,,,
1466188691097804801,Underdog__NBA,2021-12-01 06:33 PM,2021-12-01 06:38 PM,8483183,Jett Alexander,,,,,,
1466191014004244482,NBADFS101,2021-12-01 06:42 PM,2021-12-01 06:43 PM,8483183,Jett Alexander,,,,,,
1466192308513095680,EVSportsInvest,2021-12-01 06:47 PM,2021-12-01 06:50 PM,8483183,Jett Alexander,,,,,,
1466192396434087940,BasketballRoto,2021-12-01 06:48 PM,2021-12-01 06:50 PM,8483183,Jett Alexander,,,,,,
1466193063383121923,MikeChambers,2021-12-01 06:50 PM,2021-12-01 06:58 PM,8475311,Darcy Kuemper,,,,,,
1466194355799138312,RotoWireNHL,2021-12-01 06:55 PM,2021-12-01 06:58 PM,8477992,Jonas Johansson,,,,,,
1466196436953939975,NBCSEdgeHK,2021-12-01 07:04 PM,2021-12-01 07:05 PM,8477992,Jonas Johansson,,,,,,
1466196920108466176,FantasyAlarmNHL,2021-12-01 07:06 PM,2021-12-01 07:13 PM,8477992,Jonas Johansson,,,,,,
