tweet_id,author_id,handle,created_at,found_at,goalie_id,goalie_name,text
1519750483061219330,15020865,penguins,2022-04-28 02:48 PM,2022-04-28 02:59 PM,8479193,Casey DeSmith,DeSmith: "It's coming down to crunch time. We're trying to go into playoffs with some momentum and play the right way tomorrow - and get something rolling here. Obviously playoffs are a whole different animal. We just want to start building that tomorrow." https://t.co/v6cHY2gp9v
1520051954696790017,374152542,PensInsideScoop,2022-04-29 10:46 AM,2022-04-29 10:59 AM,8479193,Casey DeSmith,Casey DeSmith is the first goalie off the ice.
1520051901391417347,20613068,ATTSportsNetPIT,2022-04-29 10:46 AM,2022-04-29 10:59 AM,8479193,Casey DeSmith,DeSmith is the first goalie off the ice. -DP
1520064149350490119,15020865,penguins,2022-04-29 11:35 AM,2022-04-29 11:39 AM,8479193,Casey DeSmith,Casey DeSmith will get the start in net tonight vs. Columbus. https://t.co/BXizCzWS3g
1520063841283055616,561492358,PensJG,2022-04-29 11:33 AM,2022-04-29 11:39 AM,8479193,Casey DeSmith,#Pens HCMS: Casey DeSmith will start tonight against Columbus
1520063858613927938,20613068,ATTSportsNetPIT,2022-04-29 11:33 AM,2022-04-29 11:39 AM,8479193,Casey DeSmith,Mike Sullivan said that DeSmith will start tonight. -DP
1520064802948849664,380494190,MolinariPGH,2022-04-29 11:37 AM,2022-04-29 11:39 AM,8479193,Casey DeSmith,Casey DeSmith as expected will be in goal for the Penguins tonight.
1520064268233854978,212378675,TheDanKingerski,2022-04-29 11:35 AM,2022-04-29 11:39 AM,8479193,Casey DeSmith,Mike Sullivan living dangerously going to start Casey DeSmith tonight. My take is-- this game means something to the Penguins.
1520080469378928641,309412866,TribSports,2022-04-29 12:40 PM,2022-04-29 12:44 PM,8479193,Casey DeSmith,Goaltender Casey DeSmith is expected to start in the Penguins regular-season finale tonight against the Blue Jackets. https://t.co/FcROp33E1t
1520135834648735744,309412866,TribSports,2022-04-29 04:20 PM,2022-04-29 04:29 PM,8479193,Casey DeSmith,Tonight it will be Casey DeSmith in goal for the #Penguins as the team plays its final regular season game against the Blue Jackets. https://t.co/FcROp2M2CT
