a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1462563234557440009,bigbadbruins73,2021-11-21 06:27 PM,2021-11-21 06:28 PM,8478435,Dan Vladar,1.4624701360955474e+18,NHLBruins,2021-11-21 12:17 PM,2021-11-21 12:28 PM,8480280.0,Jeremy Swayman
1462563846023876613,Fan960Steinberg,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8478435,Dan Vladar,1.46256323455744e+18,bigbadbruins73,2021-11-21 06:27 PM,2021-11-21 06:28 PM,8480280.0,Jeremy Swayman
1462563871294636038,BruinsDaily,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8478435,Dan Vladar,1.462563871294636e+18,BruinsDaily,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8480280.0,Jeremy Swayman
1462563940043575306,ShawnHutcheon,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8478435,Dan Vladar,1.4625639400435753e+18,ShawnHutcheon,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8480280.0,Jeremy Swayman
1462563946536177664,CofRedCentral,2021-11-21 06:29 PM,2021-11-21 06:38 PM,8478435,Dan Vladar,,,,,,
1462568543602364421,hailey_salvian,2021-11-21 06:48 PM,2021-11-21 06:50 PM,8478435,Dan Vladar,,,,,,
1462567544150102017,WesGilbertson,2021-11-21 06:44 PM,2021-11-21 06:50 PM,8478435,Dan Vladar,,,,,,
1462570023675998215,FantasyAlarmNHL,2021-11-21 06:54 PM,2021-11-21 06:58 PM,8478435,Dan Vladar,,,,,,
1462572977866825730,NESN,2021-11-21 07:05 PM,2021-11-21 07:13 PM,8478435,Dan Vladar,,,,,,
1462601596840337412,_TyAnderson,2021-11-21 08:59 PM,2021-11-21 09:05 PM,8478435,Dan Vladar,,,,,,
