a_tweet_id,a_handle,a_created_at,a_found_at,a_goalie_id,a_goalie_name,h_tweet_id,h_handle,h_created_at,h_found_at,h_goalie_id,h_goalie_name
1.484608060957991e+18,RussoHockey,2022-01-21 02:25 PM,2022-01-21 02:59 PM,8478039.0,Kaapo Kahkonen,1484570739571363843,CRoumeliotis,2022-01-21 11:57 AM,2022-01-21 11:59 AM,8470594,Marc-Andre Fleury
,,,,,,1484570424046411780,BenPopeCST,2022-01-21 11:55 AM,2022-01-21 11:59 AM,8470594,Marc-Andre Fleury
,,,,,,1484579021685805059,ByScottPowers,2022-01-21 12:29 PM,2022-01-21 12:38 PM,8470594,Marc-Andre Fleury
,,,,,,1484581315500331012,NBCSEdgeHK,2022-01-21 12:39 PM,2022-01-21 12:43 PM,8470594,Marc-Andre Fleury
,,,,,,1484581566273798144,FantasyAlarmNHL,2022-01-21 12:40 PM,2022-01-21 12:43 PM,8470594,Marc-Andre Fleury
,,,,,,1484671687270539265,AwesemoNBA,2022-01-21 06:38 PM,2022-01-21 06:38 PM,8482528,Cale Morris
,,,,,,1484671718387970048,FantasyLabsNBA,2022-01-21 06:38 PM,2022-01-21 06:43 PM,8482528,Cale Morris
,,,,,,1484671932469555200,RotoGrindersNBA,2022-01-21 06:39 PM,2022-01-21 06:43 PM,8482528,Cale Morris
,,,,,,1484701768340717572,AwesemoNBA,2022-01-21 08:37 PM,2022-01-21 08:38 PM,8482528,Cale Morris
,,,,,,1484702157093941250,FantasyLabsNBA,2022-01-21 08:39 PM,2022-01-21 08:43 PM,8482528,Cale Morris
